iteration,free_energy
1,2668.0717533665884
2,2668.0717533665884
3,2668.0717533665884
4,2668.0717533665884
5,2668.0717533665884
6,2668.0717533665884
7,2668.0717533665884
8,2668.0717533665884
9,2668.0717533665884
10,2668.0717533665884
11,2668.0717533665884
12,2668.0717533665884
13,2668.0717533665884
14,2668.0717533665884
15,2668.0717533665884
16,2668.0717533665884
17,2668.0717533665884
18,2668.0717533665884
19,2668.0717533665884
20,2668.0717533665884
21,2668.0717533665884
22,2668.0717533665884
23,2668.0717533665884
24,2668.0717533665884
25,2668.0717533665884
26,2668.0717533665884
27,2668.0717533665884
28,2668.0717533665884
29,2668.0717533665884
30,2668.0717533665884
31,2668.0717533665884
32,2668.0717533665884
33,2668.0717533665884
34,2668.0717533665884
35,2668.0717533665884
36,2668.0717533665884
37,2668.0717533665884
38,2668.0717533665884
39,2668.0717533665884
40,2668.0717533665884
41,2668.0717533665884
42,2668.0717533665884
43,2668.0717533665884
44,2668.0717533665884
45,2668.0717533665884
46,2668.0717533665884
47,2668.0717533665884
48,2668.0717533665884
49,2668.0717533665884
50,2668.0717533665884
51,2668.0717533665884
52,2668.0717533665884
53,2668.0717533665884
54,2668.0717533665884
55,2668.0717533665884
56,2668.0717533665884
57,2668.0717533665884
58,2668.0717533665884
59,2668.0717533665884
60,2668.0717533665884
61,2668.0717533665884
62,2668.0717533665884
63,2668.0717533665884
64,2668.0717533665884
65,2668.0717533665884
66,2668.0717533665884
67,2668.0717533665884
68,2668.0717533665884
69,2668.0717533665884
70,2668.0717533665884
71,2668.0717533665884
72,2668.0717533665884
73,2668.0717533665884
74,2668.0717533665884
75,2668.0717533665884
76,2668.0717533665884
77,2668.0717533665884
78,2668.0717533665884
79,2668.0717533665884
80,2668.0717533665884
81,2668.0717533665884
82,2668.0717533665884
83,2668.0717533665884
84,2668.0717533665884
85,2668.0717533665884
86,2668.0717533665884
87,2668.0717533665884
88,2668.0717533665884
89,2668.0717533665884
90,2668.0717533665884
91,2668.0717533665884
92,2668.0717533665884
93,2668.0717533665884
94,2668.0717533665884
95,2668.0717533665884
96,2668.0717533665884
97,2668.0717533665884
98,2668.0717533665884
99,2668.0717533665884
100,2668.0717533665884
