t,obs_term,prior_term,dyn_term,total
1,0.7043990935560954,25.818553241563453,0.0,26.522952335119548
2,2.6240289293120576,0.0,1.0388709961565493e9,1.0388709987805783e9
3,0.4512623676723163,0.0,8.970039796012306e8,8.97003980052493e8
4,0.7128266218810433,0.0,7.851803323258882e8,7.851803330387148e8
5,0.28692733995076847,0.0,6.972863661926003e8,6.972863664795276e8
6,0.8908286758519974,0.0,6.28169617976921e8,6.281696188677497e8
7,0.35189768794946535,0.0,5.735425810939949e8,5.735425814458926e8
8,0.44798911096825034,0.0,5.298948529922507e8,5.298948534402398e8
9,0.6819430793584486,0.0,4.944078865927691e8,4.9440788727471215e8
10,1.4804596583562257,0.0,4.648699601672416e8,4.648699616477012e8
11,0.48789987153165454,0.0,4.395913021423031e8,4.39591302630203e8
12,0.3196424867582437,0.0,4.173207067661291e8,4.1732070708577156e8
13,0.7109684920990937,0.0,3.9716563625071377e8,3.9716563696168226e8
14,0.4550427969437406,0.0,3.78517907147655e8,3.785179076026978e8
15,0.7487422452374115,0.0,3.60986776815265e8,3.609867775640072e8
16,0.6467934187336282,0.0,3.443407355608177e8,3.4434073620761114e8
17,0.47572036412723473,0.0,3.2845870195884424e8,3.284587024345646e8
18,0.525386617692744,0.0,3.132907141929441e8,3.1329071471833074e8
19,0.25666852966785986,0.0,2.988276800088749e8,2.988276802655434e8
20,0.4808267209318995,0.0,2.8507933459331864e8,2.850793350741454e8
21,0.25570679873358515,0.0,2.720592774751799e8,2.720592777308867e8
22,0.5409114652294404,0.0,2.5977581515793967e8,2.5977581569885114e8
23,0.43457393987504034,0.0,2.4822731067035702e8,2.4822731110493097e8
24,0.35874422598708694,0.0,2.374008111853006e8,2.3740081154404482e8
25,1.312062385137785,0.0,2.2727286326279888e8,2.2727286457486126e8
26,0.259173986547792,0.0,2.1781160511708054e8,2.1781160537625453e8
27,0.2554313182450729,0.0,2.0897942232761312e8,2.0897942258304444e8
28,0.680870812143682,0.0,2.0073564776862344e8,2.0073564844949424e8
29,0.46216339585302,0.0,1.9303896356842375e8,1.9303896403058714e8
30,0.32963191968540806,0.0,1.858493131961404e8,1.8584931352577233e8
31,0.279589510114654,0.0,1.791292506250328e8,1.7912925090462232e8
32,0.8027195414361203,0.0,1.7284474019038454e8,1.7284474099310407e8
33,0.45474022889078236,0.0,1.669654774457224e8,1.6696547790046263e8
34,0.37128815005333826,0.0,1.61464832199912e8,1.6146483257120016e8
35,0.3133710077941878,0.0,1.5631952521705702e8,1.5631952553042802e8
36,2.195865490111397,0.0,1.515091452904144e8,1.5150914748627988e8
37,0.3462585867522476,0.0,1.47015598810131e8,1.470155991563896e8
38,0.4592058164936801,0.0,1.4282256410433865e8,1.4282256456354445e8
39,5.349506728629195,0.0,1.3891500138007098e8,1.3891500672957772e8
40,0.6349522977839157,0.0,1.3527874874983063e8,1.3527874938478294e8
41,0.26732474014299606,0.0,1.319002173513499e8,1.3190021761867465e8
42,0.699816433805349,0.0,1.2876618488051152e8,1.2876618558032796e8
43,0.34558103475939217,0.0,1.2586367723416196e8,1.25863677579743e8
44,0.4725723783686979,0.0,1.2317992216932848e8,1.2317992264190085e8
45,0.3543908089952632,0.0,1.2070235641051757e8,1.2070235676490839e8
46,1.0949555624925575,0.0,1.1841866772848578e8,1.1841866882344134e8
47,0.41078106493058747,0.0,1.1631685544138977e8,1.1631685585217084e8
48,0.2654648922695361,0.0,1.1438529580622227e8,1.1438529607168716e8
49,0.3807233281302158,0.0,1.1261280224989475e8,1.1261280263061808e8
50,0.2569565784030943,0.0,1.1098867387965019e8,1.1098867413660677e8
51,0.7784538162367507,0.0,1.0950272883712238e8,1.095027296155762e8
52,0.2634938618110544,0.0,1.08145321628427e8,1.0814532189192086e8
53,0.5214499848619361,0.0,1.0690734546566184e8,1.0690734598711182e8
54,0.524511646356042,0.0,1.0578022190837024e8,1.0578022243288189e8
55,0.28864825029066454,0.0,1.047558807666626e8,1.0475588105531085e8
56,0.5412547896815603,0.0,1.0382673339720362e8,1.0382673393845841e8
57,0.29929909186811166,0.0,1.0298564234012675e8,1.0298564263942584e8
58,0.5478210296273853,0.0,1.022258898251488e8,1.0222589037296984e8
59,0.2588064997110567,0.0,1.0154114711276874e8,1.0154114737157524e8
60,1.5347736554126528,0.0,1.0092544605099837e8,1.0092544758577204e8
61,0.30072346774436426,0.0,1.0037315367051797e8,1.0037315397124143e8
62,0.39870973947140653,0.0,9.987895015456943e7,9.987895055327918e7
63,0.2636321901801774,0.0,9.943781014289139e7,9.943781040652359e7
64,0.3169143466175322,0.0,9.904498706100257e7,9.904498737791692e7
65,0.33756657277277313,0.0,9.869600000380051e7,9.869600034136708e7
66,0.2572542556196643,0.0,9.838662263006485e7,9.83866228873191e7
67,0.9612029907670726,0.0,9.811287352463253e7,9.811287448583552e7
68,0.8624905991499519,0.0,9.787100753244047e7,9.787100839493106e7
69,1.0845402959077437,0.0,9.76575076576205e7,9.76575087421608e7
70,0.3019167989701315,0.0,9.746907721691911e7,9.74690775188359e7
71,0.32722259679348076,0.0,9.730263202843992e7,9.730263235566252e7
72,0.3014495094608401,0.0,9.715529251434016e7,9.715529281578967e7
73,1.715353164877796,0.0,9.702437566943513e7,9.702437738478829e7
74,1.4805270896407852,0.0,9.690738690091541e7,9.69073883814425e7
75,0.2731038169864927,0.0,9.680201178819335e7,9.680201206129716e7
76,0.5273704779672759,0.0,9.670610782632558e7,9.670610835369606e7
77,0.2638966904151026,0.0,9.66176962301809e7,9.66176964940776e7
78,0.6983895653992567,0.0,9.653495387555051e7,9.653495457394007e7
79,1.0285430663718662,0.0,9.645620543906248e7,9.645620646760555e7
80,0.7310284700193321,0.0,9.637991578687577e7,9.637991651790424e7
81,0.9837367886345652,0.0,9.630468264694346e7,9.630468363068025e7
82,0.3516000175616346,0.0,9.622922958532839e7,9.62292299369284e7
83,0.7540830415604283,0.0,9.615239929112408e7,9.615240004520711e7
84,0.26444100077233157,0.0,9.607314716430525e7,9.607314742874625e7
85,1.8973329970878312,0.0,9.599053519814478e7,9.599053709547777e7
86,0.4378722123718788,0.0,9.590372613647518e7,9.590372657434739e7
87,0.33772068966507574,0.0,9.581197788832866e7,9.581197822604935e7
88,0.28537338995675215,0.0,9.57146381800653e7,9.57146384654387e7
89,1.6685352759366125,0.0,9.561113942335041e7,9.561114109188569e7
90,0.44849970277135687,0.0,9.550099378690512e7,9.550099423540483e7
91,0.49005897960508527,0.0,9.538378845623702e7,9.538378894629599e7
92,0.25649145724293815,0.0,9.525918107164901e7,9.525918132814047e7
93,1.142195412248921,0.0,9.51268953369977e7,9.512689647919312e7
94,1.166651921679533,0.0,9.498671679226904e7,9.498671795892096e7
95,0.2657348806900372,0.0,9.48384887442669e7,9.483848901000178e7
96,0.6054281938545238,0.0,9.468210835197608e7,9.468210895740427e7
97,0.5930209444393458,0.0,9.451752286718541e7,9.451752346020636e7
98,0.3070539070803218,0.0,9.434472602370664e7,9.434472633076055e7
99,0.8350815132269225,0.0,9.416375457528576e7,9.416375541036728e7
100,0.3494413764700027,0.0,9.397468498084629e7,9.397468533028767e7
101,1.0218346035728463,0.0,9.377763023329681e7,9.377763125513141e7
102,0.39808908729300285,0.0,9.357273683182772e7,9.35727372299168e7
103,0.28154462769498645,0.0,9.336018188768885e7,9.336018216923347e7
104,1.0791109595289836,0.0,9.314017036252156e7,9.314017144163252e7
105,0.9675984328061613,0.0,9.291293244077842e7,9.291293340837686e7
106,0.8654012477846615,0.0,9.267872102384137e7,9.267872188924262e7
107,0.26005529876621286,0.0,9.243780934724163e7,9.243780960729693e7
108,0.3242157936541996,0.0,9.219048872112313e7,9.219048904533893e7
109,1.1071354913485774,0.0,9.193706638036536e7,9.193706748750085e7
110,2.920932971227324,0.0,9.167786344285212e7,9.16778663637851e7
111,0.4448940127827878,0.0,9.141321298018683e7,9.141321342508085e7
112,0.25500608394728236,0.0,9.114345818479726e7,9.114345843980335e7
