iteration,free_energy
1,29441.274296703385
2,29441.274296703385
3,29441.274296703385
4,29441.274296703385
5,29441.274296703385
6,29441.274296703385
7,29441.274296703385
8,29441.274296703385
9,29441.274296703385
10,29441.274296703385
11,29441.274296703385
12,29441.274296703385
13,29441.274296703385
14,29441.274296703385
15,29441.274296703385
16,29441.274296703385
17,29441.274296703385
18,29441.274296703385
19,29441.274296703385
20,29441.274296703385
21,29441.274296703385
22,29441.274296703385
23,29441.274296703385
24,29441.274296703385
25,29441.274296703385
26,29441.274296703385
27,29441.274296703385
28,29441.274296703385
29,29441.274296703385
30,29441.274296703385
31,29441.274296703385
32,29441.274296703385
33,29441.274296703385
34,29441.274296703385
35,29441.274296703385
36,29441.274296703385
37,29441.274296703385
38,29441.274296703385
39,29441.274296703385
40,29441.274296703385
41,29441.274296703385
42,29441.274296703385
43,29441.274296703385
44,29441.274296703385
45,29441.274296703385
46,29441.274296703385
47,29441.274296703385
48,29441.274296703385
49,29441.274296703385
50,29441.274296703385
51,29441.274296703385
52,29441.274296703385
53,29441.274296703385
54,29441.274296703385
55,29441.274296703385
56,29441.274296703385
57,29441.274296703385
58,29441.274296703385
59,29441.274296703385
60,29441.274296703385
61,29441.274296703385
62,29441.274296703385
63,29441.274296703385
64,29441.274296703385
65,29441.274296703385
66,29441.274296703385
67,29441.274296703385
68,29441.274296703385
69,29441.274296703385
70,29441.274296703385
71,29441.274296703385
72,29441.274296703385
73,29441.274296703385
74,29441.274296703385
75,29441.274296703385
76,29441.274296703385
77,29441.274296703385
78,29441.274296703385
79,29441.274296703385
80,29441.274296703385
81,29441.274296703385
82,29441.274296703385
83,29441.274296703385
84,29441.274296703385
85,29441.274296703385
86,29441.274296703385
87,29441.274296703385
88,29441.274296703385
89,29441.274296703385
90,29441.274296703385
91,29441.274296703385
92,29441.274296703385
93,29441.274296703385
94,29441.274296703385
95,29441.274296703385
96,29441.274296703385
97,29441.274296703385
98,29441.274296703385
99,29441.274296703385
100,29441.274296703385
