iteration,free_energy
1,143844.57361757086
2,143844.57361757086
3,143844.57361757086
4,143844.57361757086
5,143844.57361757086
6,143844.57361757086
7,143844.57361757086
8,143844.57361757086
9,143844.57361757086
10,143844.57361757086
11,143844.57361757086
12,143844.57361757086
13,143844.57361757086
14,143844.57361757086
15,143844.57361757086
16,143844.57361757086
17,143844.57361757086
18,143844.57361757086
19,143844.57361757086
20,143844.57361757086
21,143844.57361757086
22,143844.57361757086
23,143844.57361757086
24,143844.57361757086
25,143844.57361757086
26,143844.57361757086
27,143844.57361757086
28,143844.57361757086
29,143844.57361757086
30,143844.57361757086
31,143844.57361757086
32,143844.57361757086
33,143844.57361757086
34,143844.57361757086
35,143844.57361757086
36,143844.57361757086
37,143844.57361757086
38,143844.57361757086
39,143844.57361757086
40,143844.57361757086
41,143844.57361757086
42,143844.57361757086
43,143844.57361757086
44,143844.57361757086
45,143844.57361757086
46,143844.57361757086
47,143844.57361757086
48,143844.57361757086
49,143844.57361757086
50,143844.57361757086
51,143844.57361757086
52,143844.57361757086
53,143844.57361757086
54,143844.57361757086
55,143844.57361757086
56,143844.57361757086
57,143844.57361757086
58,143844.57361757086
59,143844.57361757086
60,143844.57361757086
61,143844.57361757086
62,143844.57361757086
63,143844.57361757086
64,143844.57361757086
65,143844.57361757086
66,143844.57361757086
67,143844.57361757086
68,143844.57361757086
69,143844.57361757086
70,143844.57361757086
71,143844.57361757086
72,143844.57361757086
73,143844.57361757086
74,143844.57361757086
75,143844.57361757086
76,143844.57361757086
77,143844.57361757086
78,143844.57361757086
79,143844.57361757086
80,143844.57361757086
81,143844.57361757086
82,143844.57361757086
83,143844.57361757086
84,143844.57361757086
85,143844.57361757086
86,143844.57361757086
87,143844.57361757086
88,143844.57361757086
89,143844.57361757086
90,143844.57361757086
91,143844.57361757086
92,143844.57361757086
93,143844.57361757086
94,143844.57361757086
95,143844.57361757086
96,143844.57361757086
97,143844.57361757086
98,143844.57361757086
99,143844.57361757086
100,143844.57361757086
