iteration,free_energy
1,11635.2472218092
2,11635.2472218092
3,11635.2472218092
4,11635.2472218092
5,11635.2472218092
6,11635.2472218092
7,11635.2472218092
8,11635.2472218092
9,11635.2472218092
10,11635.2472218092
11,11635.2472218092
12,11635.2472218092
13,11635.2472218092
14,11635.2472218092
15,11635.2472218092
16,11635.2472218092
17,11635.2472218092
18,11635.2472218092
19,11635.2472218092
20,11635.2472218092
21,11635.2472218092
22,11635.2472218092
23,11635.2472218092
24,11635.2472218092
25,11635.2472218092
26,11635.2472218092
27,11635.2472218092
28,11635.2472218092
29,11635.2472218092
30,11635.2472218092
31,11635.2472218092
32,11635.2472218092
33,11635.2472218092
34,11635.2472218092
35,11635.2472218092
36,11635.2472218092
37,11635.2472218092
38,11635.2472218092
39,11635.2472218092
40,11635.2472218092
41,11635.2472218092
42,11635.2472218092
43,11635.2472218092
44,11635.2472218092
45,11635.2472218092
46,11635.2472218092
47,11635.2472218092
48,11635.2472218092
49,11635.2472218092
50,11635.2472218092
51,11635.2472218092
52,11635.2472218092
53,11635.2472218092
54,11635.2472218092
55,11635.2472218092
56,11635.2472218092
57,11635.2472218092
58,11635.2472218092
59,11635.2472218092
60,11635.2472218092
61,11635.2472218092
62,11635.2472218092
63,11635.2472218092
64,11635.2472218092
65,11635.2472218092
66,11635.2472218092
67,11635.2472218092
68,11635.2472218092
69,11635.2472218092
70,11635.2472218092
71,11635.2472218092
72,11635.2472218092
73,11635.2472218092
74,11635.2472218092
75,11635.2472218092
76,11635.2472218092
77,11635.2472218092
78,11635.2472218092
79,11635.2472218092
80,11635.2472218092
81,11635.2472218092
82,11635.2472218092
83,11635.2472218092
84,11635.2472218092
85,11635.2472218092
86,11635.2472218092
87,11635.2472218092
88,11635.2472218092
89,11635.2472218092
90,11635.2472218092
91,11635.2472218092
92,11635.2472218092
93,11635.2472218092
94,11635.2472218092
95,11635.2472218092
96,11635.2472218092
97,11635.2472218092
98,11635.2472218092
99,11635.2472218092
100,11635.2472218092
