t,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6
1,0.015926259713406294,0.09259017915335938,0.23364303019767024,0.03150947968220058,0.00021101492949468498,6.118481861464155e-7
2,0.013119527244802007,0.08086051900293652,0.22063313189990633,0.031295175641728006,0.0002100819086790582,6.108481861698342e-7
3,0.010843645614018528,0.07032969601007896,0.20782079710710313,0.03108228467566369,0.0002091519446066412,6.098481862082667e-7
4,0.009018911316005507,0.060924690033601805,0.1952398537976726,0.03087079981180439,0.0002082250322776069,6.088481862658269e-7
5,0.007574275343611341,0.05257251047532377,0.1829323888614635,0.030660714100861297,0.0002073011666922743,6.078481863470843e-7
6,0.006446808523277817,0.0452001763908598,0.17094568221060646,0.030452020616426153,0.00020638034285119745,6.068481864573837e-7
7,0.00558116686545497,0.03873489161534193,0.15932942409429293,0.03024471245493749,0.0002054625557552753,6.058481866033413e-7
8,0.004929054905191194,0.03310436300375951,0.14813323244362708,0.030038782735644646,0.00020454780040587024,6.048481867935435e-7
9,0.004448687388920697,0.02823721571613147,0.13740449093068172,0.02983422460057069,0.00020363607180492695,6.038481870394383e-7
10,0.0041042514212267815,0.02406346525849698,0.1271865257576994,0.029631031214473243,0.0002027273649550855,6.028481873564283e-7
11,0.003865372399438096,0.020515011721839813,0.11751713244887599,0.029429195764806605,0.0002018216748598088,6.018481877652145e-7
12,0.003706587810951294,0.01752612729691006,0.1084274550067265,0.02922871146168033,0.00020091899652347945,6.008481882932992e-7
13,0.0036068333218896745,0.015033913612004833,0.09994121016097551,0.029029571537819612,0.00020001932495150723,5.998481889767215e-7
14,0.003548945616297183,0.01297871066117786,0.09207424013025256,0.02883176924852293,0.0001991226551504108,5.988481898619661e-7
15,0.0035191862184635607,0.011304443980757277,0.08483436905761957,0.028635297871621567,0.0001982289821278991,5.978481910080528e-7
16,0.0035067901081863575,0.009958901219854462,0.07822153152386148,0.028440150707436784,0.00019733830089292605,5.968481924887687e-7
17,0.0035035423752482987,0.008893933276696799,0.07222813652590633,0.028246321078737965,0.00019645060645573814,5.95848194395055e-7
18,0.0035033855045963776,0.008065578694757405,0.06683962710245463,0.02805380233070079,0.00019556589382790725,5.948481968375066e-7
19,0.00350205918080909,0.0074341130058650055,0.06203519433866755,0.02786258783086416,0.0001946841580223374,5.93848199948957e-7
20,0.0034967737861965748,0.006964027164366061,0.05778860463977562,0.027672670969089083,0.0001938053940532698,5.928482038871624e-7
21,0.003485918071674958,0.006623941145487217,0.05406910072169449,0.027484045157515756,0.0001929295969362562,5.918482088375191e-7
22,0.0034688008276131045,0.006386460205061444,0.05084233948169335,0.02729670383052199,0.0001920567616881272,5.908482150158308e-7
23,0.003445425791548444,0.006227982251164051,0.04807133352480171,0.027110640444681585,0.00019118688332694247,5.898482226710907e-7
24,0.0034162985140004753,0.006128465304628784,0.04571736737374797,0.026925848478722855,0.0001903199568719236,5.888482320882513e-7
25,0.0033822634706909896,0.006071164175057133,0.043740864036455496,0.026742321433487627,0.00018945597734337474,5.878482435909768e-7
26,0.003344369363149291,0.006042345306122728,0.04210218242199421,0.026560052831890103,0.00018859493976258984,5.868482575443551e-7
