t,dim_1,dim_2,dim_3
72,3.935416876234394,-1.39983430591796,0.5443188953695172
73,3.866105558475827,-1.3726183612950849,0.6289855696171643
74,3.798260873637913,-1.341169083023065,0.7179940593166984
75,3.7320999136487374,-1.3052693803454625,0.8130916127600138
76,3.6678528096225955,-1.264614800019455,0.9155418241338165
77,3.6057664933956697,-1.2188377089494504,1.0234882433449999
78,3.546103963416512,-1.1676632966770901,1.1318214035567473
79,3.4891355723355075,-1.1110722262440564,1.2357408591803558
80,3.435126636837573,-1.0492851830168597,1.3332490621545854
81,3.3843289412052537,-0.982622729750495,1.4255288252798524
82,3.3369797191969712,-0.9113462885002526,1.5160337133550912
83,3.293307445755553,-0.8355446027883437,1.6061660715007413
84,3.2535379223453242,-0.7552362991261445,1.6946896986273052
85,3.2178944665706184,-0.6705018139605311,1.7792759471348678
86,3.1865934666452587,-0.5815380161614715,1.8555742692029698
87,3.159836031624931,-0.4887593021565729,1.9197810351593474
88,3.1377977903615855,-0.3927702497313918,1.9691410830925133
89,3.120620700249484,-0.2943131947105734,1.9997167345694893
90,3.1084046857034457,-0.1943273570794729,2.008624267453892
91,3.1011990968955327,-0.09389614273973237,1.9946282833034328
92,3.098997578691421,0.005835272213543122,1.9591317083587834
93,3.1017382598902983,0.10379185827195103,1.906135086894469
94,3.1093105233896883,0.1990986131707836,1.838504875441604
95,3.1215635866168516,0.2910238574232616,1.758201991892264
96,3.138312534908987,0.37893395735171165,1.667924761004182
97,3.1593441417474324,0.4623301955847723,1.5713179935573893
98,3.184424803449172,0.5408960952239716,1.4729449123413518
99,3.2133107938653214,0.6145433405766408,1.378284378288846
100,3.245760822624543,0.6834575589138089,1.293934273755806
101,3.2815511184161914,0.7481542720241354,1.2237296387695558
102,3.320488491084179,0.8093407535342314,1.1658464993796662
103,3.3624128351221643,0.867633078162978,1.117378768835201
104,3.4071912113315657,0.9235020163224998,1.0765362670597216
105,3.4547119799194013,0.9773288295213512,1.041039327260498
106,3.504879718501632,1.0293807958328882,1.00806124705476
107,3.5576088331573756,1.0797838582188697,0.9753066035343783
108,3.612817160101299,1.1285491883899021,0.9422142500633699
109,3.670422388471468,1.1756599008304807,0.9099581395550945
110,3.7303428328715333,1.221157807661446,0.8802668657628392
111,3.7925010511989066,1.265171151084694,0.8507187235178837
112,3.8568230052568584,1.3077070874907262,0.8166963312868436
113,3.923229230281841,1.3485419042733848,0.7771802786474256
114,3.991627801572047,1.3874009183876637,0.7327613617969269
115,4.0619137972555945,1.4240389867563248,0.682698546791629
116,4.133969120993334,1.4581739143138923,0.6265498242277986
117,4.207661003827014,1.4895014057513898,0.5649608510488219
118,4.2828422783851,1.5177494483695988,0.49979632783793404
119,4.3593544983327694,1.5427392647212932,0.434318488099175
120,4.437034359016781,1.5644551891191616,0.3694198753462809
121,4.515718892827303,1.5829261829038683,0.3043950160077728
122,4.595245694027937,1.5981459338073756,0.2378938441443354
123,4.675450359520048,1.6100406260428854,0.1697828290630269
124,4.756164619943077,1.618529767495107,0.10133665510572562
125,4.837217781666085,1.623596600122991,0.034462602562251365
126,4.918440694726423,1.6253197298836437,-0.026349483772902742
127,4.999673747775753,1.6240022551570463,-0.07607045736095139
128,5.080778773973238,1.6201987316754822,-0.11168608345214984
129,5.16164910377964,1.6146144268480107,-0.13176417002334795
130,5.2422151217560184,1.6080262175996598,-0.13466722835359943
131,5.322448096535148,1.6012928555380572,-0.12052933263674376
132,5.402362074781078,1.595266388405555,-0.09237046991823247
133,5.482009925312161,1.590647864699072,-0.05549916308554363
134,5.561472939816364,1.5878729065730781,-0.01639486121299192
135,5.640846088014576,1.5870531637183967,0.019839809503092217
136,5.720223544537317,1.5880451544707799,0.05015522377733099
137,5.799688492194147,1.5905529161416938,0.07116947028895791
138,5.879305095220446,1.594111390369123,0.07754456680807285
139,5.959107594602716,1.5979886194647335,0.0659342180589661
140,6.039089440726241,1.601285331253999,0.03421489736448001
141,6.119196476760983,1.6029960769660385,-0.018698715012122433
142,6.199322910524777,1.602061141893775,-0.09025886740883288
143,6.279313146143143,1.5975481990962634,-0.17714752617342006
144,6.358969121638892,1.5886908233631167,-0.27810503013802984
145,6.438056034427026,1.574785572286355,-0.3913818922347318
146,6.516306091757639,1.5552164778006659,-0.5114722039736236
147,6.593427576183089,1.5296428676885139,-0.6341668857754362
148,6.669117012226743,1.497934523422953,-0.7582061274045135
149,6.743065980677329,1.4600242170790005,-0.8828517795605303
150,6.814963627143782,1.41588162811041,-1.0079350055767389
151,6.884497793195765,1.365484877670837,-1.1311648146825652
152,6.951358084120753,1.3089266366229775,-1.2485824775498917
153,7.015243691847923,1.246497512232102,-1.3558681790515044
154,7.0758737331647605,1.1787041027196987,-1.4500071883374177
155,7.132996429565973,1.106203742730469,-1.5302769402136196
156,7.186393769552201,1.029689895196184,-1.597121110486219
157,7.2358818637236135,0.9498338391082701,-1.6506470789537002
158,7.281310248761836,0.8673014845004233,-1.68918197953473
159,7.322563845852827,0.7828423848464892,-1.7113342791829285
160,7.359566797682637,0.6972756701883354,-1.7166281558477678
161,7.392284791812941,0.6114442619061424,-1.7073591589394566
162,7.420722802249781,0.5260763036548594,-1.6883624243950324
163,7.444916157506655,0.44165818247556293,-1.6661336162601648
164,7.464916395257187,0.3583515019206588,-1.6475623152636836
165,7.480774512420328,0.2759733866675054,-1.6384009578047691
166,7.492525178048462,0.1940533394127136,-1.6432719508956044
167,7.500173750470416,0.11188974273388104,-1.666535095390679
168,7.5036850692172194,0.02856298880632094,-1.7107204546649966
169,7.502974819918472,-0.05697303317640851,-1.7744140042304437
170,7.497908151859837,-0.14569373269269814,-1.855818217288065
171,7.488303694252677,-0.23848464295180805,-1.9531540534685936
172,7.473938022626664,-0.33614234517436503,-2.0634279232845945
173,7.454551626814919,-0.4393137412052731,-2.180858137075343
174,7.4298598711037505,-0.5483566481267371,-2.299092134625407
175,7.399568177813378,-0.6633112551399183,-2.413043288856422
176,7.363386316916774,-0.7839634201632416,-2.5164299747001118
177,7.32104261310973,-0.9097849197122239,-2.6027346056723317
178,7.272299956601337,-1.0399216511965177,-2.664359848915974
179,7.216973428918291,-1.1731396450773983,-2.6936970857728726
180,7.1549493244794915,-1.307824500759742,-2.688381938222268
181,7.086197619284546,-1.442243598927848,-2.650596070951454
182,7.0107721868866095,-1.5747734033642655,-2.58652392247553
183,6.92880035482306,-1.7040996000272763,-2.5049579921333542
184,6.840464171637553,-1.8293474998884807,-2.4136685887198315
185,6.745979709271664,-1.9500309294972369,-2.3171450561210256
186,6.645581730094018,-2.0658881824069084,-2.217236043053986
187,6.539515772510543,-2.176749984492766,-2.1168766154631817
188,6.428032177128376,-2.28259381517967,-2.0183927489739313
189,6.311379496468779,-2.383513452593905,-1.9213879109864187
190,6.189802086873045,-2.479582848004899,-1.8265001457150865
191,6.063539816971711,-2.5709078550363764,-1.736422156199721
192,5.932823894635385,-2.657728962497607,-1.6537314650960244
193,5.797870280416499,-2.740415535315534,-1.5806648548987334
194,5.658873671134087,-2.8194487775511905,-1.5191888512898406
195,5.516002244936747,-2.8954082195436053,-1.4709594586729489
196,5.369393135752755,-2.9689561919610084,-1.4360618953356323
197,5.219150250897882,-3.0407592863171717,-1.4125184743230266
198,5.065346643078272,-3.1113852098521546,-1.3962245274176845
199,4.908032102435827,-3.1811964360673444,-1.3840571704311866
200,4.747242210914394,-3.250399294520454,-1.3746355772761436
201,4.583003955165706,-3.319131073488258,-1.3647784816527375
202,4.415341432602824,-3.3873699978855805,-1.3497925860124378
203,4.244285697709651,-3.454859627787562,-1.3235852188055512
204,4.069888238126026,-3.5210388894956677,-1.280605365049243
205,3.8922355415342773,-3.5850691587454233,-1.2160028787699388
206,3.7114620792618127,-3.645869303644368,-1.1274180337638509
207,3.527759337082891,-3.7022402060702992,-1.0180304593113594
208,3.341374781871046,-3.753141729431888,-0.8947544789998558
209,3.1525992508525276,-3.7978794537054896,-0.7626630405337019
210,2.9617519467588895,-3.836012605925399,-0.6242403635138368
211,2.769171012052169,-3.867224624096515,-0.4835067461929291
212,2.5752053929012844,-3.8913999611759222,-0.34564968123850853
213,2.380203329519367,-3.9086824448465274,-0.2154067912701533
214,2.1844999491195156,-3.9194527840352897,-0.09454820789444018
215,1.9884091212374035,-3.924180193884244,0.01503410762813803
216,1.7922189004719873,-3.9234284877717833,0.10897534631291135
217,1.596183694157331,-3.9179797196696367,0.1843265061510768
218,1.400515113680899,-3.9087633934442993,0.23880014623796192
219,1.2053754391110678,-3.8968233849605896,0.2676763099353268
220,1.0108688614216834,-3.8834395681005818,0.26549812013119206
221,0.8170287588159934,-3.870164660888239,0.23184932135312858
222,0.6238103427537738,-3.8585721938813267,0.171923713512325
223,0.4310966440582583,-3.8499760075842815,0.09287968255267842
224,0.23871395317094712,-3.8453320233296515,0.004667519465896716
225,0.04645319714790216,-3.8450986477665667,-0.08007517507758924
226,-0.14590182121775383,-3.849102407330231,-0.14987283058697334
227,-0.3385442775670019,-3.856596049922144,-0.19673414880459783
228,-0.5316199958248996,-3.8664327585211478,-0.21638405574529399
229,-0.7252121127317861,-3.877251962521629,-0.20697704749921267
230,-0.9193334307739083,-3.887600816179472,-0.1669927858094675
231,-1.1139222106042155,-3.8959504568508763,-0.094376785975732
232,-1.308837704946481,-3.9006692975047317,0.01175520361160607
233,-1.50385647849379,-3.900081538545388,0.14944695651884607
234,-1.6986737496246203,-3.8926091917957213,0.3152832974626687
235,-1.8929101085293156,-3.8768450278270294,0.5053834590192581
236,-2.086120638579257,-3.8515758553813857,0.7127532413443727
237,-2.277808494604563,-3.815938193579094,0.9295585972582587
238,-2.4674434599032806,-3.769460263787788,1.1504865468943561
239,-2.6544783652551316,-3.711935936497372,1.3729569847367786
240,-2.838358968459207,-3.643288087184332,1.5951592329209952
241,-3.018529424073658,-3.563530125447259,1.8153130523793144
242,-3.194436787756371,-3.472764472800978,2.034017339840942
243,-3.3655324949607786,-3.3710636055196583,2.2488435423711532
244,-3.5312746261915353,-3.258621427842696,2.4532857475119543
245,-3.6911390976069747,-3.1359571395483052,2.63963231426959
246,-3.844637420255296,-3.00397552261285,2.7997544842189623
247,-3.9913365086295354,-2.8639877969124736,2.9266620292848207
248,-4.1308775737498475,-2.7176546938182415,3.0153568481079946
249,-4.262991116948599,-2.566886849554451,3.061319138508807
250,-4.387508811918768,-2.413820890699843,3.060883973404078
251,-4.504373748335725,-2.260776690258036,3.0151144677960655
252,-4.613643683687132,-2.1100209654004725,2.9296627889455737
253,-4.7154826445446645,-1.9635378249317499,2.8137183109622463
254,-4.810142377408582,-1.8228519088868922,2.6791759552355376
255,-4.897935993686806,-1.6888931110894667,2.5381118010911754
256,-4.979208003944269,-1.5619875212765535,2.3995710772309597
257,-5.054307911897273,-1.4420089678698544,2.269562363335318
258,-5.1235714058400506,-1.328530850232754,2.151614168842215
259,-5.187308427157903,-1.220950142494453,2.0487763053859025
260,-5.245794959361171,-1.1185113281559587,1.9659625290382003
261,-5.299263071044351,-1.0202132027130089,1.9069109502300814
262,-5.347890091038804,-0.9248676562831512,1.8734693144270802
263,-5.391791642642593,-0.8311941913717942,1.8632003287284646
264,-5.431022354315035,-0.7380341756196336,1.8712361917699623
265,-5.465585018472617,-0.6444723666845802,1.895659120086653
266,-5.495439065358033,-0.5496894112111351,1.9345902031862516
267,-5.5205053025519994,-0.45295990136334296,1.983840743746417
268,-5.540673500616995,-0.3537678642912121,2.038318473848379
269,-5.555813998998109,-0.2518519405510426,2.093622350230333
270,-5.565789568502166,-0.14717082297104642,2.1475025668625367
271,-5.570463729814544,-0.03979569464082381,2.2007022740850593
272,-5.569702636254689,0.0702394190280619,2.2544935678047615
273,-5.563372549581005,0.1829640974447962,2.308393685403697
274,-5.5513388531917025,0.2983837817709701,2.3612834864975083
275,-5.533468060154526,0.41644795617231295,2.4125509721231406
276,-5.509629974165295,0.5370755048816536,2.4616179232737516
277,-5.47969917585997,0.6601564011156722,2.508559441200362
278,-5.443555659482215,0.7855843733949869,2.551953071267553
279,-5.401086504881279,0.9131820274480641,2.586661514464459
280,-5.352194080983658,1.0425151038793827,2.606697118798389
281,-5.296809958183818,1.1728499607170302,2.60706158493993
282,-5.234908632985777,1.3032030408527038,2.5855428029643908
283,-5.166516550425786,1.432480181788912,2.5434850087131853
284,-5.091713182420358,1.5596544328798143,2.483747807967809
285,-5.0106257744289335,1.6838418238540604,2.408929772633036
286,-4.923422521991382,1.8042883131101177,2.31940852654973
287,-4.830308844978363,1.9202587400270412,2.2150177031325256
288,-4.7315271334329125,2.031009625652348,2.0976649401113905
289,-4.627354566766237,2.135892872916154,1.9714075005834317
290,-4.518095660265136,2.23446324802959,1.8409545794606983
291,-4.404071301791261,2.326510976944477,1.7101818526620565
292,-4.285608023961168,2.4120200694360765,1.5818548253518825
293,-4.163029701255892,2.4911128105270777,1.4574243999130259
294,-4.036652282888614,2.5639840304790975,1.3356918016280162
295,-3.9067834707423517,2.63076862072334,1.2124989559451185
296,-3.7737294193768856,2.691393568851712,1.0832549525520478
297,-3.6378056723997547,2.7455563168182513,0.9458027038008769
298,-3.499345600624794,2.792846452219518,0.8016110804659157
299,-3.3587012581985554,2.8329270061558,0.6558979561871234
300,-3.2162350294871933,2.8657219035802313,0.5159661797003289
301,-3.0723039721068957,2.891520211956484,0.3882071894827999
302,-2.9272426980693464,2.910930570599218,0.2780903247722284
303,-2.7813485545696426,2.9248350859032355,0.1896070343394038
304,-2.6348697886774373,2.9343154365454067,0.12573890687198486
305,-2.4879968447713456,2.940602380891938,0.08725116876578377
306,-2.34085766243618,2.9449649383666805,0.07278090918134374
307,-2.1935184423619223,2.9486039830112287,0.0800919249904426
308,-2.0459881305546084,2.9526085785587135,0.1059808177067477
309,-1.8982252307309004,2.957907618998326,0.14592988164216633
310,-1.7501474443602172,2.965204112981274,0.1925538073510896
311,-1.601646553356177,2.9748318035948778,0.23737835216741396
312,-1.4526082435683811,2.9867007216159096,0.27413374053381956
313,-1.3029305447628714,3.0004074092778086,0.2980528187460514
314,-1.1525376093675836,3.01531005090492,0.30574050791251367
315,-1.0013899269634692,3.030597076779157,0.2991151239997968
316,-0.8494861797191917,3.0455528334827413,0.2804578004585949
317,-0.6968579662996499,3.059575724034521,0.24915306858522135
318,-0.5435677378522435,3.0720333779471374,0.2054488574334434
319,-0.38970925676368556,3.082305821246193,0.1505881498605739
320,-0.23540573120301284,3.0898352292010527,0.08483459510814675
321,-0.08080792748077234,3.0940769594673765,0.007164914637142513
322,0.07390487599613497,3.094435205742138,-0.08341403205255797
323,0.22852236735038547,3.0902645047520543,-0.1881471803078714
324,0.3828004089702313,3.080857146331321,-0.30766856690586225
325,0.5364586849902943,3.065473718360083,-0.43905671538367697
326,0.6891835532249441,3.0435208828044087,-0.5776425349608907
327,0.840637544395044,3.0146387562599446,-0.7213377336414618
328,0.9904678146866372,2.9785718695491683,-0.8671752211941663
329,1.1383124435910545,2.9352131082380852,-1.0095817986885638
330,1.2838111285956357,2.8847340177102305,-1.141639591284236
331,1.4266207828857815,2.827652037407905,-1.2573860477785261
332,1.5664316513480947,2.764782734323283,-1.3555683726831305
333,1.7029763262846602,2.6970043150591154,-1.4375108542870318
334,1.8360296506187959,2.625128771857303,-1.5057643746622809
335,1.9654038803583957,2.5498405528059744,-1.564148422025177
336,2.090940722134612,2.4716331314033266,-1.6149424082186905
337,2.2125037000488517,2.390886010723288,-1.6587479335434367
338,2.3299745629695616,2.307948613911937,-1.6976133076871753
339,2.4432499723782146,2.223067948626017,-1.7360409329204118
340,2.552233316935319,2.136265902163834,-1.7779265424574828
341,2.656824205500241,2.0473695751430583,-1.8233149981077377
342,2.756913543891319,1.9562038251706935,-1.8691337792891172
343,2.8523873239653694,1.8627471358372762,-1.90961240971583
344,2.9431376689681086,1.7672665147963715,-1.9387712684048664
345,3.029077530007951,1.6703279508517423,-1.9547063681309325
346,3.110150541812308,1.57259263205971,-1.9594956371447545
347,3.18633080520138,1.4746178497503606,-1.9540244750857925
348,3.2576191687817855,1.376916625459621,-1.9364435847742025
349,3.324044446456203,1.2800944456403416,-1.905179363713121
350,3.385667694394841,1.1848354768810534,-1.8597763172159332
351,3.4425847482106726,1.0918466604282089,-1.8000938393328956
352,3.4949269628277766,1.001841967924771,-1.7265832476206229
353,3.5428608301375433,0.915512805108296,-1.641162946497831
354,3.58658501239554,0.8334546575636753,-1.5477169460188767
355,3.626323095471159,0.7560688102240045,-1.4511050279891284
356,3.6623126542401403,0.6835135588086864,-1.3538245225451
357,3.694796050903013,0.6158223326967867,-1.2565379171201676
358,3.724016494648175,0.552995436880798,-1.1599297768811887
359,3.7502163551179466,0.4949989480344135,-1.0637835495936567
360,3.77363657070651,0.44180977067121424,-0.9690359526515339
361,3.7945157609308615,0.3933579733235426,-0.8792055298467523
362,3.813084648001004,0.34939769735029286,-0.7992242048815329
363,3.8295555004109265,0.3094364877353835,-0.7333091733552586
364,3.844110684588797,0.27277102988389834,-0.6851009511444615
365,3.8568928571815007,0.23851598327857657,-0.658553083357142
366,3.867995464938927,0.20558833006523491,-0.6553590519483236
367,3.877455685404484,0.17282037828347555,-0.6738498426319735
368,3.8852543999218927,0.1391278865722085,-0.7074816561436635
369,3.8913264487198536,0.10375380385837982,-0.7474062847463981
370,3.8955798853053123,0.0663834895019894,-0.7870160778953643
371,3.897915292354098,0.027032685354602588,-0.8220728262980422
372,3.898239339711237,-0.014070956419036426,-0.8484156119059446
373,3.896475274785978,-0.056491737593600544,-0.8620430607226253
374,3.892573133112045,-0.09959389116057996,-0.8620718122888701
375,3.8865158467768044,-0.14269748220528183,-0.8503272412379299
376,3.8783180584670145,-0.18521384444003428,-0.8311947442382865
377,3.868018374100669,-0.22677358188910152,-0.8070398126021281
378,3.8556708960847645,-0.2671255727985776,-0.7765576643973516
379,3.8413439184081084,-0.3059534562000003,-0.7404293564724611
380,3.8251207068546504,-0.34297492410278596,-0.7011074002512039
381,3.8070955732719405,-0.37803029403814903,-0.6617615598157711
382,3.7873668560961287,-0.41111837192553075,-0.6246283133368804
383,3.7660301518229105,-0.4423497874747055,-0.5902034238757938
384,3.743174907816605,-0.4718599585331889,-0.5588776651919071
385,3.7188833139386235,-0.49980384171398895,-0.5301748547338637
386,3.6932304046845688,-0.5263125844418877,-0.5025452292306775
387,3.6662865960151247,-0.5514398459990839,-0.47385162447693163
388,3.6381222948666982,-0.5751324276026992,-0.4393341118665886
389,3.608816510679356,-0.5970991338174344,-0.39255240830882376
390,3.578470864946369,-0.6167267549276888,-0.3296472166216163
391,3.5472224693811465,-0.6332091165136813,-0.24898303429794633
392,3.5152507826529624,-0.6456582688780091,-0.15111582196519044
393,3.4827789722433757,-0.653214060516287,-0.038678018015489674
394,3.4500699175207106,-0.6551479617483622,0.08443330820337487
395,3.4174180522886783,-0.650926296230503,0.2102837081084138
396,3.385134586466864,-0.640412110435117,0.3300376882314739
397,3.353526523333985,-0.6239102253975083,0.43734555807045783
398,3.322877691201405,-0.6020429467274345,0.5275941470667094
399,3.293435035072706,-0.5756632385337453,0.5981580017657998
400,3.265399572823634,-0.5457553377138693,0.6494654096935848
401,3.2389236435777184,-0.5132820667914879,0.6864488745977858
402,3.214117608716559,-0.47895962299315537,0.717231877778675
403,3.1910661724489713,-0.4430980292875181,0.7494216760867379
404,3.169848048745878,-0.40562694569978597,0.7865101428905389
405,3.150549843128169,-0.366301438971299,0.8313483678548235
406,3.1332739543593844,-0.324734020880596,0.8849828857924532
407,3.1181434789984186,-0.2804848767468029,0.944226114818678
408,3.105299512808402,-0.233273570911889,1.0042268235462994
409,3.0948911118788205,-0.18306222934492214,1.058302868648511
410,3.0870608760045934,-0.13014708537320133,1.100999195039224
411,3.081929773284472,-0.07509712520968485,1.1320474949288968
412,3.0795899800316366,-0.01849475023363268,1.155241425879455
413,3.080109300522612,0.039267320978930764,1.176619806365946
414,3.0835434443859646,0.09809831106299881,1.201864648719706
415,3.0899506931372884,0.15819154314538628,1.2343102313082694
416,3.0994031591068603,0.21990705430604382,1.2760454475687095
417,3.1119935653616144,0.2837093264432248,1.325694106279458
418,3.127836149008536,0.34999403153135045,1.3810646207270083
419,3.1470621832361108,0.4190472622480988,1.443116781622732
420,3.1698184434084204,0.49120310095548875,1.513662347384338
421,3.196270676252615,0.5668862179578443,1.5932801698879095
422,3.2266065844433527,0.6465502262313565,1.680097637352702
423,3.2610342150926614,0.730555108013559,1.7706673139155447
424,3.29977530200318,0.8190884737555317,1.8617175271803503
425,3.343056870267488,0.9121743502773628,1.9502072150460728
426,3.3911033426103074,1.0096847114019774,2.0321414660596777
427,3.4441277501437106,1.1112917853207311,2.101971564038857
428,3.5023198003675966,1.2163903643133078,2.1545730453889935
429,3.565832531427206,1.324119017546526,2.18568291401318
430,3.6347705844423,1.4334031642861957,2.1922585488296242
431,3.70918106664565,1.5430160927265355,2.1738701287516107
432,3.7890492102196243,1.651709600099137,2.131791477697046
433,3.874299430369037,1.7582991748791408,2.067292948092407
434,3.9647985042705507,1.8616638232302964,1.9802335276126126
435,4.060356990991128,1.9606755003749852,1.8722191832652584
436,4.160731043528733,2.054286460125312,1.7476533745918297
437,4.265629937302076,2.1416691292395327,1.6111841251072108
438,4.374727378011928,2.222228335674942,1.4677973829715667
439,4.487673544003978,2.295618204879595,1.3215179322732609
440,4.604106353726413,2.361694101446175,1.1751281768755817
441,4.723659970487377,2.4204505101694944,1.0307906530635507
442,4.845970988256491,2.471990042504992,0.8918201292557307
443,4.970685270352677,2.5165810484096354,0.7635782291163817
444,5.097468795840263,2.5547599592932695,0.6491826212715123
445,5.226018269648366,2.58721908990632,0.5473149336052733
446,5.356063367564963,2.614584836148345,0.45633435344441936
447,5.487363028673589,2.637401553314356,0.3769230076891788
448,5.61970426543383,2.656247702925856,0.313181163186611
449,5.752908130475474,2.671906760140163,0.2704842912174216
450,5.886841574376674,2.685430973729504,0.25126495788755504
451,6.021427204532182,2.697994220638771,0.2560142913506481
452,6.156646935428218,2.710794934121191,0.2861236354982908
453,6.292544336714717,2.7251011148091897,0.3428400240849057
454,6.429227940447464,2.7422431150284066,0.4249373814502488
455,6.566871265963854,2.763489983213987,0.5299659126417803
456,6.705708218337903,2.789988278168017,0.6541652974285177
457,6.846025334772591,2.8226965425661596,0.7924683511973647
458,6.988150742264336,2.86231995990652,0.9392578018194366
459,7.132440808749825,2.909282849966091,1.0891205741161551
460,7.27926634754961,2.963738878861302,1.237047470344101
461,7.428999595760139,3.025591252821445,1.3772279286806464
462,7.582000689804788,3.094452649873767,1.5044080796550958
463,7.738603826491119,3.1696730547701635,1.6128217200671562
464,7.899103498990557,3.250314142056621,1.694324996612827
465,8.063737110138216,3.335030393280402,1.7430439743240105
466,8.23266743166546,3.422182593544976,1.7557289583098026
467,8.405971218939413,3.5099690431888972,1.7282726048045107
468,8.583630007726441,3.5963826753639747,1.6559405273400822
469,8.765519059920324,3.6791797040275096,1.5317735521475033
470,8.9513927552901,3.75576838427,1.347193447001006
471,9.140865158736172,3.823128059633972,1.093412081557506
472,9.333388321876885,3.8777986669729283,0.7627614996169321
473,9.528231705949183,3.915936745272398,0.3515092431013896
474,9.724467930561094,3.9335122107063603,-0.14056302335491486
475,9.920967835330785,3.9264840629168347,-0.7141854138114259
476,10.11639930721816,3.8907747955790457,-1.3702629821574446
477,10.30922522316698,3.822261649579066,-2.1054843347454595
478,10.497706450633508,3.7169874359293957,-2.9166010381390075
479,10.679910072682109,3.571157387032548,-3.8024151591183375
480,10.853714923817051,3.3810366320501264,-4.7615289634793125
481,11.016814850723105,3.142960186524264,-5.789507884619645
