t,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7
1,-0.04726742498851995,1.5286445386339067,-1.161211581666742,0.44903510902716137,-0.07389702628687352,0.005517219255758132,-3.093863589042112e-5
2,0.09986549989445812,1.4147562631236779,-1.1183767988571414,0.4416729873445109,-0.0733454590557379,0.00551412539232291,-3.0938635900748556e-5
3,0.23582254810144793,1.3051147473138895,-1.07848156477436,0.43436600692006716,-0.07279420121175895,0.0055110315290498035,-3.093863593393622e-5
4,0.36101370551254025,1.199426311971762,-1.0421797375578488,0.4271141368191475,-0.0722432527555477,0.005507937666045212,-3.093863601118364e-5
5,0.4758163242209255,1.097331891706217,-1.0094398143030687,0.4199173461077264,-0.07169261368816354,0.005504843803499571,-3.093863616854605e-5
6,0.580572005182232,0.9984755712830456,-0.9790180051187626,0.41277560385064616,-0.07114228401108548,0.005501749941730758,-3.0938636467714084e-5
7,0.6755929735145505,0.9026258146494012,-0.9496082572935693,0.4056888791102417,-0.07059226372600899,0.005498656081216748,-3.093863701104905e-5
8,0.7611748388972218,0.8096816904250026,-0.9195392432219646,0.3986571409466929,-0.07004255283462776,0.005495562222606809,-3.093863795919489e-5
9,0.8376114658385418,0.719709400258124,-0.8867081467392968,0.3916803584166979,-0.06949315133835693,0.005492468366708851,-3.0938639549112516e-5
10,0.9052138598520288,0.6329854270050089,-0.8491085607170389,0.38475850057368766,-0.06894405923796652,0.005489374514440211,-3.0938642109637706e-5
11,0.9643307014094158,0.5499868943620456,-0.8049187486056563,0.37789153646775364,-0.0683952765332696,0.005486280666749317,-3.0938646071733114e-5
12,1.015367494090866,0.47137309960170976,-0.7536201230754895,0.3710794351470819,-0.06784680322283905,0.005483186824502918,-3.0938651969948014e-5
13,1.0587982684594903,0.39785519821817694,-0.6951202829984916,0.36432216565983433,-0.0672986393039234,0.005480092988354773,-3.0938660432573546e-5
14,1.0951686273365473,0.33015358583629617,-0.6291784076587411,0.35761969705403956,-0.06675078477244575,0.005476999158611274,-3.093867215946225e-5
15,1.1250974175150052,0.2690127401393448,-0.5563871970156844,0.35097199837832677,-0.06620323962301826,0.005473905335096712,-3.0938687887220446e-5
16,1.1492749720127367,0.2151178686053039,-0.47844470560205377,0.34437903868369746,-0.06565600384907586,0.00547081151702295,-3.093870834153966e-5
17,1.1684516571331514,0.168984372767984,-0.39693333604416586,0.3378407870247713,-0.06510907744321495,0.005467717702885766,-3.093873417797713e-5
18,1.183421463270058,0.13096941381222152,-0.31248293702736735,0.33135721245862704,-0.0645624603974951,0.005464623890390557,-3.093876591322451e-5
19,1.1950109448382735,0.10136716825273223,-0.22608814487332488,0.324928284044076,-0.06401615270363153,0.005461530076403788,-3.093880384944188e-5
20,1.2040711050274815,0.08037234873966984,-0.1399690782006377,0.31855397084347437,-0.06347015435326717,0.005458436256925862,-3.093884799299467e-5
21,1.2114613203032363,0.06795765556785367,-0.05626976449205829,0.31223424192371235,-0.06292446533837669,0.005455342427095312,-3.09388979692384e-5
22,1.2180275118323727,0.06388138630907007,0.023438272436857557,0.3059690663552826,-0.06237908565169659,0.005452248581239494,-3.093895293682179e-5
23,1.2245835783011818,0.06774468564005015,0.09871519850564633,0.29975841321131697,-0.061834015287052846,0.00544915471296216,-3.093901150464971e-5
24,1.2319013255651603,0.07910471512840757,0.1699569239161198,0.29360225156524583,-0.06128925423950669,0.005446060815256554,-3.093907165392301e-5
25,1.2407102597040809,0.09755822720859063,0.2369737658204886,0.2875005504908115,-0.06074480250536817,0.005442966880625719,-3.093913066607853e-5
26,1.2516986160644965,0.12268300563275657,0.2997454970436274,0.2814532790622271,-0.06020066008222375,0.005439872901205039,-3.093918505615761e-5
27,1.2655123016947216,0.15405481159111314,0.35821085673507747,0.2754604063540528,-0.05965682696905887,0.005436778868904311,-3.093923051237126e-5
28,1.2827544956412829,0.1912432801257626,0.41101211540474497,0.269521901441637,-0.0591133031662073,0.005433684775540941,-3.093926184087162e-5
29,1.303978556756837,0.2336822727709996,0.4564718591503244,0.26363773340350705,-0.05857008867568031,0.005430590613007896,-3.09392729175299e-5
30,1.3296728400897886,0.2806379094007471,0.49421711910035876,0.25780787131926836,-0.05802718350126773,0.00542749637345019,-3.09392566470262e-5
31,1.3602504420703465,0.3313390133069425,0.5241037971161102,0.25203228426852764,-0.05748458764870567,0.00542440204948396,-3.093920493330729e-5
32,1.3960466307156032,0.38499999729771833,0.5463902958247061,0.24631094132992776,-0.05694230112548117,0.00542130763439695,-3.093910866035317e-5
33,1.4373193975804974,0.44086111474874945,0.5619119519946734,0.24064381158097478,-0.056400323940958244,0.005418213122386266,-3.093895768595433e-5
34,1.4842549408390886,0.4982461525575233,0.570646685189225,0.2350308640969343,-0.05585865610593448,0.005415118508746293,-3.0938740844835105e-5
35,1.536971728750281,0.5564766892421908,0.5722823130895103,0.22947206795268896,-0.05531729763266872,0.005412023790083034,-3.093844596334385e-5
36,1.5955188249117656,0.6148430849132134,0.5668482919542451,0.22396739222202075,-0.05477624853472262,0.0054089289645113635,-3.09380598833603e-5
37,1.6598744755788617,0.6726386451939319,0.5546518814823053,0.21851680597694004,-0.054235508826801435,0.005405834031857877,-3.093756849681648e-5
38,1.7299477966386112,0.7291874012869841,0.5368850805503372,0.21312027828745023,-0.05369507852461102,0.005402738993865487,-3.093695679093916e-5
39,1.805586262802877,0.7839325843206498,0.5157601279678387,0.2077777782183794,-0.05315495764428471,0.005399643854357984,-3.093620890213808e-5
40,1.886592733360086,0.8365386493144812,0.4933919295226229,0.2024892748300757,-0.0526151462020535,0.005396548619407015,-3.093530817920675e-5
41,1.972747092060959,0.886881541433616,0.4721527916621683,0.19725473717786482,-0.05207564421355687,0.005393453297428605,-3.093423724979758e-5
42,2.063828673178926,0.9350744366066004,0.4546883137399359,0.19207413431085016,-0.05153645169316444,0.0053903578992426,-3.093297808814645e-5
43,2.159641360576042,0.9814950704157421,0.4434592987572023,0.18694743527316746,-0.05099756865344889,0.005387262438101895,-3.093151208085646e-5
44,2.260039111468749,1.026767258883133,0.4402181833347843,0.1818746091040902,-0.05045899510448111,0.005384166929656759,-3.092982008504776e-5
45,2.364947031794704,1.071690061338448,0.44571277052335406,0.1768556248400645,-0.04992073105331607,0.005381071391885563,-3.0927882476194316e-5
46,2.4743738717569066,1.1171373171298107,0.46072226413960377,0.17189045151568355,-0.049382776503610046,0.0053779758450000275,-3.0925679182560656e-5
47,2.5884196595347624,1.1640607858974519,0.4862651620981068,0.16697905816420167,-0.048845131455356974,0.005374880311343851,-3.092318970524467e-5
48,2.70728469023848,1.2135140771354114,0.5227165323423363,0.16212141381732809,-0.04830779590440022,0.005371784815256089,-3.092039312130289e-5
49,2.8312764971704625,1.266588307003467,0.5690473569014265,0.15731748750796673,-0.047770769842262334,0.005368689382941423,-3.0917268070226684e-5
50,2.960806582264252,1.324271689524816,0.6233196261667304,0.1525672482724462,-0.047234053256075395,0.005365594042335994,-3.0913792722050166e-5
51,3.0963755760015257,1.3873586377023164,0.6829655575550483,0.14787066515237327,-0.04669764612878343,0.005362498823010709,-3.090994472959167e-5
52,3.2385507136899743,1.4563867859767048,0.7449551959627865,0.14322770719543174,-0.04616154843926712,0.005359403756097967,-3.0905701166596514e-5
53,3.387937844389935,1.5315907729657072,0.8067555967936452,0.1386383434565145,-0.045625760162781456,0.005356308874291656,-3.090103845767439e-5
54,3.545153613890872,1.612951942755117,0.8665664916633676,0.13410254299624058,-0.04509028127108768,0.005353214211877047,-3.089593230258946e-5
55,3.710803801743744,1.700271612450291,0.9230232860656673,0.12962027488101183,-0.044555111732674686,0.005350119804821932,-3.089035760079227e-5
56,3.885467493630185,1.7932146398238828,0.9743056311424697,0.1251915081829,-0.044020251512786115,0.005347025690889548,-3.088428837781379e-5
57,4.069681166723254,1.8912638471346046,1.0187651921961112,0.12081621198048609,-0.04348570057345409,0.005343931909780134,-3.0877697716190625e-5
58,4.263921333224037,1.993737223094969,1.0561610378099004,0.1164943553579577,-0.04295145887363456,0.005340838503322446,-3.087055769462758e-5
59,4.468595100344816,2.09992866311943,1.0874209648829822,0.11222590740368792,-0.04241752636907484,0.005337745515682289,-3.0862839336769185e-5
60,4.684043600726819,2.209224842465004,1.1136873101261835,0.10801083720829752,-0.041883903011792456,0.005334652993553237,-3.0854512569511696e-5
61,4.910552349710187,2.3211266698631148,1.1354886782425127,0.10384911386635064,-0.04135058874974316,0.005331560986357126,-3.084554619134063e-5
62,5.148359596601716,2.435187914311153,1.1530272749324793,0.09974070647687429,-0.040817583526370195,0.005328469546418109,-3.0835907847488285e-5
63,5.3976599791058595,2.5509825651249076,1.1666380432626198,0.09568558414532737,-0.04028488728048199,0.00532537872916084,-3.082556401282572e-5
64,5.658607208135077,2.6681181057185372,1.1772605499631492,0.09168371598192489,-0.03975249994561144,0.005322288593261624,-3.0814479978842045e-5
65,5.931320439310501,2.786295976117103,1.1863186725232882,0.08773507110254018,-0.03922042144977062,0.005319199200837105,-3.0802619848242484e-5
66,6.215896093509841,2.9053600038453338,1.1957285808433187,0.08383961862723878,-0.038688651714640955,0.005316110617572058,-3.078994653161991e-5
67,6.512424551070247,3.0253456335824707,1.2071987161206115,0.07999732768184242,-0.03815719065515378,0.005313022912864247,-3.077642174779547e-5
68,6.8210082810484804,3.146459154086898,1.2208777204171548,0.0762081673985679,-0.037626038178592267,0.005309936159893261,-3.076200602090299e-5
69,7.141771129442068,3.268921717796665,1.236161935766406,0.07247210692036697,-0.03709519418438257,0.005306850435717939,-3.07466586759534e-5
70,7.474856032897331,3.3928941114567746,1.2520528193798273,0.06878911540222274,-0.03656465856382408,0.005303765821364971,-3.0730337829883235e-5
71,7.820417018585058,3.5184372671800235,1.2669734191545723,0.06515916201165022,-0.03603443119958336,0.005300682401898937,-3.0713000377943894e-5
72,8.178606318755895,3.6454544218523277,1.2789608808718305,0.06158221593195609,-0.03550451196586147,0.005297600266572798,-3.0694601981487134e-5
73,8.549556677928345,3.7736525266355905,1.285699493025092,0.05805824636264112,-0.03497490072806317,0.005294519508957064,-3.067509705442124e-5
74,8.933359956489696,3.90250696130745,1.2852320872498968,0.0545872225204013,-0.03444559734273649,0.005291440227124227,-3.0654438754768e-5
75,9.33004576717338,4.031297388554122,1.2765247508347592,0.051169113639730084,-0.03391660165755949,0.005288362523881424,-3.06325789845764e-5
76,9.739566519366155,4.159200079540396,1.2600842642366898,0.047803888971302895,-0.03338791351093095,0.005285286507007259,-3.060946839970361e-5
77,10.161794776473469,4.285441983926056,1.2363750568980083,0.04449151778107654,-0.03285953273136403,0.005282212289492991,-3.058505643169529e-5
78,10.596528129706666,4.409296493694754,1.2053933159880328,0.04123196935284091,-0.03233145913695882,0.005279139989787199,-3.0559291322329585e-5
79,11.043491484140167,4.5300366195534405,1.1676260232447953,0.03802521298827413,-0.0318036925347355,0.0052760697320143775,-3.053212016834727e-5
80,11.502339478780812,4.646984070593381,1.1224137836331818,0.03487121800976678,-0.03127623272027478,0.005273001646224716,-3.0503488979145344e-5
81,11.972655633321047,4.759394615937296,1.067787073410165,0.031769953761875996,-0.03074907947678418,0.00526993586856649,-3.0473342741496098e-5
82,12.4539391958196,4.866327071961007,1.0021258101204025,0.028721389615561185,-0.03022223257521756,0.005266872541561991,-3.0441625500432495e-5
83,12.945587193540522,4.966678246623771,0.9249010789471698,0.02572549496706895,-0.02969569177369254,0.005263811814341073,-3.040828045141762e-5
84,13.446883691783421,5.059292056050349,0.8373555793636398,0.02278223923698144,-0.02916945681685366,0.0052607538428979484,-3.0373250050206414e-5
85,13.957003353480921,5.143136686707331,0.7414175557507504,0.019891591869018226,-0.028643527435029157,0.005257698790338693,-3.033647614056625e-5
86,14.4750273090191,5.217373149135075,0.6386516827029729,0.017053522332581172,-0.02811790334332193,0.005254646827096502,-3.0297900098185708e-5
87,14.999960609523196,5.281318921337227,0.5304309451092587,0.014268000123771453,-0.027592584240541552,0.005251598131088474,-3.0257462986852316e-5
88,15.530746919573293,5.3344287797372365,0.417187394133716,0.011534994767430924,-0.027067569808081938,0.005248552887823111,-3.02151057245147e-5
89,16.066277547567896,5.376200705213123,0.2997442851412366,0.008854475821954871,-0.026542859709503624,0.0052455112905371425,-3.0170769261073008e-5
90,16.60539770725119,5.406215004419229,0.17968303910069774,0.00622641287742877,-0.026018453589225558,0.005242473540222131,-3.0124394759339514e-5
91,17.146918554710524,5.424210125888894,0.05832399104918672,0.0036507755581837525,-0.02549435107166302,0.005239439845669141,-3.0075923785003644e-5
92,17.689631690890124,5.43005655160832,-0.06338306592702574,0.0011275335257107796,-0.02497055176031043,0.0052364104234626846,-3.0025298499957057e-5
93,18.23232051741936,5.423719742468865,-0.1843872136336399,-0.0013433435198391091,-0.02444705523656994,0.005233385497903258,-2.997246185555224e-5
94,18.773770232077272,5.405270251230719,-0.3033770050156748,-0.0037618858371866216,-0.02392386105903007,0.0052303653009477015,-2.991735778886408e-5
95,19.31277965247622,5.374909774676369,-0.4177455399777028,-0.006128123641848645,-0.02340096876252728,0.005227350072085813,-2.9859931415935973e-5
96,19.848180787714643,5.333100700183624,-0.5242307184539465,-0.008442087107295028,-0.022878377856820845,0.005224340058150858,-2.9800129220304104e-5
97,20.378868204660073,5.280631624869429,-0.6208528850033744,-0.010703806360951355,-0.022356087825414366,0.005221335513082383,-2.9737899234507376e-5
98,20.90382523044939,5.218489110898774,-0.7054707278195973,-0.012913311480389916,-0.021834098124504042,0.005218336697623658,-2.9673191208648573e-5
99,21.42214454837743,5.147873851783004,-0.7756893826654314,-0.015070632490492312,-0.021312408182211282,0.00521534387899825,-2.9605956764373005e-5
100,21.93305088822526,5.070226027341237,-0.8299540990768364,-0.017175799362183747,-0.020791017397063977,0.005212357330454368,-2.9536149524811708e-5
101,22.43592077184834,4.98714129228882,-0.8676551237685124,-0.019228842005329306,-0.02026992513769956,0.005209377330873211,-2.9463725227177793e-5
102,22.930293334690628,4.900276276583976,-0.8893261019327919,-0.021229790266408446,-0.01974913074181013,0.005206404164254842,-2.9388641804890457e-5
103,23.41587071060032,4.811234245216779,-0.895906594521237,-0.023178673921844483,-0.019228633516034793,0.005203438119265311,-2.931085944659228e-5
104,23.89251065734669,4.721524507110105,-0.8883573588495466,-0.025075522676773532,-0.018708432735355426,0.00520047948872806,-2.9230340626339915e-5
105,24.36021706193904,4.632560295269796,-0.868097191936556,-0.0269203661596931,-0.018188527643121163,0.005197528569187859,-2.9147050112253855e-5
106,24.819128040627394,4.545612962821798,-0.8367930784308916,-0.028713233920169265,-0.01766891745064535,0.005194585660434038,-2.906095494951538e-5
107,25.26950050746097,4.461787164508052,-0.7969800196007072,-0.03045415542362085,-0.01714960133746464,0.005191651065112533,-2.8972024425940257e-5
108,25.71168917096888,4.381934054623056,-0.752233463591814,-0.03214316004693906,-0.01663057845125337,0.00518872508831763,-2.8880230016735433e-5
109,26.14611597797123,4.306547242316233,-0.7060529572796727,-0.033780277074603224,-0.016111847908240984,0.005185808037274467,-2.8785545317781104e-5
110,26.573234737043485,4.235770381860903,-0.6611561530036354,-0.035365535695712394,-0.015593408793574471,0.005182900221072773,-2.8687945969725568e-5
111,26.993500033210008,4.169475362180308,-0.6194391535093182,-0.03689896500363197,-0.01507526016136947,0.005180001950438285,-2.858740957867141e-5
112,27.407344157959777,4.107344461997794,-0.5827559158886185,-0.03838059399165671,-0.01455740103526411,0.00517711353761059,-2.848391564137451e-5
113,27.815158363327754,4.048874564156498,-0.5535242494040601,-0.0398104515511429,-0.014039830408195026,0.005174235296175646,-2.837744547099378e-5
114,28.21727150062547,3.9933207703983946,-0.5345482823638047,-0.041188566466388916,-0.013522547242961546,0.005171367541014486,-2.8267982134932164e-5
115,28.613923913040317,3.939657769225556,-0.5280936306741396,-0.042514967413254064,-0.013005550472140004,0.005168510588223656,-2.8155510400007e-5
116,29.00524208292776,3.8866336873007343,-0.534728170863281,-0.043789682955394135,-0.012488838998914823,0.005165664755189335,-2.8040016699796923e-5
117,29.391224462590145,3.8329398637186185,-0.5537033622704621,-0.045012741546554345,-0.01197241169650275,0.005162830360566073,-2.7921489114664785e-5
118,29.771742383010203,3.777342491518343,-0.5837291861566588,-0.04618417152746974,-0.01145626740820473,0.005160007724339915,-2.7799917376612727e-5
119,30.14655024404376,3.7187367655439925,-0.6232639500112853,-0.04730400112414142,-0.0109404049469882,0.005157197167842022,-2.7675292891961507e-5
120,30.5152996739442,3.6561720497765196,-0.670824222819154,-0.04837225844431219,-0.010424823095207727,0.005154399013750351,-2.7547608781868015e-5
121,30.87755465400946,3.5888460512350147,-0.7253099680636079,-0.04938897147479449,-0.00990952060414901,0.0051516135860498755,-2.7416859937622907e-5
122,31.232804439859063,3.5160664801838846,-0.7854116295864834,-0.0503541680774872,-0.009394496193778672,0.005148841209975736,-2.7283043088665573e-5
123,31.580475600230177,3.4372720026655585,-0.8497181945908383,-0.05126787598697841,-0.008879748552422038,0.005146082211930941,-2.7146156881892972e-5
124,31.91994563204046,3.352042385513828,-0.9165652831199987,-0.05213012280776998,-0.008365276336265961,0.00514333691934932,-2.7006201968095472e-5
125,32.25055832198035,3.2601238339505745,-0.984598541125761,-0.05294093601007001,-0.007851078169436762,0.005140605660602399,-2.6863181099467525e-5
126,32.57163885855014,3.161397988043618,-1.0531132022887044,-0.0537003429275483,-0.007337152643107502,0.005137888764745518,-2.6717099223856516e-5
127,32.88250411240886,3.055816964502125,-1.1211914927732387,-0.05440837075158346,-0.006823498315873762,0.005135186561372142,-2.6567963588372737e-5
128,33.18247076119868,2.943424656784044,-1.186598621704201,-0.05506504653067029,-0.0063101137131357735,0.005132499380340256,-2.641578383802983e-5
129,33.47087103643093,2.824488437743281,-1.245609701015515,-0.05567039716861087,-0.005796997327056782,0.0051298275515405415,-2.626057211711677e-5
130,33.747082533567735,2.699648169127253,-1.2950857307685002,-0.056224449422948894,-0.005284147615778407,0.0051271714045522465,-2.6102343163233972e-5
131,34.01056253223089,2.569857612464971,-1.332918553564512,-0.05672722989934026,-0.004771563002985427,0.005124531268249379,-2.5941114391228902e-5
132,34.2608742260033,2.4362813451116816,-1.358471022257008,-0.05717876504709358,-0.004259241877648212,0.005121907470369373,-2.577690596371577e-5
