t,dim_1,dim_2,dim_3
1,0.07209869353264764,0.3329087841610033,0.6641958582898981
2,0.051574039728877905,0.26177143083019316,0.6027963513565618
3,0.03768794657446935,0.20323189414111287,0.5423152951641871
4,0.028685337723158837,0.15598285094964615,0.4836871172828071
5,0.023155194922026986,0.11866960083492598,0.42793367413186234
6,0.019992298620312595,0.0899173991917113,0.37602799997905245
7,0.018357205503964188,0.0683695227671132,0.32878860115723835
8,0.0176354881596284,0.05272775245700717,0.28680854212719714
9,0.017397630273278186,0.04178914967691978,0.2504197435063099
10,0.017361005969727294,0.0344751233746166,0.2196892669739893
11,0.01735518110736297,0.029850698866049602,0.1944416520629311
12,0.017291451771153828,0.027133498953501017,0.17429986349895213
13,0.01713715865297733,0.025693168707820204,0.15873706091503795
14,0.016894944970744445,0.025042801292145547,0.14713199510205835
15,0.016586801184169137,0.024824377027768584,0.13882207085436327
16,0.0162424862291757,0.024790364626292645,0.13314969494148138
17,0.015891742166032827,0.02478352233490679,0.1294991861081355
18,0.015559625669929373,0.024716653740361878,0.12732306061476806
19,0.01526425647313008,0.024553691017259068,0.12615778807702635
20,0.015016315767409907,0.024293060725133687,0.12563006892882744
21,0.014819700773241826,0.023953883734476433,0.12545530133759147
22,0.014672839412421293,0.02356520664477161,0.1254302068859352
23,0.014570277200615926,0.023158178067008102,0.12542162219141978
24,0.01450425563832181,0.02276087786235655,0.12535330272589265
25,0.014466099084200603,0.022395379455811628,0.1251922931447144
26,0.014447309933622273,0.022076566226150937,0.12493605817429927
27,0.014440337218677234,0.02181221996168106,0.12460119218429797
28,0.014439031065205655,0.021603937834170032,0.12421417397408652
29,0.014438826042261835,0.021448499701680963,0.12380433281082147
30,0.014436712685806437,0.021339386667507218,0.12339895690466572
31,0.014431061327748195,0.021268233865334753,0.12302031052714986
32,0.01442135892790491,0.021226077282221992,0.1226842272288504
33,0.014407910834223738,0.02120432067175685,0.1223999051145171
34,0.014391547839523058,0.021195401333119222,0.12217053392971333
35,0.014373366602487165,0.021193171886822494,0.12199441985530046
36,0.014354519945935111,0.02119303988089871,0.12186632998552907
37,0.014336063696903512,0.021191919886866153,0.12177884365730093
38,0.014318859088530063,0.02118805605920924,0.12172356345847182
39,0.014303524428695182,0.021180769501822235,0.12169209862492095
40,0.014290426607778276,0.021170176677218874,0.1216767837115404
41,0.014279701744217603,0.0211569146726667,0.12167113400160313
42,0.014271294436760396,0.021141898143981038,0.12167006585237428
43,0.014265006268340721,0.021126122470215225,0.12166992600884649
44,0.01426054597798433,0.021110518897656826,0.1216683805620551
45,0.01425757573399401,0.02109586065805366,0.1216642137740646
46,0.014255749931483708,0.021082714320216977,0.1216570815993449
47,0.014254744709683636,0.021071427844945447,0.12164725640530501
48,0.014254277825910686,0.02106214567497357,0.12163538983192494
49,0.014254119586085438,0.021054841338002676,0.12162231125031069
50,0.014254096219962056,0.02104935908470481,0.12160887080421043
51,0.014254087442667747,0.02104545766145963,0.12159582909816102
52,0.01425402002421998,0.02104285111881206,0.12158379046623881
53,0.014253859066172114,0.02104124333866749,0.12157317340530097
54,0.014253598429789292,0.021040354555796403,0.12156421000193116
55,0.014253251436285395,0.02103993945011455,0.12155696573458687
56,0.0142528426183852,0.021039797351647634,0.12155137155780692
57,0.014252400982343202,0.021039775732059625,0.12154726134074287
58,0.014251954965902267,0.02103976848939318,0.12154440923810578
59,0.014251529063987972,0.02103971062006126,0.1215425631715254
60,0.014251141943918407,0.021039570776549426,0.12154147210905804
61,0.014250805781955228,0.021039342993089523,0.12154090612809813
62,0.014250526514675206,0.021039038580934154,0.1215406692664283
63,0.01425030470082391,0.02103867889605731,0.12154060588809533
64,0.014250136720171584,0.021038289399807293,0.12154060173065644
65,0.014250016084180353,0.021037895190258307,0.12154058099671329
66,0.01424993468930242,0.021037517991230326,0.12154050085692493
67,0.014249883899797288,0.021037174450934355,0.12154034459918905
68,0.014249855397619464,0.021036875520145486,0.12154011444215802
69,0.014249841778830577,0.021036626643515986,0.12153982477640995
70,0.014249836907596914,0.021036428497505883,0.12153949633966116
71,0.014249836060058453,0.02103627803404072,0.12153915159931072
72,0.014249835902150294,0.021036169630501447,0.12153881142243458
73,0.014249834349417742,0.021036096195392377,0.12153849296758021
74,0.014249830354890245,0.02103605012819623,0.12153820863502289
75,0.014249823665094643,0.021036024076601163,0.12153796585827056
76,0.014249814576053997,0.021036011471427373,0.12153776750221888
77,0.014249803712103548,0.021036006847756934,0.12153761264365526
78,0.014249791841677753,0.02103600597983851,0.12153749753883379
79,0.01424977973664148,0.021036005868082297,0.1215374166223482
80,0.014249768075685135,0.02103600462025911,0.12153736342467175
81,0.01424975738793341,0.021036001267517417,0.12153733133723635
82,0.014249748030174586,0.02103599555073212,0.12153731419024415
83,0.014249740189801716,0.021035987705545565,0.12153730663748444
84,0.01424973390538808,0.02103597826656388,0.1215373043635528
85,0.014249729097481111,0.021035967903522523,0.12153730414227093
86,0.014249725603389125,0.021035957295519565,0.12153730378173148
87,0.014249723211184525,0.02103594704402577,0.12153730199256288
88,0.014249721689639297,0.021035937621465186,0.12153729821320096
89,0.014249720812185845,0.02103592934967792,0.12153729242060254
90,0.01424972037415817,0.021035922401359788,0.12153728494821131
91,0.014249720203461755,0.021035916817375832,0.12153727632610964
92,0.014249720165440028,0.021035912533393177,0.12153726715191947
93,0.014249720163064635,0.021035909410301448,0.1215372579956244
94,0.014249720133722023,0.021035907264155683,0.12153724933733205
95,0.014249720043843343,0.02103590589268641,0.12153724153412537
96,0.014249719882483773,0.021035905096638503,0.12153723481047775
97,0.014249719654747164,0.021035904695232636,0.121537229266051
98,0.014249719375713475,0.021035904535840505,0.12153722489482549
99,0.014249719065292075,0.021035904498522287,0.12153722161019484
100,0.014249718744214362,0.021035904496401504,0.12153721927165388
101,0.014249718431209821,0.02103590447299056,0.12153721770985433
102,0.014249718141283325,0.02103590439756474,0.12153721674791373
103,0.014249717884930017,0.02103590425956356,0.12153721621786577
104,0.014249717668081698,0.021035904062816874,0.12153721597195591
105,0.014249717492568436,0.02103590382018424,0.12153721588909192
106,0.014249717356892504,0.021035903548989533,0.12153721587715337
107,0.01424971725714165,0.02103590326744851,0.12153721587208188
108,0.014249717187905674,0.021035902992134876,0.12153721583472547
109,0.014249717143100634,0.02103590273641807,0.12153721574636063
110,0.014249717116642613,0.021035902509732893,0.12153721560368079
111,0.01424971710294479,0.021035902317501153,0.12153721541387061
112,0.01424971709723748,0.02103590216151576,0.12153721519020132
113,0.014249717095728576,0.021035902040608075,0.12153721494840819
114,0.01424971709563266,0.021035901951445436,0.12153721470396402
115,0.014249717095102402,0.02103590188933745,0.12153721447024153
116,0.014249717093095601,0.02103590184896494,0.12153721425747605
117,0.014249717089208514,0.021035901824979095,0.12153721407238932
118,0.014249717083500407,0.02103590181244651,0.121537213918311
119,0.0142497170763282,0.021035901807138317,0.1215372137956345
120,0.014249717068203882,0.02103590180567833,0.12153721370246119
121,0.01424971705968132,0.021035901805574363,0.12153721363530848
122,0.014249717051274549,0.021035901805162002,0.12153721358979051
123,0.014249717043406121,0.02103590180349066,0.12153721356120979
124,0.014249717036381289,0.02103590180017839,0.12153721354502287
125,0.014249717030383021,0.02103590179525799,0.12153721353717048
126,0.014249717025481685,0.02103590178903108,0.12153721353427455
127,0.014249717021654378,0.02103590178194179,0.12153721353372207
128,0.014249717018808682,0.02103590177447581,0.1215372135336565
129,0.014249717016807325,0.02103590176708741,0.12153721353290498
130,0.01424971701549072,0.021035901760152548,0.12153721353086484
131,0.014249717014695832,0.021035901753945024,0.12153721352737189
132,0.014249717014270405,0.021035901748631246,0.12153721352256797
133,0.014249717014082505,0.021035901744278218,0.12153721351678021
134,0.014249717014025585,0.021035901740869993,0.12153721351041973
135,0.014249717014019923,0.021035901738328467,0.12153721350390412
136,0.014249717014011313,0.02103590173653491,0.12153721349760399
137,0.014249717013967813,0.02103590173534998,0.12153721349181046
138,0.014249717013875438,0.021035901734630533,0.12153721348672225
