time_step,position,velocity,action,distance_to_goal,progress_percent,kinetic_energy,potential_energy,cumulative_action_magnitude,velocity_change,position_change
31,0.681336980950525,0.003741128390737255,1.0924778773380857,0.18133698095052497,81.8663019049475,6.998020817990161e-6,0.02876005043452148,44.29826447287726,-0.0005564376735883135,0.0037411283907372583
32,0.6847913140200559,0.0034543330695309474,1.1008610113183646,0.18479131402005589,81.52086859799441,5.966208477627549e-6,0.02887025192116431,45.39912548419562,-0.0002867953212063075,0.0034543330695309127
33,0.6879103062032823,0.0031189921832264628,1.0896473476663402,0.1879103062032823,81.20896937967177,4.8640561195138884e-6,0.02896950350444047,46.488772831861965,-0.0003353408863044846,0.003118992183226421
34,0.690794242356005,0.0028839361527226055,1.088993120588371,0.19079424235600495,80.9205757643995,4.158543866490232e-6,0.029061064106801017,47.577765952450335,-0.00023505603050385723,0.0028839361527226437
35,0.6934354919944125,0.0026412496384074814,1.0821079309345913,0.19343549199441246,80.65645080055876,3.488099826193826e-6,0.02914474295442463,48.659873883384925,-0.0002426865143151241,0.0026412496384075057
36,0.6958770885690345,0.002441596574622059,1.0790684455504291,0.19587708856903452,80.41229114309655,2.9806969166030857e-6,0.029221946997141025,49.73894232893535,-0.0001996530637854224,0.0024415965746220625
37,0.6981249806002178,0.0022478920311832518,1.0741955361628088,0.19812498060021777,80.18750193997822,2.5265092919285825e-6,0.029292899756099174,50.81313786509816,-0.00019370454343880725,0.0022478920311832518
38,0.7002019442664686,0.002076963666250903,1.070843838375843,0.20020194426646865,79.97980557335313,2.156889035463196e-6,0.029358350244892806,51.88398170347401,-0.00017092836493234898,0.002076963666250875
39,0.7021176261950413,0.0019156819285726517,1.0670786362113784,0.20211762619504126,79.78823738049587,1.8349186257299172e-6,0.029418627593340164,52.951060339685384,-0.00016128173767825105,0.00191568192857261
40,0.7038869082874484,0.0017692820924071172,1.0640085090995597,0.20388690828744838,79.61130917125516,1.5651795612562534e-6,0.02947422143333031,54.01506884878494,-0.00014639983616553456,0.0017692820924071206
41,0.7055197057755244,0.0016327974880759807,1.0609638334913143,0.20551970577552436,79.44802942244756,1.3330138185336163e-6,0.029525461352337114,55.07603268227626,-0.00013648460433113643,0.0016327974880759877
42,0.7070272484000844,0.001507542624560012,1.0583031681019428,0.20702724840008435,79.29727515999157,1.1363423824326446e-6,0.029572715084542234,56.1343358503782,-0.0001252548635159688,0.0015075426245599877
43,0.7084186274446345,0.0013913790445500562,1.0557868267217432,0.20841862744463446,79.15813725553656,9.679678228065137e-7,0.02961628058125529,57.19012267709994,-0.00011616358000995572,0.0013913790445501117
44,0.7097029644578174,0.0012843370131829755,1.0535238663246178,0.20970296445781744,79.02970355421826,8.247607817158833e-7,0.029656454481549074,58.24364654342456,-0.00010704203136708071,0.001284337013182979
45,0.71088826103808,0.0011852965802625556,1.0514223513802092,0.21088826103808,78.911173896192,7.024639915910545e-7,0.029693496438640107,59.29506889480477,-9.904043292041989e-5,0.0011852965802625626
46,0.7119821648867307,0.0010939038486506986,1.0495094026790444,0.21198216488673072,78.80178351132693,5.983128150464052e-7,0.029727653408421158,60.344578297483814,-9.139273161185707e-5,0.0010939038486507124
47,0.7129916028952296,0.0010094380084988662,1.0477450308134661,0.21299160289522956,78.70083971047704,5.094825465010785e-7,0.02975914843824823,61.39232332829728,-8.446584015183237e-5,0.001009438008498842
48,0.713923066409521,0.0009314635142913669,1.0461304101580284,0.21392306640952097,78.6076933590479,4.338121392280117e-7,0.029788189801932603,62.43845373845531,-7.797449420749933e-5,0.0009314635142914085
49,0.7147825086717609,0.0008594422622398672,1.0446447034646011,0.21478250867176085,78.52174913282391,3.693205010619903e-7,0.02981496798697411,63.48309844191991,-7.20212520514997e-5,0.0008594422622398845
50,0.7155754632849127,0.0007929546131518958,1.0432816957440918,0.21557546328491273,78.44245367150873,3.143885092594364e-7,0.02983965955021376,64.52638013766399,-6.648764908797136e-5,0.000792954613151875
