t,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8
1,3.106503317743335,2.1332754519007944,0.6669395824129123,-0.5548562505953661,0.17281109183339302,-0.02973104078087777,0.0028485370610811913,-0.0001232672173653751
2,3.213989249777672,2.1659324532485207,0.6418763601050074,-0.5462528004980582,0.17132809789959969,-0.029588768012232522,0.0028423737002581154,-0.0001232672173684168
3,3.3230768797686574,2.1973470170545335,0.6146898066859134,-0.5377233223850608,0.1698522099003526,-0.029446803411740056,0.0028362103394574826,-0.0001232672173742982
4,3.4337014268345003,2.2274128847081047,0.5792350979664173,-0.5292674613444162,0.1683834124272593,-0.029305146979416326,0.002830046978685056,-0.0001232672173842655
5,3.5457851268478,2.2557165564620365,0.5274882050879393,-0.5208848632335362,0.1669216900718165,-0.029163798715266257,0.002823883617946462,-0.0001232672173998503
6,3.6592195050109173,2.2814433314810665,0.45515529273527044,-0.5125751746797313,0.1654670274254515,-0.02902275861929204,0.002817720257247858,-0.00012326721742291323
7,3.773849979618971,2.303563817746728,0.3610144797428087,-0.5043380430807298,0.16401940907958115,-0.02888202669150296,0.002811556896597453,-0.00012326721745578416
8,3.88946897686302,2.3209875295221094,0.246418260194164,-0.4961731166043612,0.16257881962541262,-0.028741602931875714,0.002805393536001096,-0.00012326721750104185
9,4.0058160845863835,2.3326916063475123,0.11489094708832887,-0.4880800441894345,0.161145243654123,-0.0286014873403805,0.0027992301754647133,-0.00012326721756168534
10,4.1225841499669205,2.3378294041372842,-0.033006588577876146,-0.4800584755451126,0.159718665756684,-0.028461679916940423,0.0027930668149896485,-0.00012326721764081884
11,4.239424403797871,2.3355823223426224,-0.19765657615349969,-0.4721080611514668,0.15829907052417497,-0.02832218066148336,0.0027869034545767433,-0.0001232672177418269
12,4.355946654104082,2.325112649681388,-0.37850974141940225,-0.46422845225842646,0.15688644254736164,-0.028182989573864167,0.0027807400942173937,-0.00012326721786774558
13,4.47171952078332,2.305610138773692,-0.5747370014237819,-0.4564193008869191,0.15548076641713138,-0.028044106653931714,0.0027745767338991875,-0.00012326721802133965
14,4.586272140612288,2.2763059969332047,-0.7836001989742395,-0.44868025982830295,0.1540820267241892,-0.02790553190147706,0.002768413373598554,-0.0001232672182044336
15,4.699098635297201,2.2365683397851823,-1.0020402407480768,-0.44101098264474653,0.15269020805919764,-0.027767265316246924,0.00276225001328065,-0.00012326721841748813
16,4.80966535931616,2.1859182379162965,-1.22521690758291,-0.43341112366931933,0.1513052950128319,-0.02762930689795312,0.002756086652898471,-0.00012326721865908022
17,4.917420766033404,2.1241187734117504,-1.4461558105084722,-0.4258803380059444,0.14992727217564136,-0.027491656646234878,0.0027499232923860364,-0.0001232672189248967
18,5.021810182597758,2.0512817482604717,-1.6573782710094564,-0.41841828153021243,0.1485561241383841,-0.02735431456071721,0.002743759931662511,-0.00012326721920723213
19,5.12229387220671,1.967892898951527,-1.8529716895187636,-0.41102461088842984,0.14719183549171902,-0.02721728064094855,0.002737596570623119,-0.00012326721949361223
20,5.218363779583675,1.8747335923287098,-2.0297174040329944,-0.40369898349815014,0.14583439082652083,-0.027080554886460863,0.0027314332091424834,-0.00012326721976598672
21,5.309554945201221,1.772746128507717,-2.1833080149489112,-0.3964410575474296,0.1444837747336687,-0.026944137296724766,0.0027252698470676975,-0.00012326721999919511
22,5.395454898209739,1.663088178284301,-2.3085534852346052,-0.3892504919955603,0.14313997180428023,-0.026808027871203784,0.0027191064842217124,-0.00012326722015992668
23,5.475715540719765,1.5471769149115415,-2.40492677338799,-0.3821269465723692,0.14180296662955993,-0.02667222660932287,0.0027129431203976526,-0.00012326722020502675
24,5.550060301719307,1.4264558638519103,-2.475204856271521,-0.3750700817784022,0.14047274380103067,-0.02653673351051731,0.0027067797553624166,-0.00012326722008021982
25,5.618281313370106,1.302229701952562,-2.5195034674519716,-0.3680795588839084,0.13914928791018236,-0.026401548574186848,0.0027006163888502817,-0.0001232672197182334
26,5.6802357871061515,1.1757973201045893,-2.5365366309285897,-0.3611550399299052,0.1378325835488043,-0.026266671799758532,0.0026944530205694796,-0.00012326721903753668
27,5.735847492333441,1.048521908422864,-2.527301556827395,-0.35429618772787175,0.13652261530878165,-0.026132103186658102,0.0026882896501975997,-0.00012326721794041835
28,5.785107114188914,0.9217167968021568,-2.493446281369571,-0.34750266585940176,0.1352193677821541,-0.02599784273433051,0.0026821262773842917,-0.00012326721631146926
29,5.828068937364501,0.7966129139565792,-2.4381918317388065,-0.34077413867655,0.13392282556120622,-0.025863890442261967,0.002675962901753985,-0.00012326721401600773
30,5.864844772285323,0.6742801375918135,-2.3680671634552746,-0.3341102713009936,0.13263297323825482,-0.025730246309960212,0.0026697995229047426,-0.00012326721089833873
31,5.895591765618941,0.5554618978099941,-2.2890586690416312,-0.3275107296241405,0.13134979540574607,-0.02559691033697448,0.0026636361404113957,-0.0001232672067802252
32,5.920496742983461,0.4406023057371936,-2.2064508029151466,-0.3209751803073039,0.13007327665620094,-0.025463882522902204,0.002657472753828533,-0.0001232672014594394
33,5.939762137673897,0.3298812500437261,-2.125823817194568,-0.31450329078161404,0.12880340158216322,-0.025331162867384065,0.0026513093626915544,-0.0001232671947081804
34,5.953592401547825,0.223199607086116,-2.0496911350302165,-0.3080947292480524,0.12754015477620173,-0.025198751370112946,0.002645145966520342,-0.0001232671862717743
35,5.962183883722199,0.12033258259384848,-1.9774130860960484,-0.3017491646780045,0.12628352083088673,-0.025066648030830627,0.002638982564821657,-0.00012326717586732885
36,5.965722490433542,0.02108736648059188,-1.90973386010432,-0.29546626681316396,0.12503348433872621,-0.02493485284931696,0.0026328191570902815,-0.0001232671631823416
37,5.964383567265473,-0.07476606066309101,-1.8488349908851225,-0.28924570616547085,0.12379002989226469,-0.02480336582540687,0.0026266557428138,-0.0001232671478736242
38,5.958328227739586,-0.16756679456735957,-1.7947747368636033,-0.28308715401690693,0.1225531420839421,-0.024672186958967723,0.002620492321472722,-0.00012326712956599708
39,5.947700556593197,-0.25765684345473583,-1.7452121224233414,-0.27699028242012536,0.12132280550623156,-0.024541316249926347,0.0026143288925459408,-0.00012326710785132936
40,5.93263046328728,-0.34526116628459996,-1.6965232916301298,-0.27095476419886444,0.1200990047516835,-0.024410753698257584,0.002608165455512347,-0.00012326708228739823
41,5.913241139036466,-0.43042352873172224,-1.6456630649312243,-0.2649802729470328,0.1188817244126717,-0.024280499303956843,0.0026020020098507287,-0.00012326705239675283
42,5.889657395013065,-0.5130354370944518,-1.5910250101398313,-0.2590664830292733,0.11767094908164923,-0.024150553067071732,0.0025958385550455027,-0.0001232670176658741
43,5.862011475246627,-0.5929080756703656,-1.532146763752584,-0.25321306958078255,0.1164666633510708,-0.02402091498768862,0.0025896750905878394,-0.00012326697754415177
44,5.830445643951989,-0.6698295102630402,-1.4684572979333268,-0.24741970850679906,0.11526885181333127,-0.023891585065927635,0.002583511615977798,-0.00012326693144295304
45,5.795113473489302,-0.7435592548488585,-1.3985858530410042,-0.24168607648395524,0.11407749906107231,-0.023762563301986565,0.002577348130731517,-0.00012326687873497042
46,5.7561822721435565,-0.8137882848960937,-1.3222364422010784,-0.23601185095905927,0.11289258968684875,-0.023633849696085212,0.002571184634378488,-0.00012326681875311923
47,5.71383517047295,-0.8801927760565925,-1.2425378429577363,-0.23039671014817617,0.11171410828303291,-0.023505444248464645,0.002565021126464986,-0.0001232667507898421
48,5.668267591227003,-0.9426053429852183,-1.1604338756448642,-0.2248403330390098,0.1105420394423664,-0.023377346959459797,0.0025588576065632557,-0.00012326667409662804
