iteration,free_energy
1,3693.020466724349
2,3693.020466724349
3,3693.020466724349
4,3693.020466724349
5,3693.020466724349
6,3693.020466724349
7,3693.020466724349
8,3693.020466724349
9,3693.020466724349
10,3693.020466724349
11,3693.020466724349
12,3693.020466724349
13,3693.020466724349
14,3693.020466724349
15,3693.020466724349
16,3693.020466724349
17,3693.020466724349
18,3693.020466724349
19,3693.020466724349
20,3693.020466724349
21,3693.020466724349
22,3693.020466724349
23,3693.020466724349
24,3693.020466724349
25,3693.020466724349
26,3693.020466724349
27,3693.020466724349
28,3693.020466724349
29,3693.020466724349
30,3693.020466724349
31,3693.020466724349
32,3693.020466724349
33,3693.020466724349
34,3693.020466724349
35,3693.020466724349
36,3693.020466724349
37,3693.020466724349
38,3693.020466724349
39,3693.020466724349
40,3693.020466724349
41,3693.020466724349
42,3693.020466724349
43,3693.020466724349
44,3693.020466724349
45,3693.020466724349
46,3693.020466724349
47,3693.020466724349
48,3693.020466724349
49,3693.020466724349
50,3693.020466724349
51,3693.020466724349
52,3693.020466724349
53,3693.020466724349
54,3693.020466724349
55,3693.020466724349
56,3693.020466724349
57,3693.020466724349
58,3693.020466724349
59,3693.020466724349
60,3693.020466724349
61,3693.020466724349
62,3693.020466724349
63,3693.020466724349
64,3693.020466724349
65,3693.020466724349
66,3693.020466724349
67,3693.020466724349
68,3693.020466724349
69,3693.020466724349
70,3693.020466724349
71,3693.020466724349
72,3693.020466724349
73,3693.020466724349
74,3693.020466724349
75,3693.020466724349
76,3693.020466724349
77,3693.020466724349
78,3693.020466724349
79,3693.020466724349
80,3693.020466724349
81,3693.020466724349
82,3693.020466724349
83,3693.020466724349
84,3693.020466724349
85,3693.020466724349
86,3693.020466724349
87,3693.020466724349
88,3693.020466724349
89,3693.020466724349
90,3693.020466724349
91,3693.020466724349
92,3693.020466724349
93,3693.020466724349
94,3693.020466724349
95,3693.020466724349
96,3693.020466724349
97,3693.020466724349
98,3693.020466724349
99,3693.020466724349
100,3693.020466724349
