t,μ_1,μ_2,μ_3,μ_4,μ_5,μ_6,σ2_1,σ2_2,σ2_3,σ2_4,σ2_5,σ2_6
441,1273.8123555949028,65.33832256814242,4.04576275568103,-0.1061745615873327,-0.014981673705376158,-0.0005794464270158908,0.01424971703892245,0.021035910525538923,0.12156867563579732,0.012585542652500416,1.616336911846093e-5,8.998910583460991e-8
442,1280.3663989097463,65.74236547111686,4.099460896530803,-0.10767562916331988,-0.015039643395305393,-0.0005791705780617136,0.01424971703892179,0.02103591052232893,0.1215686640583455,0.012580920824441554,1.6147110540893374e-5,8.974812444831006e-8
443,1286.9611147556652,66.15177067287784,4.1566109262881685,-0.10918249243468296,-0.01509758519775308,-0.000578892239426367,0.01424971703892113,0.0210359105190809,0.12156865234420668,0.012576244262926577,1.6131249967103482e-5,8.950912243872045e-8
444,1293.5970566177805,66.5668833336188,4.218215055870152,-0.11069514860733558,-0.01515549885286959,-0.0005786114419060425,0.01424971703892047,0.021035910515795123,0.12156864049427281,0.012571513323332045,1.6115780963315275e-5,8.927209091925005e-8
445,1300.274817513425,66.98814883444592,4.284155068530462,-0.11221359486135248,-0.015213384103142597,-0.0005783282174248134,0.014249717038919817,0.021035910512471834,0.12156862850945852,0.01256672836999052,1.6100697155629573e-5,8.903702098079053e-8
446,1306.9950344040255,67.41600073490984,4.3534640063117696,-0.11373782835023963,-0.015271240693543324,-0.000578042599102116,0.014249717038919172,0.021035910509111255,0.12156861639070002,0.012561889775984176,1.6085992229774143e-5,8.880390369234981e-8
447,1313.7583827759609,67.85077589850638,4.4248641182889665,-0.11526784620143522,-0.015329068371808472,-0.0005777546213198576,0.01424971703891852,0.02103591050571367,0.12156860413895496,0.012556997922940506,1.6071659930852683e-5,8.857273010168331e-8
448,1320.5655654082493,68.29268341386626,4.49693871521688,-0.1168036455140189,-0.015386866888779271,-0.0005774643197660235,0.014249717038917876,0.021035910502279445,0.12156859175520185,0.012552053200830065,1.6057694063092866e-5,8.834349123592383e-8
449,1327.417298908717,68.74179070059786,4.567815423600803,-0.11834522335981575,-0.01544463599866787,-0.0005771717314632306,0.014249717038917241,0.021035910498808787,0.1215685792404393,0.012547056007766039,1.6044088489591008e-5,8.811617810220575e-8
450,1334.3142972645433,69.19797794092628,4.635678548319954,-0.11989257678395973,-0.015502375459681387,-0.0005768768947628087,0.014249717038916589,0.021035910495301895,0.12156856659568537,0.012542006749806236,1.6030837132059176e-5,8.789078168829344e-8
451,1341.2572534060373,69.66094374719555,4.7001058882497535,-0.12144570280501292,-0.01556008503415533,-0.0005765798493162124,0.014249717038915954,0.02103591049175912,0.12156855382197804,0.012536905840756687,1.6017933970566975e-5,8.766729296319956e-8
452,1348.2468280063147,70.13034451201642,4.762142425280001,-0.12300459841825276,-0.015617764488988585,-0.0005762806360253845,0.014249717038915302,0.02103591048818076,0.12156854092037378,0.012531753701977457,1.6005373043285295e-5,8.744570287780815e-8
453,1355.2836526052638,70.60594112629923,4.8228688696485555,-0.12456926059934455,-0.015675413595484723,-0.0005759792969978465,0.014249717038914617,0.02103591048456699,0.1215685278919473,0.012526550762190402,1.5993148446226863e-5,8.722600236549029e-8
454,1362.3683402358367,71.08760255205159,4.882913511665316,-0.12613968630073957,-0.015733032129378984,-0.000575675875518479,0.014249717038913957,0.021035910480918265,0.1215685147377913,0.012521297457288989,1.598125433298678e-5,8.70081823427198e-8
455,1369.5014939681603,71.57526058042657,4.941945731746143,-0.12771587245396238,-0.015790619870791993,-0.0005753704160403719,0.014249717038913326,0.021035910477234954,0.12156850145901621,0.012515994230149919,1.5969684914481137e-5,8.679223370968598e-8
456,1376.683708399529,72.06881394063794,4.998381011788533,-0.12929781596698967,-0.015848176604503342,-0.0005750629641679827,0.014249717038912679,0.021035910473517237,0.12156848805674851,0.012510641530446771,1.595843445868458e-5,8.657814735090284e-8
457,1383.9155600784063,72.56800290999765,5.049706690867778,-0.13088551372385165,-0.01590570212020835,-0.0005747535666378793,0.014249717038912028,0.02103591046976544,0.12156847453213178,0.012505239814465814,1.594749729036811e-5,8.636591413581911e-8
458,1391.1975870205906,73.0723164993582,5.093977361365104,-0.1324789625825148,-0.01596319621307409,-0.0005744422712519185,0.014249717038911402,0.021035910465979937,0.12156846088632557,0.01249978954492352,1.5936867790833707e-5,8.615552491942091e-8
459,1398.5302664123135,73.58104917880867,5.131090071871241,-0.13407815937993545,-0.016020658684118366,-0.0005741291267873096,0.014249717038910759,0.021035910462161012,0.12156844712050467,0.012494291190786086,1.592654039764933e-5,8.594697054283572e-8
460,1405.9140043656864,74.09348512391696,5.160938482392253,-0.1356831009341307,-0.016078089340376973,-0.0005738141828860038,0.014249717038910122,0.021035910458308976,0.12156843323585936,0.0124887452270909,1.591650960438232e-5,8.574024183393141e-8
461,1413.349134890976,74.60889787565996,5.183418769103061,-0.13729378404271908,-0.016135487994987215,-0.0005734974899374416,0.014249717038909475,0.021035910454424246,0.12156841923359439,0.012483152134770005,1.5906769960332254e-5,8.553532960791432e-8
462,1420.8359188247855,75.12655059289936,5.199577830451771,-0.13891020548563437,-0.016192854467230754,-0.0005731790989678493,0.014249717038908814,0.02103591045050702,0.12156840511492847,0.012477512400475418,1.5897316070262143e-5,8.533222466792285e-8
463,1428.3745485541103,75.64581112459715,5.210063593745552,-0.1405323620276448,-0.01625018858247871,-0.0005728590615337925,0.014249717038908183,0.021035910446557806,0.12156839088109461,0.012471826516406291,1.5888142594129634e-5,8.513091780562009e-8
464,1435.965156493284,76.16611211242946,5.214457352282899,-0.1421602504158295,-0.016307490172175657,-0.0005725374296258813,0.014249717038907553,0.02103591044257686,0.12156837653333878,0.01246609498013802,1.587924424681607e-5,8.493139980178261e-8
465,1443.6078162316892,76.68684432694891,5.2128628918528275,-0.14379386737932146,-0.01636475907395812,-0.0005722142555772366,0.014249717038906911,0.021035910438564488,0.12156836207292016,0.012460318294453371,1.5870615797855943e-5,8.473366142688666e-8
466,1451.3025409415195,77.20740891813931,5.204756989058884,-0.14543320963252343,-0.016421995131568758,-0.0005718895919727552,0.014249717038906266,0.02103591043452111,0.12156834750111033,0.012454496967175252,1.5862252071164182e-5,8.453769344169103e-8
467,1459.0492813066594,77.72715471322876,5.187725791470682,-0.14707827387206063,-0.01647919819504957,-0.0005715634915492862,0.014249717038905624,0.021035910430447075,0.12156833281919305,0.01244863151100159,1.585414794476403e-5,8.434348659781876e-8
468,1466.8479108222311,78.24518915400067,5.159509681471548,-0.14872905677457815,-0.01653636812114963,-0.0005712360070754387,0.014249717038904996,0.0210359104263428,0.12156831802846382,0.01244272244334184,1.584629835051261e-5,8.415103163833401e-8
469,1474.6982024286635,78.76039372035615,5.1191080427195255,-0.15038555500148354,-0.016593504773622574,-0.0005709071911919115,0.014249717038904349,0.021035910422208495,0.12156830313022926,0.012436770286155564,1.5838698273826798e-5,8.396031929831731e-8
470,1482.5998122084013,79.27154983073007,5.066734845598494,-0.15204776519929275,-0.0166506080233768,-0.000570577096231622,0.014249717038903714,0.02103591041804464,0.12156828812580718,0.01243077556579271,1.5831342753407475e-5,8.377134030543609e-8
