t,obs_term,prior_term,dyn_term,total
1,0.5822584813127771,19.344926679325017,0.0,19.927185160637794
2,0.3785150467513677,0.0,4.008435792730619e8,4.0084357965157694e8
3,3.1892594637550857,0.0,3.213740059796897e8,3.213740091689492e8
4,0.5465623856044192,0.0,2.6003268471344933e8,2.600326852600117e8
5,0.4184184865417886,0.0,2.135725926553982e8,2.135725930738167e8
6,0.3983784222279705,0.0,1.7912074537827542e8,1.7912074577665386e8
7,0.3278996047875268,0.0,1.54166508965078e8,1.541665092929776e8
8,0.39209299622483795,0.0,1.3655177850079817e8,1.3655177889289117e8
9,0.7269635104060865,0.0,1.24458148389463e8,1.2445814911642651e8
10,2.026722559571198,0.0,1.1638858181467535e8,1.1638858384139791e8
11,0.6742847500554421,0.0,1.111429293585973e8,1.1114293003288205e8
12,1.3638557155413191,0.0,1.0778796234591705e8,1.0778796370977277e8
13,2.5489462926961015,0.0,1.0562341338073537e8,1.0562341592968166e8
14,0.7871222521294614,0.0,1.041459191854818e8,1.0414591997260405e8
15,1.8896383047104914,0.0,1.0301282201573975e8,1.0301282390537806e8
16,0.48045154231667475,0.0,1.020075968446689e8,1.0200759732512043e8
17,1.604154281889468,0.0,1.0100832211116567e8,1.0100832371531996e8
18,0.6026651784793358,0.0,9.99601829531579e7,9.996018355582309e7
19,0.3441584237864982,0.0,9.885255405870494e7,9.885255440286337e7
20,0.5589501500818208,0.0,9.770080417091571e7,9.770080472986586e7
21,0.2748791966876427,0.0,9.65326283474531e7,9.65326286223323e7
22,0.8344648999096358,0.0,9.537846397870068e7,9.537846481316558e7
23,0.6462439515737715,0.0,9.426538593040542e7,9.426538657664937e7
24,0.4519781974860218,0.0,9.321379872801001e7,9.32137991799882e7
25,0.3607918114432503,0.0,9.223623659810221e7,9.223623695889403e7
26,0.8291602696082987,0.0,9.133762907657887e7,9.133762990573914e7
27,0.25989209840806293,0.0,9.051647349368694e7,9.051647375357904e7
28,0.6306009745714017,0.0,8.976645967416799e7,8.976646030476896e7
29,0.4544552922884214,0.0,8.907820267024359e7,8.907820312469888e7
30,0.4437823819588178,0.0,8.844084537262714e7,8.844084581640953e7
31,0.5495772011648552,0.0,8.784338676406372e7,8.784338731364092e7
32,0.25487717272684685,0.0,8.727566885969037e7,8.727566911456755e7
33,1.4926972160494665,0.0,8.67290141852326e7,8.67290156779298e7
34,0.4175038163430538,0.0,8.619654627804641e7,8.619654669555023e7
35,0.44002449735742233,0.0,8.56732499884091e7,8.56732504284336e7
36,0.26326325391420097,0.0,8.515583907509433e7,8.515583933835758e7
37,0.84250953455336,0.0,8.464249891840684e7,8.464249976091638e7
38,1.5248064424193826,0.0,8.413256531484206e7,8.41325668396485e7
39,0.3224954971653113,0.0,8.362618918631516e7,8.362618950881065e7
40,0.6472482049113135,0.0,8.312402407380746e7,8.312402472105567e7
41,0.2759247594653211,0.0,8.262696036366531e7,8.262696063959007e7
42,0.25864794099643473,0.0,8.213591862377797e7,8.21359188824259e7
43,0.2557839472469965,0.0,8.165170497889134e7,8.165170523467529e7
44,0.33896955023530995,0.0,8.117492445751464e7,8.117492479648419e7
45,0.3143776015913911,0.0,8.070594368762271e7,8.070594400200032e7
46,0.2589453717726352,0.0,8.024489193955307e7,8.024489219849844e7
47,2.3389108266565835,0.0,7.979168892416838e7,7.979169126307921e7
48,0.3561639967272158,0.0,7.934608848428786e7,7.934608884045185e7
49,0.3407291338639179,0.0,7.890772891126221e7,7.890772925199135e7
50,2.789428565072518,0.0,7.847618267628822e7,7.847618546571678e7
51,0.8829433156300124,0.0,7.805100053225194e7,7.805100141519526e7
52,0.2674801895018783,0.0,7.76317469842038e7,7.7631747251684e7
53,0.2865361822595136,0.0,7.721802587416084e7,7.721802616069703e7
54,3.851831371305423,0.0,7.680949618577458e7,7.680950003760596e7
55,0.5332205603452773,0.0,7.64058791367505e7,7.640587966997106e7
56,1.5706268356561834,0.0,7.600695819602038e7,7.600695976664722e7
57,0.32416215195006715,0.0,7.561257390923834e7,7.56125742334005e7
58,2.7461630789668567,0.0,7.522261540585762e7,7.522261815202071e7
59,0.6452725880033949,0.0,7.483701026026277e7,7.483701090553536e7
60,0.2860940088961808,0.0,7.445571407691288e7,7.445571436300689e7
61,0.25436447671636714,0.0,7.407870081634979e7,7.407870107071427e7
62,2.5583672067060226,0.0,7.370595452045949e7,7.37059570788267e7
63,0.9229189696018872,0.0,7.333746278394276e7,7.333746370686173e7
64,0.25937140961130545,0.0,7.297321205376516e7,7.297321231313658e7
65,0.26942191067210286,0.0,7.261318464621475e7,7.261318491563666e7
66,0.40683994067953977,0.0,7.225735724211794e7,7.225735764895788e7
67,0.4802358878163191,0.0,7.190570054736078e7,7.190570102759667e7
68,0.4132833690850669,0.0,7.155817978953838e7,7.155818020282175e7
69,0.2629536936312564,0.0,7.12147557385834e7,7.12147560015371e7
70,0.43949170540913085,0.0,7.087538598122393e7,7.087538642071563e7
71,0.9979376327181924,0.0,7.05400262368112e7,7.054002723474884e7
72,0.2594946762753015,0.0,7.020863155999717e7,7.020863181949185e7
73,1.9805295895607968,0.0,6.988115733359727e7,6.988115931412686e7
74,0.259704907934678,0.0,6.955756000576268e7,6.955756026546758e7
75,0.6390175335794799,0.0,6.923779756852844e7,6.923779820754598e7
76,0.3270271529812682,0.0,6.892182979873832e7,6.892183012576547e7
77,0.40805232063400193,0.0,6.86096182976994e7,6.860961870575173e7
78,0.48238848583169425,0.0,6.830112638099855e7,6.830112686338703e7
79,0.42967945366940374,0.0,6.799631887035786e7,6.799631930003731e7
80,0.3653210585876184,0.0,6.769516183282083e7,6.769516219814189e7
81,0.2599367123066318,0.0,6.739762230467571e7,6.739762256461242e7
82,0.5391530938021408,0.0,6.710366802988162e7,6.710366856903471e7
83,0.26562990805643033,0.0,6.681326723229395e7,6.681326749792386e7
84,0.3910235154611643,0.0,6.652638843119481e7,6.652638882221833e7
85,2.839468618252282,0.0,6.6243000306689516e7,6.624300314615814e7
86,0.5389834230168289,0.0,6.5963071612938896e7,6.5963072151922315e7
87,1.8789556881626475,0.0,6.568657112886246e7,6.568657300781815e7
88,1.2315239998336973,0.0,6.5413467644968525e7,6.541346887649252e7
89,0.2688003080586548,0.0,6.5143729973833375e7,6.5143730242633685e7
90,0.6091788269303542,0.0,6.487732697593033e7,6.487732758510916e7
91,0.3725674492846263,0.0,6.461422759453355e7,6.4614227967101e7
92,1.7830149895797498,0.0,6.435440089198034e7,6.435440267499533e7
93,1.7925928379462275,0.0,6.409781608337737e7,6.409781787597021e7
94,0.7511753154129859,0.0,6.384444256610596e7,6.3844443317281276e7
95,0.38498168285892564,0.0,6.359424994194973e7,6.359425032693142e7
96,0.2825874937508964,0.0,6.334720803187628e7,6.334720831446377e7
97,0.29288928125513797,0.0,6.3103286885147385e7,6.310328717803667e7
98,0.9576938999294475,0.0,6.28624567818998e7,6.28624577395937e7
99,1.1777189751341137,0.0,6.262468823187911e7,6.262468940959808e7
100,0.29267250282981166,0.0,6.2389951969465144e7,6.2389952262137644e7
101,0.38638081700949417,0.0,6.2158218947216764e7,6.215821933359758e7
102,1.3505271156318808,0.0,6.192946032928425e7,6.1929461679811366e7
103,0.6584919839057742,0.0,6.17036474836619e7,6.170364814215388e7
104,1.7846205142186338,0.0,6.14807519760647e7,6.148075376068521e7
105,0.26615727362313946,0.0,6.126074556435527e7,6.1260745830512546e7
106,0.31269176571313617,0.0,6.104360019407847e7,6.104360050677023e7
107,0.38472282289911575,0.0,6.082928799630132e7,6.0829288381024145e7
