t,obs_term,prior_term,dyn_term,total
1,0.5852950628792131,19.345448965714606,0.0,19.930744028593818
2,0.5001752563768137,0.0,4.008435792730595e8,4.008435797732347e8
3,0.6733945743189022,0.0,3.213740059797013e8,3.2137400665309584e8
4,1.464000115224873,0.0,2.6003268471369147e8,2.6003268617769158e8
5,0.3384020767099114,0.0,2.1357259265636265e8,2.1357259299476472e8
6,0.3156560494112675,0.0,1.7912074538044402e8,1.7912074569610006e8
7,0.5127453592248323,0.0,1.541665089689569e8,1.5416650948170224e8
8,3.4243637344388116,0.0,1.3655177850714335e8,1.3655178193150708e8
9,1.0589032271089942,0.0,1.2445814839840156e8,1.2445814945730479e8
10,1.6566649518295637,0.0,1.1638858182578264e8,1.163885834824476e8
11,2.3200768627866832,0.0,1.1114292937220335e8,1.1114293169228022e8
12,2.95205750735964,0.0,1.0778796236460322e8,1.0778796531666073e8
13,0.5131564325659859,0.0,1.0562341340929505e8,1.0562341392245148e8
14,0.46488015567522234,0.0,1.0414591922604086e8,1.0414591969092101e8
15,1.2920742864707049,0.0,1.0301282206638421e8,1.030128233584585e8
16,0.31687346193567273,0.0,1.0200759689888522e8,1.0200759721575868e8
17,0.31701380825349335,0.0,1.0100832216051674e8,1.0100832247753055e8
18,2.1071574618539035,0.0,9.996018299139462e7,9.99601850985521e7
19,0.745911637077947,0.0,9.885255408313198e7,9.885255482904363e7
20,1.0733558429339554,0.0,9.770080418254489e7,9.770080525590073e7
21,0.2874637399666113,0.0,9.653262834942634e7,9.653262863689008e7
22,0.2899608022525525,0.0,9.537846397455902e7,9.537846426451983e7
23,0.3924802299840486,0.0,9.42653859233136e7,9.426538631579383e7
24,0.47057465988161806,0.0,9.321379872111319e7,9.321379919168785e7
25,0.3834848937365295,0.0,9.223623659496929e7,9.223623697845419e7
26,0.26162763902742914,0.0,9.13376290813156e7,9.133762934294325e7
27,2.522294961400523,0.0,9.05164735111421e7,9.051647603343707e7
28,0.5587257193452355,0.0,8.976645970838585e7,8.976646026711157e7
29,0.28273019520966947,0.0,8.907820272228493e7,8.907820300501512e7
30,0.45877927233800797,0.0,8.844084544115837e7,8.844084589993764e7
