t,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6
1,0.03569033540887074,1.145932828933718,0.47982990223390315,-0.6832100807412583,0.041004386237826984,-0.0013218788645847968
2,0.15256907151028176,1.1905065971911835,0.4123489083915473,-0.6791162515192671,0.040872198352489064,-0.0013218788646740347
3,0.27356846238768845,1.228352712932452,0.34679001387125286,-0.6750356410878356,0.040740010467970565,-0.001321878864915111
4,0.3980253516421204,1.259663319823323,0.2852330543392436,-0.6709682494508218,0.04060782258462752,-0.0013218788654061348
5,0.5253061910623434,1.2848385455759994,0.22933632958534345,-0.6669140766154383,0.04047563470337566,-0.0013218788663079525
6,0.6548257453070145,1.304444347501456,0.18002526494868487,-0.6628731225905745,0.04034344682594636,-0.0013218788679156752
7,0.7860599979936661,1.3191392254542609,0.13865007478503427,-0.6588453873867671,0.04021125895503549,-0.001321878870749793
8,0.9185575346774034,1.3297167006461825,0.10720011998857501,-0.6548308710168909,0.04007907109450007,-0.001321878875665949
9,1.0519562326113774,1.3371692310228078,0.08653474618100203,-0.6508295734962772,0.039946883249621784,-0.0013218788839908608
10,1.1859975255725554,1.3425752083361344,0.07673085862064488,-0.646841494839827,0.03981469542719851,-0.0013218788976826178
11,1.320531057614793,1.347020715450713,0.07761066966927876,-0.6428666350622093,0.03968250763550472,-0.001321878919496455
12,1.455514205408265,1.3515740557271776,0.08922052276423405,-0.6389049941765489,0.039550319884187245,-0.0013218789531517598
13,1.591011391577496,1.3573081677397236,0.11142508000067981,-0.6349565721956764,0.03941813218417158,-0.0013218790034956894
14,1.7271936678317323,1.3652824559501906,0.14219461731856567,-0.631021369129352,0.03928594454750514,-0.0013218790766684383
15,1.8643278746292586,1.3763533524002154,0.17865481106597916,-0.6270993849822487,0.0391537569869182,-0.0013218791802499642
16,2.002752122279153,1.3910898569256271,0.21663278834525393,-0.6231906197522868,0.039021569515212816,-0.0013218793233675493
17,2.1428405618620534,1.4096436817166422,0.25127110283728166,-0.619295073428633,0.03888938214444905,-0.0013218795167476332
18,2.284958223514277,1.4316807944689653,0.2777106820043672,-0.6154127459916449,0.03875719488501802,-0.0013218797726945964
19,2.4294124446886602,1.4563812551709379,0.292079365493864,-0.6115436374133405,0.03862500774471894,-0.0013218801049926718
20,2.576409201630391,1.4825379079626055,0.2923257286443167,-0.6076877476604757,0.03849282072800547,-0.0013218805287371254
21,2.726023500321941,1.508738454460235,0.27781598561848486,-0.603845076697199,0.038360633835516876,-0.001321881060118596
22,2.8781859443362996,1.5335072180028981,0.24855734259873885,-0.6000156244874344,0.03822844706385953,-0.001321881716185675
23,3.0326796097088335,1.5553692424447012,0.20456373821205318,-0.5961993909955047,0.03809626040551579,-0.0013218825146030986
24,3.189140143942829,1.5728509656601888,0.14568624600586205,-0.5923963761865761,0.03796407384877971,-0.0013218834734094558
25,3.347055095008605,1.5844639329054748,0.07103759778395995,-0.5886065800262208,0.037831887377686446,-0.001321884610774198
26,3.505758731654517,1.5886309623842403,-0.020362904764820448,-0.5848300024800781,0.03769970097187241,-0.0013218859447466868
27,3.664422697849268,1.583676802547273,-0.12910542983299825,-0.5810666435147234,0.03756751460643341,-0.0013218874929896
28,3.82204816636987,1.5678671846237808,-0.254375743942931,-0.5773165030991547,0.037435328251882484,-0.0013218892725005375
29,3.977466947559715,1.539549263460917,-0.39354127569615,-0.5735795812083286,0.03730314187434953,-0.0013218912993343945
30,4.129358730770649,1.4973334512490921,-0.5436300435681025,-0.5698558778253872,0.037170955436083626,-0.0013218935883542145
31,4.276279110265209,1.4401273581561054,-0.7014187152596274,-0.5661453929420958,0.03703876889604137,-0.0013218961530268192
32,4.416690557335493,1.3671609274693701,-0.8625408904996933,-0.5624481265603827,0.036906582210557315,-0.0013218990052679077
33,4.549000364886134,1.2781007428650724,-1.0222723414571564,-0.5587640786942213,0.03677439533418852,-0.0013219021553474617
34,4.671606107481154,1.1730858109486526,-1.1771177898855925,-0.5550932493689134,0.036642208220613794,-0.0013219056118684931
35,4.782936737542203,1.0526046662156658,-1.3254731698829425,-0.55143563861839,0.036510020823340095,-0.001321909381811117
36,4.881478086588433,0.9173062492855198,-1.4663740576759314,-0.5477912464830852,0.03637783309615528,-0.0013219134706185902
37,4.9657856962749225,0.7679359432931209,-1.5984710993251074,-0.544160073009997,0.036245644993439664,-0.0013219178823022308
38,5.0344963975875725,0.6053740664806108,-1.7195670664542388,-0.5405421182533794,0.03611345647053783,-0.0013219226195661806
39,5.0863460330442996,0.4307206602843829,-1.8268371829577768,-0.5369373822761933,0.035981267484230035,-0.0013219276839592786
40,5.120194578463263,0.24535824358044916,-1.917411321688212,-0.5333458651501396,0.03584907799329625,-0.0013219330760684456
41,5.135054610083087,0.05095634799881776,-1.9879645616246802,-0.5297675669561107,0.0357168879590815,-0.0013219387957570184
42,5.130122278493605,-0.1504830023474556,-2.0360326636344586,-0.5262024877837604,0.03558469734607607,-0.0013219448424522712
43,5.10480626276301,-0.3567113595384055,-2.060873013094732,-0.5226506277287556,0.03545250612234435,-0.0013219512154802157
44,5.058743799155062,-0.5654060142310963,-2.0630124790896547,-0.5191119868901815,0.035320314259665246,-0.0013219579144256727
45,4.991801759522618,-0.7742969439303732,-2.0443169200823967,-0.5155865653680611,0.03518812173341561,-0.0013219649394937923
46,4.904064690686149,-0.9813007121278536,-2.007744855448129,-0.5120743632608928,0.0350559285222136,-0.0013219722918528505
47,4.795810687091048,-1.1846297340502205,-1.9575444459007605,-0.5085753806636016,0.0349237346073407,-0.0013219799739378625
48,4.667475365977975,-1.3829212413051257,-1.8989215679527587,-0.5050896176653245,0.034791539971954284,-0.0013219879896978033
49,4.51960459433503,-1.5753330536902892,-1.835391546655406,-0.5016170743495088,0.03465934460013293,-0.0013219963447664712
50,4.352810870847786,-1.7613745230774442,-1.768445486002687,-0.49815775079729085,0.034527148476132745,-0.0013220050465622478
51,4.167748305295593,-1.9407041114867198,-1.6996842653889042,-0.49471164708967286,0.03439495158398514,-0.001322014104350438
52,3.9650971589202846,-2.1131403688328643,-1.6317455304201132,-0.4912787633054589,0.03426275390699036,-0.0013220235292783341
53,3.7455426559403753,-2.278765610165988,-1.566650160994852,-0.48785909952121187,0.034130555427168086,-0.001322033334379182
54,3.5097516763380687,-2.43786423826766,-1.5048161159793378,-0.4844526558135367,0.03399835612474157,-0.001322043534536211
55,3.2583605735782397,-2.590762451903158,-1.4455649697836863,-0.48105943226137815,0.033866155977892276,-0.001322054146428962
56,2.9919764692258983,-2.7377186069607573,-1.387814728942991,-0.47767942894737886,0.0337339549626586,-0.001322065188480183
57,2.7111860619260733,-2.8788828599343588,-1.3312256946930539,-0.4743126459580268,0.033601753052941975,-0.001322076680818544
58,2.4165627348058236,-3.01437139755743,-1.2759903364878797,-0.47095908338244546,0.0334695502203785,-0.0013220886452516636
59,2.1086672853901764,-3.1443196531666433,-1.2235431019309826,-0.467618741311806,0.0333373464341432,-0.0013221011052405548
60,1.7880398032166067,-3.269006505275266,-1.1763318721539708,-0.4642916198370081,0.033205141660550434,-0.0013221140858615352
61,1.455180246517823,-3.3889556205211377,-1.136484291080554,-0.46097771904861096,0.03307293586251133,-0.0013221276137361613
62,1.1105255694380165,-3.5049034300254718,-1.105490617295529,-0.4576770390382258,0.03294072899906146,-0.0013221417169256514
63,0.7544316276892934,-3.6177353904561804,-1.084896617178219,-0.4543895798995323,0.03280852102495988,-0.0013221564247952653
64,0.38715800919265336,-3.7284915354781605,-1.0761587763753095,-0.45111534172803835,0.032676311890305954,-0.0013221717678553384
65,0.008853010559479471,-3.8383575471284703,-1.0801267876790044,-0.4478543246228423,0.03254410154021371,-0.0013221877775779203
66,-0.3804578870896662,-3.9486040766486754,-1.0978816661868909,-0.4446065286871865,0.03241188991456054,-0.0013222044861949166
67,-0.7808816703992579,-4.060609876958827,-1.130445278580275,-0.4413719540285964,0.032279676947739186,-0.0013222219264810377
68,-1.1926683143665497,-4.175855887443114,-1.1788938454244293,-0.43815060075986834,0.03214746256844628,-0.0013222401315197438
69,-1.616221262481826,-4.295930669993165,-1.2435899153167569,-0.4349424689995994,0.03201524669948783,-0.0013222591344530074
70,-2.0521046361417867,-4.422459040913776,-1.324172472352801,-0.43174755887460364,0.03188302925771171,-0.0013222789682182567
71,-2.5010432266190867,-4.557029715140348,-1.4202655502854886,-0.4285658705205952,0.0317508101540804,-0.0013222996652868066
72,-2.963918821753574,-4.701193810714132,-1.5316336701964202,-0.42539740408307913,0.03161858929377453,-0.0013223212574071492
73,-3.441767134536064,-4.85647889844107,-1.6569767385549556,-0.4222421597178595,0.03148636657631849,-0.0013223437753543065
74,-3.935770146566567,-5.024282539230917,-1.793580455652918,-0.419100137594632,0.031354141895892126,-0.0013223672486898312
75,-4.44723601749023,-5.205730864134341,-1.9386695082498226,-0.4159713378981295,0.031221915141868457,-0.0013223917055553921
76,-4.977571646512977,-5.401672472687582,-2.089659060648288,-0.4128557608287112,0.03108968619939474,-0.0013224171725094895
77,-5.528255864570729,-5.612697481071338,-2.2440864660005397,-0.4097534066022269,0.03095745494996673,-0.0013224436744077295
78,-6.100814202456637,-5.8391497408484785,-2.398739287455675,-0.40666427545099926,0.030825221272005852,-0.001322471234323037
79,-6.696790516137384,-6.081051859743683,-2.5499316976326587,-0.40358836762527944,0.03069298504154712,-0.0013224998735111857
80,-7.31771249258831,-6.338057862653175,-2.6942729190971275,-0.4005256833935425,0.030560746132999375,-0.0013225296114317414
81,-7.965056267673214,-6.609482696610904,-2.829329107103572,-0.3974762230416699,0.030428504419859115,-0.0013225604658256358
82,-8.640217302738229,-6.894397924057309,-2.9543754066293713,-0.3944399868709398,0.030296259775264442,-0.0013225924528394003
83,-9.344494584979742,-7.1918026224234595,-3.069236725568853,-0.39141697519570123,0.030164012072283634,-0.0013226255871751202
84,-10.079086138066906,-7.500678360003797,-3.172525835286828,-0.38840718834423377,0.03003176118411059,-0.0013226598822467315
85,-10.845081210364405,-7.819867981902536,-3.262443754150325,-0.3854106266604352,0.029899506984408703,-0.0013226953503490315
86,-11.643444336742368,-8.148034435043334,-3.3378652369902766,-0.3824272905032834,0.02976724934769698,-0.0013227320028526678
87,-12.475000718775414,-8.483728141992257,-3.397905842877544,-0.37945718024573183,0.02963498814961867,-0.0013227698504221705
88,-13.340426182180787,-8.825411080972568,-3.4422166612315026,-0.3765002962744967,0.029502723267161565,-0.0013228089032501864
89,-14.240241004149714,-9.171510339079383,-3.4719962528682626,-0.3735566389880014,0.029370454578740497,-0.001322849171301565
90,-15.174814159855787,-9.520572859772264,-3.489337981142168,-0.370626208794074,0.029238181964044034,-0.0013228906645511899
91,-16.144379788241196,-9.871354922868855,-3.4962881179917256,-0.36770900610919005,0.02910590530370036,-0.0013229333931944996
92,-17.149057886897975,-10.222817435472304,-3.494502091133002,-0.3648050313588314,0.028973624478942226,-0.0013229773678257559
93,-18.188872823595922,-10.574086847316117,-3.4854123609484695,-0.361914284978115,0.028841339371300994,-0.0013230225995862312
94,-19.263768770925992,-10.924432854276514,-3.4703570965233728,-0.3590367674117279,0.028709049862314016,-0.0013230691002879059
95,-20.373623563454597,-11.273258969088216,-3.4504238986219593,-0.3561724791143141,0.02857675583324696,-0.001323116882514876
96,-21.518260822323818,-11.62007746478278,-3.4259312366617896,-0.35332142055119675,0.028444457164854855,-0.0013231659597058535
97,-22.697456991880973,-11.964432461198474,-3.3961765079589368,-0.3504835922000914,0.02831215373724463,-0.0013232163462246968
98,-23.910939413203035,-12.305797817994144,-3.359594744308064,-0.34765899455253996,0.028179845429896756,-0.0013232680574346597
