t,dim_1,dim_2,dim_3,dim_4
1,0.015459745529094196,0.08500616027328504,0.20434828560473992,0.0020440352176675602
2,0.012814837652678577,0.07466001384249325,0.1941902660925578,0.002044034217710715
3,0.010655452905553772,0.06531327077460414,0.18407057643095606,0.0020440332177570747
4,0.008911443838557699,0.05691343648486513,0.1740215405954535,0.002044032217808952
5,0.007519821397649569,0.04940690535710776,0.16408366326036072,0.0020440312178705354
6,0.006424382484457054,0.04273893339298505,0.15430305262409388,0.002044030217948269
7,0.005575328266804812,0.036853797353500764,0.1447290028042641,0.0020440292180511264
8,0.004928871147922432,0.031695095173769935,0.13541176544783612,0.0020440282181907973
9,0.004446830593135527,0.027206146685545194,0.1264005441622587,0.0020440272183817757
10,0.004096219747933754,0.023330458066363045,0.11774174280155891,0.002044026218641396
11,0.0038488260237568,0.020012217945991853,0.10947749187207526,0.0020440252189897847
12,0.003680789639648803,0.01719679769049176,0.1016444681976608,0.002044024219449785
13,0.0035721845502677454,0.014831232974652104,0.09427301291864786,0.0020440232200468113
14,0.003506606323194161,0.012864668255445948,0.08738654294229037,0.002044022220808684
15,0.003470771408283333,0.011248750081805143,0.08100124185655823,0.0020440212217654264
16,0.003454131922960073,0.009937959235574874,0.07512600855051911,0.002044020222949042
17,0.0034485096099497797,0.008889875423257334,0.06976263563210924,0.002044019224393275
18,0.0034477520535029643,0.00806537157174145,0.06490618531206785,0.0020440182261333545
19,0.003447413607230704,0.0074287376841980545,0.0605455277186628,0.0020440172282057403
20,0.003444462826457206,0.006947736662280467,0.0566640055152881,0.0020440162306478555
21,0.0034370175403278264,0.006593596491475348,0.05324018904047928,0.002044015233497828
22,0.0034241080682177534,0.00634094472626068,0.050248687764424656,0.0020440142367942377
23,0.003405468500492189,0.006167692321592956,0.04766098642323447,0.0020440132405758643
24,0.0033813554396798238,0.006054874568295461,0.04544627751182521,0.0020440122448814493
25,0.0033523931444194932,0.00598645724118417,0.04357226565511306,0.0020440112497494725
26,0.003319443640838836,0.005949116104663015,0.04200592351791433,0.0020440102552179372
27,0.0032835000664807054,0.005931997688737965,0.04071418316201697,0.002044009261324176
28,0.003245601289637323,0.005926468797772291,0.03966455094640963,0.002044008268104662
29,0.003206765698631286,0.005925861593128114,0.03882563805479725,0.0020440072755948564
30,0.0031679419758823967,0.005925220345310271,0.03816760241382567,0.00204400628382905
31,0.0031299746537540992,0.005921055124351437,0.03766250105519338,0.0020440052928402393
32,0.003093582285422189,0.005911106827769001,0.03728455482114161,0.0020440043026600154
33,0.003059346146021759,0.005894127067612053,0.03701032968622149,0.0020440033133184675
34,0.0030277074985682467,0.005869675580876463,0.036818840860565534,0.0020440023248441057
35,0.0029989716071881873,0.0058379370146918325,0.036691587261149454,0.002044001337263804
36,0.0029733168489694205,0.00579955818775264,0.03661252491231079,0.0020440003506027463
37,0.0029508074577559293,0.00575550625615897,0.0365679884012407,0.0020439993648844056
38,0.002931408621688239,0.005706947624194493,0.036546569712504105,0.0020439983801305247
39,0.0029150028452731395,0.005655146943529255,0.03653896364754549,0.002043997396361115
40,0.002901406671177166,0.005601385139168021,0.036537788652943534,0.0020439964135944622
41,0.0028903870326019805,0.005546895085351441,0.036537391287743276,0.002043995431847157
42,0.002881676670729726,0.005492813325199928,0.0365336418069111,0.002043994451134119
43,0.002874988200886842,0.005440146077829743,0.03652372747342148,0.002043993471468646
44,0.002870026544123096,0.005389747698148734,0.03650594928006161,0.0020439924928624554
45,0.002866499556912497,0.005342309738767658,0.03647952680333967,0.0020439915153257497
46,0.0028641267903602584,0.0052983588011079,0.036444414960010746,0.002043990538867275
47,0.0028626463918924447,0.005258261444349005,0.03640113552016673,0.002043989563494394
48,0.0028618202276054837,0.005222234537016243,0.03635062537238087,0.0020439885892131527
49,0.002861437353310221,0.005190359577861492,0.03629410275333595,0.0020439876160283665
50,0.0028613159981340317,0.005162599671988749,0.03623295195884187,0.0020439866439436955
51,0.002861304247842851,0.005138818017462212,0.03616862645257046,0.00204398567296172
52,0.0028612796274206202,0.005118796930355595,0.03610256978642992,0.0020439847030840363
53,0.002861147785547508,0.005102256606756919,0.03603615334188521,0.002043983734311325
54,0.002860840479087974,0.005088872984014457,0.0359706295913146,0.002043982766643443
55,0.002860313045114189,0.0050782942168342135,0.03590709935688773,0.0020439818000795003
56,0.0028595415328301842,0.005070155423971938,0.035846491403826494,0.002043980834617941
57,0.002858519649384641,0.005064091486310448,0.03578955263637352,0.0020439798702566207
58,0.0028572556531766802,0.00505974778594839,0.03573684715864413,0.0020439789069928846
59,0.0028557693069255173,0.005056788868103481,0.035688762508730223,0.002043977944823635
60,0.002854088981385201,0.005054905083280437,0.03564552146294014,0.0020439769837454027
61,0.0028522489798731947,0.005053817326880701,0.03560719792820895,0.0020439760237544145
62,0.002850287134324344,0.005053280038226556,0.03557373558540045,0.0020439750648466545
63,0.0028482427058117866,0.005053082652110259,0.03554496810612791,0.0020439741070179237
64,0.0028461546066922004,0.005053049714933836,0.03552063993342689,0.002043973150263888
65,0.0028440599479131884,0.005053039885869724,0.03550042678570873,0.00204397219458014
66,0.002841992903641322,0.005052944042889655,0.035483955208506945,0.002043971239962236
67,0.002839983876217359,0.005052682705614902,0.035470820655246045,0.0020439702864057424
68,0.002838058937436509,0.00505220297330973,0.03546060372323151,0.002043969333906272
69,0.0028362395171458825,0.005051475158452485,0.035452884301844956,0.0020439683824595226
70,0.0028345423069662487,0.005050489275526605,0.035447253504939755,0.002043967432061301
71,0.002832979345370635,0.00504925152218386,0.03544332335783668,0.002043966482707556
72,0.002831558250161233,0.00504778086678988,0.03544073429094773,0.002043965534394396
73,0.0028302825653457667,0.00504610583345046,0.03543916055728452,0.002043964587118112
74,0.0028291521912943347,0.005044261553652618,0.03543831374075862,0.00204396364087519
75,0.0028281638696376916,0.005042287133200047,0.035437944557432155,0.0020439626956623293
76,0.002827311697442112,0.0050402233645872084,0.035437843174138346,0.0020439617514764457
77,0.002826587648578808,0.0050381107986188405,0.03543783827975304,0.0020439608083146865
78,0.00282598208373323,0.005035988175097447,0.03543779514552412,0.0020439598661744253
79,0.0028254842340311686,0.005033891200821732,0.03543761290394247,0.002043958925053274
80,0.0028250826466779907,0.0050318516539281915,0.035437221262312135,0.002043957984949072
81,0.0028247655842223267,0.005029896786658491,0.035436576849016556,0.0020439570458598926
82,0.00282452137199577,0.005028048993784544,0.035435659368922484,0.002043956107784037
83,0.002824338690897059,0.0050263257109675885,0.03543446772071843,0.002043955170720025
84,0.0028242068149525726,0.0050247395060375516,0.035433016204391626,0.002043954234666593
85,0.002824115794981639,0.0050232983263105565,0.03543133092247534,0.0020439532996226815
86,0.0028240565912261086,0.005022005866366007,0.0354294464549519,0.002043952365587431
87,0.0028240211589813384,0.005020862022937966,0.03542740286540873,0.002043951432560164
88,0.0028240024921125056,0.005019863406504543,0.035425243075692496,0.002043950500540382
89,0.0028239946298847145,0.005019003882571078,0.03542301062821801,0.0020439495695277485
90,0.00282399263281177,0.00501827511934334,0.0354207478394708,0.0020439486395220836
91,0.002823992533273241,0.005017667122306218,0.03541849433516665,0.002043947710523344
92,0.0028239912665009464,0.005017168740018381,0.03541628594700135,0.002043946782531619
93,0.002823986587231516,0.0050167681290842064,0.03541415394282968,0.0020439458555471107
94,0.002823976976897928,0.005016453169677889,0.0354121245563103,0.002043944929570129
95,0.0028239615457238514,0.005016211826101801,0.035410218778331816,0.002043944004601072
96,0.0028239399335210414,0.005016032449612694,0.035408452370660023,0.0020439430806404235
97,0.002823912212399565,0.00501590402311852,0.035406836061962765,0.0020439421576887344
98,0.002823878794006716,0.005015816349323038,0.03540537588741177,0.0020439412357466163
99,0.002823840343333109,0.005015760185480506,0.035404073635172326,0.0020439403148147257
100,0.002823797700579004,0.0050157273291322624,0.03540292736601555,0.0020439393948937625
101,0.0028237518120729156,0.005015710660057449,0.03540193197579794,0.0020439384759844545
102,0.002823703670786304,0.00501570414421347,0.03540107977442793,0.002043937558087547
103,0.002823654266598196,0.0050157028057039,0.0354003610589989,0.0020439366412038024
104,0.002823604546134493,0.005015702672833239,0.03539976466284401,0.0020439357253339858
105,0.0028235553817387493,0.005015700704129103,0.03539927846623112,0.002043934810478862
106,0.0028235075489225466,0.005015694699873348,0.03539888985815522,0.0020439338966391843
107,0.0028234617114908274,0.005015683204222659,0.03539858614211929,0.002043932983815698
108,0.002823418413436124,0.0050156654024522,0.03539835488186546,0.0020439320720091235
109,0.0028233780766400577,0.005015641017255499,0.03539818418568978,0.0020439311612201632
110,0.0028233410034046516,0.005015610207407796,0.03539806293022695,0.002043930251449488
111,0.002823307382853809,0.005015573471473898,0.03539798092642776,0.002043929342697745
112,0.002823277300290404,0.005015531558635369,0.035397929031882276,0.002043928434965542
113,0.0028232507486606936,0.005015485388141027,0.03539789921469021,0.002043927528253453
114,0.002823227641359437,0.005015435978362716,0.035397884574779714,0.0020439266225620195
115,0.002823207825701263,0.005015384385972832,0.03539787932896087,0.0020439257178917407
116,0.002823191096481113,0.005015331655356734,0.03539787876611722,0.00204392481424308
117,0.0028231772091459866,0.005015278778034755,0.03539787917882508,0.0020439239116164572
118,0.002823165892196947,0.005015226661593846,0.035397877777393366,0.002043923010012259
119,0.0028231568585331945,0.00501517610741739,0.03539787259187414,0.0020439221094308278
120,0.0028231498155353685,0.005015127796347882,0.03539786236704932,0.00204392120987247
121,0.0028231444737626408,0.005015082281317442,0.035397846454782195,0.002043920311337454
122,0.0028231405542059464,0.0050150399859285565,0.03539782470747115,0.0020439194138260133
123,0.002823137794097612,0.0050150012079561565,0.03539779737567986,0.002043918517338344
124,0.002823135951325413,0.005014966126765627,0.035397765012369645,0.0020439176218746105
125,0.0028231348075370244,0.005014934813692008,0.03539772838554284,0.0020439167274349432
126,0.0028231341700492457,0.005014907244498812,0.035397688400535664,0.0020439158340194463
127,0.002823133872696365,0.005014883313122617,0.03539764603268585,0.0020439149416281903
128,0.0028231337757638644,0.005014862846008057,0.03539760227065079,0.002043914050261223
129,0.0028231337651589005,0.0050148456164410046,0.03539755807026962,0.002043913159918566
130,0.0028231337509683346,0.005014831358392609,0.03539751431854978,0.0020439122706002203
131,0.0028231336655494313,0.005014819779488087,0.035397471807110344,0.0020439113823061644
132,0.0028231334612892883,0.005014810572811633,0.0353974312142318,0.0020439104950363595
133,0.002823133108156669,0.00501480342734706,0.035397393094535594,0.00204390960879075
134,0.002823132591156072,0.005014798036934691,0.03539735787524485,0.002043908723569266
135,0.0028231319077784037,0.005014794107694363,0.03539732585794989,0.0020439078393718253
136,0.002823131065527121,0.005014791363924285,0.03539729722481429,0.002043906956198333
137,0.0028231300795828903,0.005014789552534008,0.035397272048201464,0.0020439060740486898
138,0.002823128970655031,0.005014788446108295,0.0353972503027697,0.0020439051929227836
139,0.0028231277630539208,0.005014787844727444,0.03539723187917218,0.0020439043128205013
140,0.00282312648300582,0.005014787576688675,0.035397216598597014,0.00204390343374172
141,0.002823125157220342,0.005014787498285067,0.035397204227491284,0.002043902555686319
142,0.002823123811711151,0.005014787492802831,0.03539719449192122,0.002043901678654173
143,0.002823122470862328,0.005014787468895638,0.03539718709113011,0.002043900802645159
144,0.002823121156726541,0.005014787358488777,0.03539718170995902,0.002043899927659151
145,0.0028231198885360896,0.0050147871143550425,0.03539717802989206,0.0020438990536960273
146,0.0028231186824045373,0.005014786707491179,0.03539717573857513,0.002043898180755668
147,0.002823117551194456,0.005014786124408519,0.03539717453773462,0.0020438973088379555
148,0.0028231165045257437,0.005014785364435282,0.035397174149489535,0.0020438964379427796
149,0.0028231155488989386,0.00501478443711103,0.03539717432110392,0.00204389556807003
150,0.0028231146879088157,0.005014783359737754,0.035397174828271996,0.0020438946992196046
151,0.0028231139225248997,0.005014782155135964,0.035397175477060595,0.0020438938313914086
152,0.0028231132514174896,0.005014780849639817,0.03539717610465816,0.002043892964585346
153,0.0028231126713101078,0.0050147794713519215,0.03539717657909297,0.0020438920988013333
154,0.0028231121773417225,0.005014778048666826,0.03539717679809049,0.002043891234039291
155,0.0028231117634247675,0.005014776609062366,0.03539717668724048,0.002043890370299146
156,0.0028231114225875315,0.005014775178149614,0.035397176197637915,0.002043889507580832
157,0.002823111147291965,0.005014773778965594,0.03539717530315185,0.0020438886458842872
158,0.002823110929720478,0.005014772431488371,0.03539717399746452,0.00204388778520946
