t,dim_1,dim_2,dim_3,dim_4
1,3.0223204343559167,3.566827073544649,-2.1043126151239924,-0.16362543297289084
2,3.1980279869301382,3.4614069111064274,-2.124579830249926,-0.16362543297340004
3,3.368439201729854,3.3549733877671635,-2.1457493627759843,-0.1636254329725989
4,3.5335022791734096,3.247481387620501,-2.1638293932569854,-0.16362543297059287
5,3.6931681547148916,3.13908538586152,-2.1755203409349515,-0.16362543296788415
6,3.8473996116570475,3.0301048368717303,-2.181616217947465,-0.16362543296513488
7,3.9961744237810963,2.9208194940605225,-2.184349880945146,-0.16362543296277654
8,4.139481549896197,2.811397468218091,-2.1855327845997845,-0.16362543296107773
9,4.277316098848858,2.7019162971736637,-2.1863824947665367,-0.16362543296010482
10,4.409675526272583,2.5923926406435553,-2.186940426300283,-0.16362543295990026
11,4.536558072642856,2.48284108760005,-2.1882595582842415,-0.16362543296044824
12,4.657961391263552,2.3732235780797644,-2.192614780103009,-0.16362543296156742
13,4.77387839218576,2.263388307500724,-2.201899777782445,-0.16362543296283077
14,4.884292025392738,2.153088786966845,-2.2156405442482536,-0.16362543296374032
15,4.989173507921071,2.042102227973488,-2.231300812441066,-0.16362543296395549
16,5.088486085231974,1.930332655530961,-2.2467279751926985,-0.16362543296341156
17,5.182190902652521,1.817791724777024,-2.259308404656545,-0.16362543296223833
18,5.270252946182342,1.7046217724669117,-2.2658962071778186,-0.1636254329609029
19,5.352648255115806,1.5911224300591074,-2.2658223790971914,-0.16362543296007692
20,5.429368688927531,1.4776267790980462,-2.2599578340600517,-0.16362543296039805
21,5.50042167227852,1.364424355361249,-2.2484877509728367,-0.16362543296243248
22,5.565828874436812,1.2517954356316983,-2.22927206914097,-0.1636254329668368
23,5.6256286451138005,1.1401273001014753,-2.201828658562402,-0.16362543297447862
24,5.679879316341866,1.0298313350547201,-2.166920449411984,-0.16362543298612686
25,5.728658823185695,0.9212807804896669,-2.1242868673835886,-0.16362543300257204
26,5.772064093398918,0.8148619050941862,-2.0750596886712565,-0.16362543302455274
27,5.810209954630041,0.7109043886617668,-2.020410875150587,-0.1636254330526731
28,5.843226246476237,0.6096793131618562,-1.9638190146519352,-0.16362543308735655
29,5.871252024445881,0.511283830939677,-1.911523466717739,-0.1636254331284843
30,5.894423397096136,0.41550312639914044,-1.8701129463429131,-0.16362543317528733
31,5.9128575005098565,0.3217929480203238,-1.8448306107198849,-0.16362543322635617
32,5.926637701953115,0.2293468863641365,-1.8367123684583906,-0.16362543327995335
33,5.935805752433751,0.1373067365466531,-1.8416820130846254,-0.16362543333448817
34,5.940365585161775,0.04501810413377899,-1.851920107434693,-0.16362543338900698
35,5.94029818792379,-0.04778243332429185,-1.8589539031179902,-0.1636254334434101
36,5.935581967171386,-0.14093466067440322,-1.8574493021290994,-0.16362543349834452
37,5.926210013450733,-0.2340116579653331,-1.8462059050185564,-0.16362543355476422
38,5.9121982664520365,-0.32652648550801716,-1.8240305848743164,-0.16362543361370352
39,5.893588500624391,-0.4179325473206549,-1.7862156121506556,-0.16362543367647972
40,5.870455697661744,-0.5074478606362768,-1.7276626403905049,-0.163625433744978
41,5.842920319584223,-0.5940355254698463,-1.6453705657588136,-0.16362543382147635
42,5.811158420921007,-0.6765085865560091,-1.5382377082780614,-0.1636254339084783
43,5.775406779856733,-0.753625004481341,-1.409974130858366,-0.16362543400838325
44,5.7359596482315895,-0.8243282432921127,-1.2670798170265098,-0.1636254341230089
45,5.693155973275008,-0.8878867662035014,-1.1150867329231628,-0.16362543425355677
46,5.647364362599685,-0.9438456346556314,-0.9596563787941467,-0.16362543440067787
47,5.598969096130846,-0.9920329851315158,-0.807210895789397,-0.163625434564398
48,5.548355021047609,-1.0325980612901984,-0.6631054031712604,-0.16362543474411748
49,5.495892823046774,-1.0659578626022232,-0.5320333921935383,-0.16362543493875686
50,5.44192647728173,-1.0927640632640643,-0.41788460702293945,-0.16362543514676317
51,5.386762508117697,-1.1138628245986826,-0.32274784659018013,-0.16362543536629673
52,5.330662520303229,-1.1302047477662749,-0.24925188422750966,-0.1636254355952998
53,5.273837305433262,-1.1428718726278675,-0.20148588366826692,-0.16362543583136283
54,5.216438445396097,-1.1531506974523913,-0.18186987406096536,-0.16362543607170152
55,5.158550165114806,-1.1624487218367068,-0.19003070722133625,-0.16362543631344986
56,5.100186785587173,-1.1721547880699161,-0.22314558990630456,-0.1636254365538879
57,5.041296713858536,-1.1835165988639578,-0.2736581175495127,-0.16362543679080538
58,4.981775410648047,-1.197404036452601,-0.3312976344064824,-0.16362543702295468
59,4.921487686219703,-1.2141734502994164,-0.38593125874498335,-0.16362543725012305
60,4.860293194193921,-1.2336745455347193,-0.4303765326962691,-0.16362543747303598
61,4.798068090053979,-1.2553979046011683,-0.46090220243019625,-0.1636254376929317
62,4.734718662576854,-1.2786475473730496,-0.4731992045961082,-0.16362543791143125
63,4.670191378681943,-1.3025120403206276,-0.4637689187862482,-0.16362543813060484
64,4.604482655883632,-1.3259050189394745,-0.4322608283450843,-0.16362543835271043
65,4.537643669081154,-1.3477225929887018,-0.37973288989343007,-0.16362543857994802
66,4.4697794647160105,-1.3669137701286356,-0.3066119023913499,-0.16362543881442893
67,4.40104709927927,-1.3824488977343061,-0.21469191080426056,-0.163625439058198
68,4.331652877797475,-1.3933880256187652,-0.10766768261147652,-0.16362543931298207
69,4.261845483489617,-1.3989759421158825,0.012988578797328038,-0.16362543958021206
70,4.19190951249698,-1.3985310455055482,0.1470886200496589,-0.16362543986128275
71,4.122163407954822,-1.3913811466240162,0.2916154972774334,-0.16362544015744726
72,4.05295545574791,-1.3770049036122611,0.440712132089649,-0.16362544046948338
73,3.9846526888718548,-1.3551738287104234,0.589245049895692,-0.1636254407975712
74,3.9176271417207267,-1.3259161077604742,0.7334401241967429,-0.1636254411414614
75,3.8522447255983634,-1.2894486329945878,0.8701179565544203,-0.16362544150053834
76,3.788856531453411,-1.2461472665573907,0.9973774814708152,-0.16362544187392747
77,3.727792480033085,-1.1964829238207881,1.1138966316371648,-0.16362544226060008
78,3.6693572963606877,-1.1409926236059682,1.219376232351777,-0.16362544265942816
79,3.6138284751656715,-1.0802283432838276,1.313296090708404,-0.16362544306927923
80,3.561455268134095,-1.0147680699885087,1.3940887314749109,-0.16362544348889077
81,3.512456063424753,-0.9452681644923357,1.4590724901459566,-0.16362544391680836
82,3.4670130843453584,-0.8725190709329576,1.5046551195129765,-0.1636254443512292
83,3.425264541912609,-0.7974908459596606,1.5299018797069805,-0.1636254447900873
84,3.387298970166958,-0.7212002830805115,1.536738510115421,-0.1636254452313959
85,3.3531564750336025,-0.6445678889188189,1.5293377303509315,-0.1636254456734607
86,3.322836349873546,-0.5683055340452168,1.5142734219510225,-0.16362544611515176
87,3.2963105104008292,-0.49279639480795506,1.4978555355613306,-0.16362544655602676
88,3.273539603651032,-0.418108150012455,1.4842185578010303,-0.16362544699617776
89,3.2544860601450796,-0.3441017540885684,1.474645992229838,-0.163625447435983
90,3.239120868900182,-0.27057398633542007,1.4676026866139797,-0.16362544787579741
91,3.227423262674831,-0.19739838379346505,1.4609016362229292,-0.1636254483157602
92,3.2193760626286227,-0.1245578338196869,1.454272326840961,-0.16362544875586826
93,3.2149626055262477,-0.05204874946773515,1.4501679850096085,-0.16362544919623148
94,3.21416946851951,0.020255117824656138,1.4500540074847863,-0.1636254496372218
95,3.2169913794125296,0.09255328642247097,1.4512996320201503,-0.16362545007914148
96,3.2234297552527678,0.16491373645434526,1.4491265013844545,-0.16362545052189245
97,3.2334834414314284,0.23716552994925091,1.4410450482208221,-0.16362545096495423
98,3.2471396131331027,0.3090132508975386,1.4257385583920155,-0.1636254514076806
99,3.2643690381603023,0.38009564744644525,1.4006990882873733,-0.16362545184920277
100,3.2851212867020076,0.4499260704309329,1.365510448719061,-0.16362545228847503
101,3.3093210692415083,0.5179970614454302,1.3207810052804385,-0.16362545272450627
102,3.3368684917449736,0.5838315801855454,1.2676492924765603,-0.16362545315635818
103,3.3676412246181524,0.6470095132293179,1.2080447506715986,-0.16362545358328154
104,3.40149834881742,0.7072072191091706,1.1435445642058812,-0.16362545400469264
105,3.438284739056213,0.7641799152931275,1.0796029077759628,-0.16362545442030782
106,3.4778398368556234,0.817955528291873,1.025226818116828,-0.1636254548306457
107,3.5200157424567884,0.8690123365807777,0.9876384250379207,-0.16362545523707886
108,3.5646974984508466,0.9181897252153473,0.9696092557910972,-0.16362545564150946
109,3.611815585787167,0.9664656554685959,0.9701390071049778,-0.16362545604589948
110,3.661348129360763,1.014768073491791,0.9857207659751366,-0.1636254564519883
111,3.7133152681878734,1.063849579805048,1.0095947866589494,-0.16362545686099772
112,3.7677663258021523,1.1141247874517621,1.033837227472363,-0.16362545727335864
113,3.824761449604263,1.1656121173007064,1.0527905873546526,-0.16362545768879236
114,3.8843546355112735,1.218047115109643,1.064880962924674,-0.16362545810663812
115,3.946584683182388,1.271086631717795,1.070259750580886,-0.16362545852621418
116,4.0114734300882855,1.3243950877334527,1.0683580542079536,-0.16362545894680797
117,4.079025221815952,1.3776084589980848,1.0580320074664542,-0.16362545936762676
118,4.1492247755603024,1.4303055279426777,1.03823166834437,-0.163625459787747
119,4.222034434423806,1.4820125798434123,1.0098105740564411,-0.16362546020622323
120,4.29739392055375,1.5322985768900268,0.9755425196580411,-0.16362546062230715
121,4.375224867514612,1.58087117127469,0.9364163938911908,-0.163625461035493
122,4.455435538684885,1.6274874593215711,0.8923149011856775,-0.16362546144525786
123,4.537921895036989,1.671898672801522,0.842993816043091,-0.1636254618511052
124,4.622567160887571,1.7138438320836198,0.7868775194765144,-0.16362546225241997
125,4.709239542058826,1.7529831764602821,0.7241716723927716,-0.16362546264849226
126,4.797790508522901,1.788987228386565,0.6569868922172207,-0.16362546303875172
127,4.8880576944559895,1.8216320413154774,0.5863501439217308,-0.16362546342281603
128,4.979868824341977,1.8507450168789183,0.5115058685353656,-0.16362546380030316
129,5.073042047490017,1.8761157787309652,0.43112885049484906,-0.16362546417071783
130,5.167383340550179,1.8974676895843006,0.34568249845576865,-0.16362546453348736
131,5.2626854214916206,1.9145472827250618,0.25769480621630286,-0.16362546488822066
132,5.358731495416977,1.9272274912461422,0.16860404071527654,-0.16362546523475174
133,5.455300215716871,1.935453161514222,0.07822384290029046,-0.1636254655729671
134,5.552167246038918,1.9391598218257924,-0.01292079203493611,-0.16362546590274127
135,5.649105678723059,1.9383092503178687,-0.1031434381581153,-0.16362546622408197
136,5.7458888033625115,1.9329475464891281,-0.1913833036428234,-0.16362546653714896
137,5.842293541729132,1.9231738494339645,-0.27805643361870114,-0.1636254668421369
138,5.93810125535217,1.9090664958517767,-0.3634122009924519,-0.16362546713917686
139,6.033096905372018,1.8906913539334051,-0.44751206629597634,-0.16362546742841244
140,6.127068671416293,1.8681112188847966,-0.5324160043587791,-0.16362546770988892
141,6.219805302142521,1.8412858870001112,-0.620607261995217,-0.1636254679833816
142,6.311090428301865,1.8100509922456953,-0.7130645568147387,-0.16362546824849578
143,6.400698237787138,1.774193232778374,-0.810287882693484,-0.16362546850477255
144,6.4883916322258814,1.7334743069409215,-0.911695334133698,-0.16362546875173442
145,6.57392232244367,1.6876850083860444,-1.014579992272976,-0.1636254689890781
146,6.657034940851322,1.6367514768317473,-1.1160355615228896,-0.163625469216812
147,6.737474061029109,1.580745166832083,-1.2151465543661224,-0.16362546943515094
148,6.81498897702283,1.5197833072045253,-1.3123043181496499,-0.1636254696443143
