order\scenario,pos_only_constant_2000,pos_only_piecewise_mixed_2000,pos_only_sin_f02_2000
1,0.8965463684005931,0.2581002276197439,0.059501038726602534
2,0.9637254555905965,0.11886253028390728,0.02476358463359237
3,0.9985897294884397,0.6662416298995415,0.997441819508239
4,0.9680068728733751,NaN,NaN
5,0.8733828471884623,NaN,NaN
6,0.9789803456164634,NaN,NaN
7,0.942711628544482,NaN,NaN
8,0.9718030575796573,NaN,NaN
