order\scenario,pos_only_constant_2000,pos_only_piecewise_mixed_2000,pos_only_sin_f02_2000
1,1467.509399050101,143844.57361757086,139374.06682834317
2,1491.875053291049,137212.29366388064,139412.50067679904
3,1774.8899272695035,18687.67418095694,11502.429287326275
4,1766.4274483313857,18449.197416422216,11526.333940353456
5,1822.6664466483926,18261.395100696624,11626.703665917943
6,1858.1871045900916,18561.081606428597,11635.2472218092
7,1812.88303906683,18582.904192051545,11561.547243441571
8,2668.0717533665884,19004.093070124727,11488.016741229163
9,NaN,NaN,NaN
