order\scenario,pos_only_constant_2000,pos_only_piecewise_mixed_2000,pos_only_sin_f02_2000
1,1.0,0.002,0.0
2,0.9670000000000001,0.0024999999999999996,0.001
3,0.9498333333333333,0.29550000000000004,0.22766666666666668
4,0.962625,0.471875,0.171375
5,0.9532,0.5756,0.3724
6,0.9004166666666666,0.6444166666666667,0.2594166666666667
7,0.9417142857142858,0.6350714285714286,0.3905714285714286
8,0.9517500000000001,0.6481250000000001,0.432625
