order\scenario,pos_only_constant_2000,pos_only_piecewise_mixed_2000,pos_only_sin_f02_2000
1,0.01020495587455365,4.8083604191386256,3.53554237153439
2,0.019279080322010502,4.660808609480951,3.531991908380537
3,0.12040848502587094,1.4181526356617948,0.2996874475091835
4,0.11383156213391793,1.4239050555099322,0.2978002935508519
5,0.11543022239611109,1.4257093872675977,0.28672464538275927
6,0.1195854631751599,1.4217182077554564,0.2735097656050864
7,0.10549336393251284,1.419915830690296,0.28155694262587444
8,0.39846714647610165,1.4181990865192435,0.2934984696177581
