iteration,free_energy
1,11561.547243441571
2,11561.547243441571
3,11561.547243441571
4,11561.547243441571
5,11561.547243441571
6,11561.547243441571
7,11561.547243441571
8,11561.547243441571
9,11561.547243441571
10,11561.547243441571
11,11561.547243441571
12,11561.547243441571
13,11561.547243441571
14,11561.547243441571
15,11561.547243441571
16,11561.547243441571
17,11561.547243441571
18,11561.547243441571
19,11561.547243441571
20,11561.547243441571
21,11561.547243441571
22,11561.547243441571
23,11561.547243441571
24,11561.547243441571
25,11561.547243441571
26,11561.547243441571
27,11561.547243441571
28,11561.547243441571
29,11561.547243441571
30,11561.547243441571
31,11561.547243441571
32,11561.547243441571
33,11561.547243441571
34,11561.547243441571
35,11561.547243441571
36,11561.547243441571
37,11561.547243441571
38,11561.547243441571
39,11561.547243441571
40,11561.547243441571
41,11561.547243441571
42,11561.547243441571
43,11561.547243441571
44,11561.547243441571
45,11561.547243441571
46,11561.547243441571
47,11561.547243441571
48,11561.547243441571
49,11561.547243441571
50,11561.547243441571
51,11561.547243441571
52,11561.547243441571
53,11561.547243441571
54,11561.547243441571
55,11561.547243441571
56,11561.547243441571
57,11561.547243441571
58,11561.547243441571
59,11561.547243441571
60,11561.547243441571
61,11561.547243441571
62,11561.547243441571
63,11561.547243441571
64,11561.547243441571
65,11561.547243441571
66,11561.547243441571
67,11561.547243441571
68,11561.547243441571
69,11561.547243441571
70,11561.547243441571
71,11561.547243441571
72,11561.547243441571
73,11561.547243441571
74,11561.547243441571
75,11561.547243441571
76,11561.547243441571
77,11561.547243441571
78,11561.547243441571
79,11561.547243441571
80,11561.547243441571
81,11561.547243441571
82,11561.547243441571
83,11561.547243441571
84,11561.547243441571
85,11561.547243441571
86,11561.547243441571
87,11561.547243441571
88,11561.547243441571
89,11561.547243441571
90,11561.547243441571
91,11561.547243441571
92,11561.547243441571
93,11561.547243441571
94,11561.547243441571
95,11561.547243441571
96,11561.547243441571
97,11561.547243441571
98,11561.547243441571
99,11561.547243441571
100,11561.547243441571
