step,position,velocity,action
110,0.7273580362430417,-0.007893380015575335,0.45295972037033105
111,0.7230115233871605,-0.004346512855881238,1.2229808051441085
112,0.7259304183655197,0.002918894978359267,1.7808997606110983
113,0.7242067516876395,-0.001723666677880254,0.7992574984008665
114,0.7221670088901457,-0.0020397427974937106,0.9989220801033412
115,0.7283513135893709,0.006184304699225186,2.184721741511769
116,0.7123855373600128,-0.015965776229358172,0.23709514943058715
117,0.7058134410572738,-0.006572096302738958,2.184721741511769
118,0.696941146558221,-0.008872294499052809,0.8870945468754273
119,0.6963905261785864,-0.0005506203796346171,2.184721741511769
120,0.69783880289253,0.0014482767139435693,1.2146329230326034
121,0.7002050741414495,0.0023662712489194784,1.1422595243327738
122,0.7030172429257849,0.002812168784335399,1.110556303600045
123,0.7120353410984414,0.009018098172656374,1.808821844786131
124,0.7094483626733161,-0.002586978425125192,0.5663757698882765
125,0.7057860536210989,-0.0036623090522172504,0.9693555360916885
126,0.7101336937024466,0.004347640081347713,2.184721741511769
127,0.7063595196645801,-0.003774174037866479,0.6764364826102923
128,0.7032593994994868,-0.0031001201650932633,1.0740636251887843
129,0.7072459696756929,0.003986570176206086,1.8835595358796173
130,0.7070921973565444,-0.00015377231914851658,0.8470237822643976
131,0.7116524221978705,0.004560224841326094,1.4754330298930387
132,0.7232786773812722,0.011626255183401615,2.0682735372784107
133,0.7269835461224954,0.0037048687412232044,0.7008449190134463
134,0.7329303070846066,0.005946760962111174,1.2114397312730287
135,0.7390680923042908,0.006137785219684236,1.0665513969060396
136,0.7447328085222622,0.005664716217971363,1.0171272341027255
137,0.735617787778803,-0.009115020743459146,0.43178073615078977
138,0.7357323792907295,0.00011459151192653311,2.184721741511769
139,0.7358864728113232,0.00015409352059364903,1.0160645968992708
140,0.7323820141799151,-0.003504458631408181,0.8213836659201948
141,0.7255710541143946,-0.006810960065520469,0.8242807987162915
142,0.7170620578101641,-0.00850899630423049,0.8934846142070764
143,0.717308318374682,0.0002462605645179791,2.184721741511769
144,0.7254399249505279,0.008131606575845919,2.184721741511769
145,0.7201925410250818,-0.005247383925446093,0.495431121255856
146,0.7234453819047919,0.0032528408797100755,2.184721741511769
147,0.719283037442373,-0.004162344462418942,0.6877454507471212
148,0.7141076161042299,-0.005175421338143065,0.9513535052453042
149,0.7172864735047726,0.0031788574005427173,2.184721741511769
150,0.7215193940172563,0.004232920512483654,1.1315871450097794
151,0.7110636691777528,-0.010455724839503484,0.4455439431786762
152,0.7094200861935316,-0.0016435829842211466,2.184721741511769
153,0.6967632608403335,-0.012656825353198113,0.5524418064010072
154,0.6928023105323022,-0.003960950308031286,2.184721741511769
155,0.6965725246808215,0.0037702141485193436,2.184721741511769
156,0.676766934320272,-0.01980559036054947,0.21253280122910426
157,0.6658833023420299,-0.01088363197824218,2.184721741511769
158,0.652501661217777,-0.013381641124252847,0.9049086525832493
159,0.6467780628779578,-0.005723598339819169,2.184721741511769
160,0.6477956425494726,0.0010175796715148483,2.184721741511769
161,0.654907262010796,0.007111619461323278,2.184721741511769
162,0.6616875609186906,0.006780298907894632,1.172037686767516
163,0.6662486590060391,0.004561098087348472,1.0265007656470448
164,0.6703058268095129,0.004057167803473722,1.1181088315058165
165,0.6604891863451093,-0.009816640464403548,0.508562724800224
166,0.6543353202931228,-0.006153866051986499,1.3706098145394618
167,0.6551647575485646,0.0008294372554418367,2.184721741511769
168,0.6603381048796861,0.005173347331121493,1.629087403726934
169,0.6657452503151028,0.005407145435416698,1.1903237139983864
170,0.6699833585170449,0.004238108201942103,1.0787067386637585
171,0.6792685173775896,0.009285158860544714,1.7599961862660851
172,0.678069512458398,-0.0011990049191916187,0.6343143574845754
173,0.6794251939264094,0.0013556814680114257,1.2992204074041929
174,0.667511434376535,-0.011913759549874385,0.5119496927242031
175,0.6634970193581256,-0.004014415018409503,2.184721741511769
176,0.6664893683100471,0.0029923489519215543,2.184721741511769
177,0.6758643974156878,0.009375029105640694,2.184721741511769
178,0.6722578179416259,-0.0036065794740619724,0.5505420573206474
179,0.6758401363065399,0.003582318364914093,2.184721741511769
180,0.6721683978039373,-0.003671738502602627,0.7408336287793212
181,0.6756898181309248,0.0035214203269874553,2.184721741511769
182,0.678395948617737,0.002706130486812272,1.0729219893972457
183,0.6772664543923188,-0.001129494225418172,0.8898592279652003
184,0.6795631543634684,0.0022966999711495698,1.3937092326492075
185,0.6750976675469428,-0.0044654868165256364,0.752118582989217
186,0.6779783625414473,0.002880694994504468,2.184721741511769
187,0.6767886348928787,-0.0011897276485686135,0.8794638427053058
188,0.6788307266805889,0.002042091787710254,1.3725521486614531
189,0.6848820485580724,0.00605132187748356,1.5020335282118191
190,0.6974705778837282,0.012588529325655781,2.184721741511769
191,0.7119369416198982,0.014466363736169968,1.3218361404153354
192,0.7025378812655446,-0.00939906035435351,0.22351048536900875
193,0.7016460837071172,-0.0008917975584274151,2.184721741511769
194,0.704435806206237,0.0027897224991197747,1.3589577481409592
195,0.7114536080431277,0.007017801836890703,1.4585728759991305
196,0.719457217879198,0.008003609836070277,1.1654248302389663
197,0.729072143976568,0.009614926097369983,1.2088065940716661
198,0.7366175560334836,0.007545412056915467,0.9570126110984976
199,0.74606352332259,0.009445967289106356,1.1974681193786376
200,0.7391038478709301,-0.006959675451659916,0.39412065274954267
201,0.73802055259976,-0.0010832952711701468,1.4448364439561132
202,0.7344513473717088,-0.0035692052280511533,0.8690407687259835
203,0.7292139777561687,-0.00523736961554009,0.9015593040957007
204,0.7326778052786933,0.003463827522524651,2.184721741511769
205,0.7252288405587101,-0.007448964719983228,0.5553164628647939
206,0.7177406947480742,-0.0074881458106358795,0.980259377088502
207,0.7175445301243825,-0.0001961646236917705,1.743085987289678
208,0.7209705528553481,0.003426022730965629,1.3215960619056204
209,0.7158859832164228,-0.005084569638925191,0.6489654786612711
210,0.719187367145361,0.003301383928938244,2.184721741511769
211,0.7242069053485726,0.005019538203211559,1.179803255506244
212,0.7255914296364014,0.001384524287828908,0.8576125777031229
213,0.7252937892799786,-0.00029764035642289993,0.9373117688875541
214,0.7232346303515518,-0.0020591589284267367,0.9243775373892427
215,0.721765685494407,-0.0014689448571447161,1.0543842435022335
216,0.7124505121370716,-0.009315173357335418,0.6548055129933795
217,0.7118654567730573,-0.0005850553640142087,2.184721741511769
218,0.7079250358813236,-0.003940420891733763,0.857612639672771
219,0.7088965675564642,0.0009715316751406078,1.4495576464499713
220,0.7118373968762164,0.0029408293197521612,1.2003242469319544
221,0.7190556296683381,0.007218232792121731,1.4448795736675288
222,0.7273678982715515,0.008312268603213307,1.161885693602662
223,0.7277811806461706,0.0004132823746190936,0.6852062181591025
224,0.7299408367929087,0.0021596561467380655,1.14487878165991
225,0.7214371486313853,-0.008503688161523311,0.5613480765434816
226,0.71854228338146,-0.002894865249925299,1.4408605595550652
227,0.7111810291552275,-0.007361254226232489,0.7886640897931152
228,0.7123251843899933,0.0011441552347657355,2.184721741511769
229,0.7055665788387188,-0.006758605551274527,0.6706366318725109
230,0.7021400108061687,-0.003426568032550023,1.2577401826389303
231,0.6970443311898924,-0.005095679616276334,0.9411639802075018
232,0.6998951299372493,0.0028507987473569835,2.184721741511769
233,0.6941676645126234,-0.005727465424625988,0.6625382219696077
234,0.6963808995881241,0.002213235075500773,2.184721741511769
235,0.6832891903722836,-0.013091709215840498,0.4384793696520375
236,0.6786098267498878,-0.004679363622395807,2.184721741511769
237,0.6813857379846916,0.0027759112348037726,2.184721741511769
238,0.6717189541878297,-0.009666783796861915,0.5419563231242854
239,0.6698334937265835,-0.0018854604612462134,2.184721741511769
240,0.6656719526611561,-0.004161541065427467,0.9598508071172893
241,0.6685876045808369,0.0029156519196808436,2.184721741511769
242,0.673804268211682,0.005216663630845168,1.3389954827327237
243,0.672943957955783,-0.0008603102558990897,0.8007179474206114
244,0.6790152070203695,0.006071249064586538,2.184721741511769
245,0.6701554856658773,-0.008859721354492176,0.4746742386390414
246,0.668956850286666,-0.001198635379211395,2.184721741511769
247,0.6570405989353219,-0.011916251351344147,0.5977476405754041
248,0.6527544444964485,-0.004286154438873396,2.184721741511769
249,0.6552234168843283,0.002468972387879742,2.184721741511769
250,0.655752159361084,0.0005287424767557308,1.0274623207717053
251,0.6608411398847073,0.0050889805236232905,1.6599080952178635
