iteration,free_energy
1,1798.4993679657255
2,1798.4993679657255
3,1798.4993679657255
4,1798.4993679657255
5,1798.4993679657255
6,1798.4993679657255
7,1798.4993679657255
8,1798.4993679657255
9,1798.4993679657255
10,1798.4993679657255
11,1798.4993679657255
12,1798.4993679657255
13,1798.4993679657255
14,1798.4993679657255
15,1798.4993679657255
16,1798.4993679657255
17,1798.4993679657255
18,1798.4993679657255
19,1798.4993679657255
20,1798.4993679657255
21,1798.4993679657255
22,1798.4993679657255
23,1798.4993679657255
24,1798.4993679657255
25,1798.4993679657255
26,1798.4993679657255
27,1798.4993679657255
28,1798.4993679657255
29,1798.4993679657255
30,1798.4993679657255
31,1798.4993679657255
32,1798.4993679657255
33,1798.4993679657255
34,1798.4993679657255
35,1798.4993679657255
36,1798.4993679657255
37,1798.4993679657255
38,1798.4993679657255
39,1798.4993679657255
40,1798.4993679657255
41,1798.4993679657255
42,1798.4993679657255
43,1798.4993679657255
44,1798.4993679657255
45,1798.4993679657255
46,1798.4993679657255
47,1798.4993679657255
48,1798.4993679657255
49,1798.4993679657255
50,1798.4993679657255
51,1798.4993679657255
52,1798.4993679657255
53,1798.4993679657255
54,1798.4993679657255
55,1798.4993679657255
56,1798.4993679657255
57,1798.4993679657255
58,1798.4993679657255
59,1798.4993679657255
60,1798.4993679657255
61,1798.4993679657255
62,1798.4993679657255
63,1798.4993679657255
64,1798.4993679657255
65,1798.4993679657255
66,1798.4993679657255
67,1798.4993679657255
68,1798.4993679657255
69,1798.4993679657255
70,1798.4993679657255
71,1798.4993679657255
72,1798.4993679657255
73,1798.4993679657255
74,1798.4993679657255
75,1798.4993679657255
76,1798.4993679657255
77,1798.4993679657255
78,1798.4993679657255
79,1798.4993679657255
80,1798.4993679657255
81,1798.4993679657255
82,1798.4993679657255
83,1798.4993679657255
84,1798.4993679657255
85,1798.4993679657255
86,1798.4993679657255
87,1798.4993679657255
88,1798.4993679657255
89,1798.4993679657255
90,1798.4993679657255
91,1798.4993679657255
92,1798.4993679657255
93,1798.4993679657255
94,1798.4993679657255
95,1798.4993679657255
96,1798.4993679657255
97,1798.4993679657255
98,1798.4993679657255
99,1798.4993679657255
100,1798.4993679657255
