iteration,free_energy
1,139374.06682834317
2,139374.06682834317
3,139374.06682834317
4,139374.06682834317
5,139374.06682834317
6,139374.06682834317
7,139374.06682834317
8,139374.06682834317
9,139374.06682834317
10,139374.06682834317
11,139374.06682834317
12,139374.06682834317
13,139374.06682834317
14,139374.06682834317
15,139374.06682834317
16,139374.06682834317
17,139374.06682834317
18,139374.06682834317
19,139374.06682834317
20,139374.06682834317
21,139374.06682834317
22,139374.06682834317
23,139374.06682834317
24,139374.06682834317
25,139374.06682834317
26,139374.06682834317
27,139374.06682834317
28,139374.06682834317
29,139374.06682834317
30,139374.06682834317
31,139374.06682834317
32,139374.06682834317
33,139374.06682834317
34,139374.06682834317
35,139374.06682834317
36,139374.06682834317
37,139374.06682834317
38,139374.06682834317
39,139374.06682834317
40,139374.06682834317
41,139374.06682834317
42,139374.06682834317
43,139374.06682834317
44,139374.06682834317
45,139374.06682834317
46,139374.06682834317
47,139374.06682834317
48,139374.06682834317
49,139374.06682834317
50,139374.06682834317
51,139374.06682834317
52,139374.06682834317
53,139374.06682834317
54,139374.06682834317
55,139374.06682834317
56,139374.06682834317
57,139374.06682834317
58,139374.06682834317
59,139374.06682834317
60,139374.06682834317
61,139374.06682834317
62,139374.06682834317
63,139374.06682834317
64,139374.06682834317
65,139374.06682834317
66,139374.06682834317
67,139374.06682834317
68,139374.06682834317
69,139374.06682834317
70,139374.06682834317
71,139374.06682834317
72,139374.06682834317
73,139374.06682834317
74,139374.06682834317
75,139374.06682834317
76,139374.06682834317
77,139374.06682834317
78,139374.06682834317
79,139374.06682834317
80,139374.06682834317
81,139374.06682834317
82,139374.06682834317
83,139374.06682834317
84,139374.06682834317
85,139374.06682834317
86,139374.06682834317
87,139374.06682834317
88,139374.06682834317
89,139374.06682834317
90,139374.06682834317
91,139374.06682834317
92,139374.06682834317
93,139374.06682834317
94,139374.06682834317
95,139374.06682834317
96,139374.06682834317
97,139374.06682834317
98,139374.06682834317
99,139374.06682834317
100,139374.06682834317
