t,mu,var,truth,obs,residual,abs_residual,residual2
187.0,-5.378655727934453,5.9518688100804855,-1.489990258141988,0.034408934244432254,3.8886654697924654,3.8886654697924654,15.121719135956257
188.0,-5.824131421631841,5.955298254695917,-0.4953564087836742,-2.5149763332046895,5.328775012848166,5.328775012848166,28.395843137554976
189.0,-5.703852266920103,5.954023169051597,0.5042268780681477,4.082201140942155,6.208079144988251,6.208079144988251,38.54024667043806
190.0,-5.235596535277866,5.950090079529657,1.4987720966295235,3.1095427099236597,6.734368631907389,6.734368631907389,45.351720870418205
191.0,-4.0816746524962895,5.948470713612456,2.478342079829598,13.006112559741767,6.560016732325888,6.560016732325888,43.03381952839562
192.0,-2.9368274230543747,5.948465526089358,3.433149288198987,5.858333485884714,6.369976711253361,6.369976711253361,40.57660330191019
193.0,-1.9874726785428956,5.948087525830229,4.353653603728932,3.961713208257365,6.341126282271828,6.341126282271828,40.209882527718534
194.0,-0.5601033500146743,5.951743323608132,5.230657651576994,6.389005531750427,5.790761001591668,5.790761001591668,33.532912977554936
195.0,0.5457503841069363,5.955274195916893,6.0553986971960105,2.733424747489984,5.509648313089074,5.509648313089074,30.35622453392528
196.0,1.9575488967896284,5.961606728690502,6.819636200681356,6.455160541374343,4.862087303891728,4.862087303891728,23.63989295066513
197.0,3.019408701873891,5.966751053806122,7.515734153521506,6.342941054183533,4.496325451647615,4.496325451647615,20.21694256713413
198.0,3.7507109042001074,5.968824359280933,8.136737375071053,6.508186505175122,4.386026470870946,4.386026470870946,19.237228203180646
199.0,4.408071318689227,5.968265879702277,8.676441006416692,8.146437939277217,4.268369687727465,4.268369687727465,18.21897979111066
200.0,4.1798683485023895,5.964399000857271,9.129452507276277,13.48420951237372,4.949584158773887,4.949584158773887,24.49838334478541
201.0,3.6010562957182417,5.959142379502139,9.491245536478946,10.469859861998023,5.890189240760704,5.890189240760704,34.69432929197316
202.0,3.303006705704618,5.951995068949719,9.758205177669764,10.563137503420972,6.455198471965145,6.455198471965145,41.66958731246115
203.0,2.8434366133920106,5.943918588445842,9.92766405835907,10.050272858641433,7.08422744496706,7.08422744496706,50.18627849202452
204.0,2.0207242533570526,5.936837441872616,9.997929001426693,11.073100935614743,7.97720474806964,7.97720474806964,63.63579559262482
205.0,-0.21655655162064422,5.946190791505755,9.968297942787993,14.593838154834653,10.184854494408638,10.184854494408638,103.73126107227584
206.0,-1.18162792062571,5.952842202412102,9.839066946186161,12.508240894924452,11.020694866811871,11.020694866811871,121.45571534737353
207.0,-2.4452853875900518,5.959864297260408,9.611527245021156,15.242613228864952,12.056812632611209,12.056812632611209,145.36673085789323
208.0,-3.586354597991013,5.966108207102584,9.287952340772405,10.876645273858745,12.874306938763418,12.874306938763418,165.74777915349188
209.0,-4.012073840326013,5.967848490533524,8.871575286923495,11.772327635174058,12.883649127249509,12.883649127249509,165.98841483407702
210.0,-5.115250177797821,5.969888304215884,8.36655638536056,12.306375127390927,13.481806563158383,13.481806563158383,181.75910820642045
211.0,-5.996024487516025,5.970612534423974,7.777941618010928,11.0906981231642,13.773966105526952,13.773966105526952,189.72214227620532
212.0,-5.810672095630289,5.967822435413979,7.1116122290598,4.3819087461304385,12.92228432469009,12.92228432469009,166.9854321681312
213.0,-5.773974695627286,5.962353249521014,6.374225961502389,5.9593570957443935,12.148200657129674,12.148200657129674,147.57877920588587
214.0,-4.889051855095684,5.95759379982275,5.573150535176584,6.620410010861205,10.462202390272267,10.462202390272267,109.45767885501874
215.0,-4.333829960880947,5.951750894763302,4.7163900309419615,1.3610290814468695,9.050219991822908,9.050219991822908,81.90648190039104
216.0,-3.6247588122719523,5.9457813119086325,3.8125049165494014,1.9565882879637748,7.437263728821353,7.437263728821353,55.3128917720417
217.0,-2.9011924255733565,5.939798075863648,2.870526513277251,4.1972626678412475,5.771718938850608,5.771718938850608,33.31273950908679
218.0,-2.6684241493619787,5.932250964482985,1.8998667579543773,2.9931104332262484,4.5682909073163565,4.5682909073163565,20.8692818138693
219.0,-1.2239060431973683,5.9303567890471065,0.9102241619984432,0.27928894362257006,2.1341302051958113,2.1341302051958113,4.554511732729115
220.0,0.8314297603150277,5.939837495642239,-0.08851309290403876,2.679657434268145,-0.9199428532190664,0.9199428532190664,0.8462948531888368
221.0,1.7964999433570847,5.946595830035627,-1.0863659542407975,-2.6884159929557576,-2.882865897597882,2.882865897597882,8.310915783532842
222.0,2.110692371874791,5.948608975835317,-2.0733642060676223,-1.4115625332730986,-4.184056577942414,4.184056577942414,17.506329447423184
223.0,2.9228410280218764,5.9489736963685615,-3.0396460881104703,1.0714227831534808,-5.962487116132347,5.962487116132347,35.55125261004423
224.0,2.8957611815891697,5.945990221014698,-3.9755568312143614,-2.3493053968682744,-6.871318012803531,6.871318012803531,47.21501123307827
225.0,3.4648341170474826,5.94160716874173,-4.871745124605095,-8.63623634028277,-8.336579241652577,8.336579241652577,69.49855345235267
