iteration,free_energy
1,3101.912317382783
2,3101.912317382783
3,3101.912317382783
4,3101.912317382783
5,3101.912317382783
6,3101.912317382783
7,3101.912317382783
8,3101.912317382783
9,3101.912317382783
10,3101.912317382783
11,3101.912317382783
12,3101.912317382783
13,3101.912317382783
14,3101.912317382783
15,3101.912317382783
16,3101.912317382783
17,3101.912317382783
18,3101.912317382783
19,3101.912317382783
20,3101.912317382783
21,3101.912317382783
22,3101.912317382783
23,3101.912317382783
24,3101.912317382783
25,3101.912317382783
26,3101.912317382783
27,3101.912317382783
28,3101.912317382783
29,3101.912317382783
30,3101.912317382783
31,3101.912317382783
32,3101.912317382783
33,3101.912317382783
34,3101.912317382783
35,3101.912317382783
36,3101.912317382783
37,3101.912317382783
38,3101.912317382783
39,3101.912317382783
40,3101.912317382783
41,3101.912317382783
42,3101.912317382783
43,3101.912317382783
44,3101.912317382783
45,3101.912317382783
46,3101.912317382783
47,3101.912317382783
48,3101.912317382783
49,3101.912317382783
50,3101.912317382783
51,3101.912317382783
52,3101.912317382783
53,3101.912317382783
54,3101.912317382783
55,3101.912317382783
56,3101.912317382783
57,3101.912317382783
58,3101.912317382783
59,3101.912317382783
60,3101.912317382783
61,3101.912317382783
62,3101.912317382783
63,3101.912317382783
64,3101.912317382783
65,3101.912317382783
66,3101.912317382783
67,3101.912317382783
68,3101.912317382783
69,3101.912317382783
70,3101.912317382783
71,3101.912317382783
72,3101.912317382783
73,3101.912317382783
74,3101.912317382783
75,3101.912317382783
76,3101.912317382783
77,3101.912317382783
78,3101.912317382783
79,3101.912317382783
80,3101.912317382783
81,3101.912317382783
82,3101.912317382783
83,3101.912317382783
84,3101.912317382783
85,3101.912317382783
86,3101.912317382783
87,3101.912317382783
88,3101.912317382783
89,3101.912317382783
90,3101.912317382783
91,3101.912317382783
92,3101.912317382783
93,3101.912317382783
94,3101.912317382783
95,3101.912317382783
96,3101.912317382783
97,3101.912317382783
98,3101.912317382783
99,3101.912317382783
100,3101.912317382783
