t,obs_dim_1
1,1.669613909047917
2,0.5025584132284713
3,0.7169097051761898
4,0.34851524147471996
5,0.6624061511226875
6,0.49846352162629004
7,0.95860212263428
8,0.35397846285649087
9,0.3193522466347709
10,1.9476850057950161
11,1.624580575546483
12,0.32649667726082476
13,0.265316792782405
14,0.644620277405974
15,0.2846859610944349
16,0.8013466092728367
17,0.4416407830352284
18,0.26686817863902196
19,0.9274333872549383
20,0.6933723854446037
21,1.4988495585129078
22,1.3801823614704005
23,0.48371303846736174
24,0.3370225401128811
25,0.4685731879649231
26,0.2626787190310498
27,0.36634341138671495
28,0.4637607028586143
29,0.9946389591163265
30,0.5041291475354659
31,0.2660135208464445
32,0.5680254360463592
33,0.6697348213527188
34,0.3135437853481617
35,0.6242865597177534
36,1.632282947057402
37,0.26315699222596184
38,0.29056752768567173
39,0.6418822887007456
40,0.3589615175925268
41,0.37881703946349554
42,0.4484904148949167
43,0.3170070202830903
44,0.2604057885015848
45,0.970110542905218
46,0.4714157972425487
47,0.686691388336008
48,0.3986479067367711
49,0.7057704634097438
50,0.6166257370956262
51,0.6397653066043596
52,0.567049252174886
53,0.25704855948810473
54,2.606108263977347
55,0.2548946514700499
56,0.2873264685813871
57,0.3693217505505059
58,0.45217301649376174
59,0.3156611528469015
60,0.26242697114070196
61,0.3003219133888729
62,0.26806530463287487
63,0.3862788544525276
64,0.3075441181006965
65,0.265110583078513
66,0.2857338707663622
67,0.2549815601581287
68,0.29772335315461185
69,0.31325865657457413
70,0.3341526216849647
71,0.32694366122943574
72,0.29158382732114685
73,0.36152546549549486
74,1.8068704537916038
75,1.1983250784171282
76,0.37639139687365814
77,0.4951213565750002
78,0.672686545577869
79,0.2564353438423111
80,1.764066503427347
81,0.4044118294461455
82,0.8113593229604444
83,0.5531989160717685
84,0.4012857833752879
85,0.45049271765004695
86,0.35169048249900786
87,0.6912945725123867
88,1.305884684141784
89,0.3358394097716888
90,3.1140186275286976
91,0.32179753254111837
92,0.8548606546414458
93,0.9467003377240959
94,0.3464277987264895
95,0.5607858677759445
96,1.6375251594065077
97,1.3519893190795833
98,1.46641840832106
99,1.9550167666087443
100,0.2789950709984983
101,0.7162946627217744
102,0.2544019787529341
103,0.7345244955584709
104,0.8071006266400912
105,0.3476768395018371
106,0.2837242952850259
107,0.2703135537582511
108,1.3254922014746562
109,0.2792341511873755
110,0.2544319334412048
111,0.26339475468685236
112,0.2867850937074107
113,0.2600169258509972
114,0.46298988384810436
115,1.1467189959306208
116,0.3369410952989569
117,0.27978815279118857
118,0.6785086435221046
119,0.731024806798952
120,0.33451213938022667
121,0.5377484374175003
122,0.541023118908379
123,0.27946616488934184
124,0.2855346266726124
125,1.0209091462969346
126,0.2705715369806098
127,0.27157354984797316
128,0.2877047393001513
129,0.29538736945102617
130,0.5124453701496594
131,0.25898077376291473
132,0.30070940740043983
133,0.3244521547069853
134,0.3365720278548908
135,0.2788145256178329
136,0.5363108457132256
137,0.592319106152045
138,0.6917212910444934
139,1.0533122579689933
140,0.2727608412796052
141,0.28044742539430473
142,0.2847373409024175
143,0.37454477046252177
144,0.371421178160108
145,0.27669709578248175
146,0.8518112361314172
147,0.5646160199226825
148,0.2544857210665971
149,0.3958859236654251
150,1.8081440220881926
151,0.3327752788506333
152,0.9421679044481575
153,0.27654397299313616
154,1.067430799561781
155,0.6465932320097909
156,0.32287745978538857
157,0.6892476272367214
158,1.3587201486108549
159,0.30518121892115524
160,0.2543192513882075
161,1.8593558779383592
162,0.42617258598733776
163,0.28723955859004163
164,0.997014706313498
165,0.450563524805521
166,2.537689317371796
167,0.6973660388800125
168,0.2803276463797286
169,1.2882819335844538
170,0.34733123489733464
171,1.080457417626974
172,0.6154015456903013
173,1.4916121847604689
174,1.4112419250621453
175,0.2861836244737947
176,0.662160793910875
177,1.6823344763296646
178,0.575973846697068
179,1.0063267487163807
180,1.680397783640996
181,0.26606175214306904
182,1.7450010484089675
183,0.43788653917123843
184,0.9253790078850108
185,0.4430410303555913
186,0.28527159899507754
187,0.3391026234039601
188,1.242205305898681
189,1.2781950319027156
190,1.0100123838112098
191,2.594132134603995
192,1.1576830357080592
193,0.39416723393889663
194,1.1303487754242765
195,0.2553172518684533
196,0.5125857448995907
197,0.46535036887351966
198,1.4096137355606027
199,0.31374195890080603
200,0.7443958749858369
201,0.3508668867636729
202,1.5876885179934868
203,2.0499124236712323
204,0.28778945837997577
205,0.49010399702322915
206,0.5957012103824528
207,1.1839630730544357
208,1.819408362113542
209,0.2557524731899379
210,1.294571480221215
211,0.8413594637185129
212,1.6451674653788957
213,0.34777127999989443
214,0.6622397920549984
215,0.47825274359695347
216,1.0787468412638068
217,0.3584770153024154
218,0.36828907980732806
219,1.8191602400797353
220,0.3538903356472112
221,0.3339283986806414
222,0.4765769564127437
223,0.34245844704800765
224,0.28835536491271707
225,1.4577071463967517
226,0.7663793850180496
227,0.25588092400666285
228,0.41633374202457335
