t,μ_pos,μ_vel,μ_acc,σ2_pos,σ2_vel,σ2_acc
546,-3619.491115531837,-109.34427477671377,0.14949943854960102,0.014249717011791427,0.021035901732053733,0.12153721346971512
547,-3630.424795515185,-109.32932483229638,0.1911169889133665,0.014249717011791433,0.021035901732053733,0.12153721346971512
548,-3641.356772414176,-109.3102131327686,0.22899019861355827,0.014249717011791436,0.021035901732053733,0.12153721346971516
549,-3652.286648777339,-109.28731411218583,0.2626240328434383,0.014249717011791434,0.02103590173205374,0.12153721346971516
550,-3663.214067070236,-109.2610517079934,0.29116772630458787,0.014249717011791431,0.02103590173205374,0.12153721346971516
551,-3674.1387164024713,-109.23193493444943,0.3140245703813151,0.014249717011791436,0.021035901732053743,0.1215372134697152
552,-3685.060339775103,-109.20053247629534,0.330537398655745,0.014249717011791443,0.02103590173205374,0.1215372134697152
553,-3695.978740340018,-109.16747873488227,0.3387316843834426,0.014249717011791436,0.02103590173205374,0.12153721346971524
554,-3706.8937945568387,-109.13360556472095,0.3367217612407135,0.014249717011791431,0.02103590173205373,0.1215372134697152
555,-3717.8054715071917,-109.09993338660426,0.3231200919262398,0.014249717011791434,0.02103590173205373,0.12153721346971524
556,-3728.713849244373,-109.0676213755222,0.2974058202994466,0.014249717011791434,0.021035901732053722,0.1215372134697152
557,-3739.6191243514445,-109.03788079173977,0.2603289859144894,0.014249717011791431,0.021035901732053722,0.1215372134697152
558,-3750.521610780205,-109.01184789194781,0.21403467862928577,0.014249717011791431,0.021035901732053722,0.1215372134697152
559,-3761.42172539174,-108.99044442331187,0.1615700466131256,0.01424971701179143,0.02103590173205373,0.1215372134697152
560,-3772.3199619796387,-108.974287418294,0.10558091414587396,0.01424971701179143,0.02103590173205374,0.1215372134697152
561,-3783.216862813557,-108.96372932685763,0.04842293103332045,0.014249717011791431,0.021035901732053736,0.12153721346971524
562,-3794.1129936287807,-108.95888703401226,-0.007983917386328716,0.01424971701179143,0.02103590173205375,0.1215372134697152
563,-3805.00892224817,-108.95968542637247,-0.06163668398538529,0.014249717011791436,0.021035901732053754,0.1215372134697152
564,-3815.905198975408,-108.96584909527556,-0.11177837040047085,0.01424971701179144,0.02103590173205377,0.1215372134697152
565,-3826.8023427747416,-108.97702693302017,-0.15813908662086912,0.014249717011791434,0.02103590173205376,0.12153721346971512
566,-3837.7008361616986,-108.99284084256514,-0.19952426092048886,0.014249717011791441,0.021035901732053757,0.12153721346971516
567,-3848.6011178650733,-109.01279326976115,-0.23469548831993367,0.014249717011791441,0.021035901732053754,0.12153721346971516
568,-3859.5035706696112,-109.03626281968506,-0.2630076692266673,0.014249717011791445,0.021035901732053754,0.1215372134697152
569,-3870.4085119878955,-109.06256358789811,-0.28386379225938024,0.014249717011791436,0.02103590173205374,0.1215372134697152
570,-3881.3161876652184,-109.09094996845818,-0.2964956654301252,0.014249717011791431,0.02103590173205374,0.12153721346971524
571,-3892.226765143451,-109.12059953602856,-0.3017251297783793,0.014249717011791434,0.02103590173205373,0.1215372134697152
572,-3903.1403337274787,-109.15077204956117,-0.3019999381821916,0.01424971701179143,0.02103590173205374,0.1215372134697152
573,-3914.056920935303,-109.18097204361702,-0.2998044162300526,0.014249717011791438,0.021035901732053747,0.1215372134697152
574,-3924.9765171624954,-109.21095248539874,-0.29636515494414745,0.014249717011791441,0.02103590173205374,0.12153721346971516
575,-3935.8990942376904,-109.2405890009643,-0.29219237818680205,0.014249717011791441,0.02103590173205374,0.12153721346971516
576,-3946.8246141023465,-109.26980823858808,-0.28839589759265855,0.014249717011791434,0.02103590173205374,0.12153721346971509
577,-3957.7530369079464,-109.29864782792367,-0.286514233666496,0.014249717011791434,0.021035901732053726,0.12153721346971512
578,-3968.684334262912,-109.32729925077032,-0.2875657315452698,0.014249717011791434,0.02103590173205373,0.12153721346971516
579,-3979.6185020158373,-109.35605582348332,-0.2916114407469852,0.014249717011791433,0.02103590173205373,0.12153721346971512
580,-3990.5555656556817,-109.38521696708918,-0.29848923747240785,0.014249717011791441,0.02103590173205374,0.12153721346971512
581,-4001.4955797973184,-109.4150658904906,-0.30789610848604054,0.014249717011791438,0.021035901732053726,0.12153721346971512
582,-4012.4386258673635,-109.44585550095093,-0.31958064897201954,0.014249717011791433,0.02103590173205372,0.12153721346971509
583,-4023.384809322119,-109.47781356531601,-0.3341275546240658,0.014249717011791438,0.021035901732053712,0.12153721346971512
584,-4034.334261319028,-109.5112263199906,-0.35279295639038305,0.014249717011791436,0.02103590173205372,0.12153721346971516
585,-4045.2871479144346,-109.5465056149771,-0.3759614364886866,0.014249717011791433,0.02103590173205371,0.12153721346971516
586,-4056.243678283071,-109.58410175798244,-0.4031898887261514,0.014249717011791438,0.021035901732053722,0.12153721346971524
587,-4067.204104407483,-109.6244207462943,-0.4342044857462618,0.014249717011791433,0.02103590173205374,0.12153721346971524
588,-4078.1687175026736,-109.66784119449521,-0.46815980205579205,0.014249717011791441,0.02103590173205375,0.12153721346971524
589,-4089.1378424210357,-109.71465717433418,-0.5044393798617013,0.014249717011791436,0.02103590173205375,0.12153721346971516
590,-4100.111830333863,-109.76510111210233,-0.5425418291267308,0.014249717011791436,0.02103590173205375,0.1215372134697152
591,-4111.091053154183,-109.81935529480016,-0.5819855477100272,0.014249717011791436,0.02103590173205375,0.12153721346971516
592,-4122.075898610079,-109.87755384948805,-0.622346638804597,0.014249717011791438,0.02103590173205375,0.1215372134697152
593,-4133.066765726424,-109.93978851346365,-0.662650978634393,0.014249717011791431,0.021035901732053757,0.12153721346971516
594,-4144.064057828707,-110.00605361181843,-0.7011007707438289,0.014249717011791431,0.021035901732053757,0.12153721346971516
595,-4155.068168689557,-110.07616368980607,-0.7351515244860808,0.014249717011791434,0.021035901732053768,0.12153721346971516
596,-4166.0794608114575,-110.14967884363728,-0.7620260909657509,0.014249717011791431,0.021035901732053778,0.12153721346971512
597,-4177.098238822497,-110.22588145449359,-0.7790740992517496,0.014249717011791431,0.02103590173205377,0.12153721346971505
598,-4188.124722336085,-110.30378886640877,-0.7843767154860016,0.014249717011791447,0.021035901732053747,0.12153721346971505
599,-4199.1590231056825,-110.3822265400178,-0.7770022624596234,0.014249717011791447,0.021035901732053747,0.12153721346971509
600,-4210.20113077108,-110.45992676831504,-0.7567824947076093,0.014249717011791447,0.021035901732053747,0.12153721346971512
601,-4221.250907361312,-110.53560501974206,-0.7240335127796234,0.01424971701179144,0.021035901732053736,0.12153721346971505
602,-4232.308088032126,-110.60800837285015,-0.6794441400575956,0.014249717011791434,0.02103590173205373,0.12153721346971505
603,-4243.372286090961,-110.67595278859955,-0.6236787169160677,0.014249717011791436,0.021035901732053726,0.12153721346971516
604,-4254.442999766152,-110.7383206617598,-0.5578609295560005,0.014249717011791438,0.021035901732053726,0.1215372134697152
605,-4265.519621141113,-110.79410675577373,-0.48414123721678964,0.014249717011791431,0.021035901732053733,0.12153721346971524
606,-4276.601452526605,-110.84252088018208,-0.40497655741007677,0.014249717011791431,0.02103590173205374,0.1215372134697152
607,-4287.687729501128,-110.88301853623553,-0.3226925993810404,0.014249717011791438,0.021035901732053747,0.1215372134697152
608,-4298.777644821825,-110.91528779607633,-0.23972350479379287,0.01424971701179144,0.021035901732053747,0.12153721346971516
609,-4309.870372226159,-110.93926014574029,-0.15959314739186817,0.014249717011791436,0.021035901732053754,0.12153721346971512
610,-4320.965096211549,-110.95521945915522,-0.08614066325147202,0.014249717011791427,0.021035901732053747,0.12153721346971512
611,-4332.061048861231,-110.96383352411269,-0.021093231294481107,0.014249717011791431,0.021035901732053726,0.12153721346971509
612,-4343.157537679172,-110.9659428459379,0.03560595761067616,0.014249717011791422,0.021035901732053726,0.12153721346971501
613,-4354.253953933498,-110.96238224892342,0.0843034757527149,0.014249717011791431,0.021035901732053743,0.12153721346971512
614,-4365.349770641431,-110.95395190004766,0.12501972957086158,0.014249717011791431,0.02103590173205373,0.12153721346971512
615,-4376.444540733629,-110.94144992571178,0.15736316063869837,0.014249717011791445,0.021035901732053743,0.1215372134697152
616,-4387.537898908525,-110.92571360845739,0.1816576359539087,0.014249717011791447,0.021035901732053754,0.12153721346971524
617,-4398.629561976704,-110.90754784411303,0.19989063338676416,0.014249717011791445,0.02103590173205374,0.12153721346971524
618,-4409.719317304119,-110.88755878041344,0.21466136579510056,0.014249717011791438,0.02103590173205374,0.12153721346971524
619,-4420.806999871561,-110.86609264384396,0.2283444603488904,0.014249717011791434,0.02103590173205373,0.12153721346971524
620,-4431.892467410709,-110.84325819811406,0.24303442337021514,0.014249717011791436,0.02103590173205374,0.1215372134697152
621,-4442.97557805821,-110.81895475610668,0.25970957339700074,0.014249717011791431,0.02103590173205373,0.12153721346971516
622,-4454.056174986334,-110.7929837990577,0.27831345409254377,0.014249717011791436,0.021035901732053747,0.1215372134697152
623,-4465.134081799983,-110.76515245383341,0.298411048246173,0.014249717011791441,0.021035901732053754,0.1215372134697152
624,-4476.209104991018,-110.7353113491021,0.3194063855943492,0.014249717011791445,0.02103590173205374,0.12153721346971516
625,-4487.281039095675,-110.70337071047264,0.34049675523514794,0.014249717011791441,0.02103590173205374,0.1215372134697152
626,-4498.349673682792,-110.66932103489567,0.36120685062195657,0.014249717011791438,0.021035901732053747,0.12153721346971516
627,-4509.414799750151,-110.63320034996752,0.3821722573870739,0.01424971701179144,0.021035901732053754,0.12153721346971516
628,-4520.476208922831,-110.59498312446782,0.40430283335562234,0.014249717011791448,0.021035901732053774,0.12153721346971516
629,-4531.533685717804,-110.55455284169558,0.428955412318478,0.014249717011791445,0.021035901732053754,0.12153721346971516
630,-4542.586996224254,-110.51165730109707,0.45736908770085666,0.014249717011791438,0.021035901732053747,0.12153721346971512
631,-4553.635875107821,-110.46592039306802,0.4900931276363514,0.014249717011791427,0.021035901732053733,0.12153721346971512
632,-4564.680016682154,-110.41691108098539,0.5272646451075507,0.014249717011791433,0.021035901732053733,0.12153721346971512
633,-4575.719071467661,-110.36418461708615,0.5684791378231845,0.014249717011791436,0.021035901732053733,0.12153721346971516
634,-4586.752647534394,-110.30733670384805,0.613316937238944,0.014249717011791434,0.02103590173205374,0.12153721346971516
635,-4597.780314622599,-110.24600501041468,0.660772178629257,0.014249717011791431,0.02103590173205374,0.12153721346971516
636,-4608.801611262464,-110.17992779287289,0.7101503601512,0.014249717011791436,0.021035901732053743,0.1215372134697152
637,-4619.816053290326,-110.10891275714187,0.7614238173155239,0.014249717011791443,0.02103590173205374,0.1215372134697152
638,-4630.823137450982,-110.03277037529045,0.8132167093015706,0.014249717011791436,0.02103590173205374,0.12153721346971524
639,-4641.822348411537,-109.95144870358197,0.8622168531471809,0.014249717011791431,0.02103590173205373,0.1215372134697152
640,-4652.813182200668,-109.86522701718596,0.905421238824307,0.014249717011791434,0.02103590173205373,0.12153721346971524
641,-4663.795177799453,-109.77468489189738,0.940860963326394,0.014249717011791434,0.021035901732053722,0.1215372134697152
642,-4674.767941982759,-109.68059879426254,0.9678512085615888,0.014249717011791431,0.021035901732053722,0.1215372134697152
643,-4685.731162603454,-109.5838136723744,0.987565887459754,0.014249717011791431,0.021035901732053722,0.1215372134697152
644,-4696.68460614033,-109.48505708269093,1.0011335987060574,0.01424971701179143,0.02103590173205373,0.1215372134697152
645,-4707.628106179085,-109.38494372203121,1.0093187734055202,0.01424971701179143,0.02103590173205374,0.1215372134697152
646,-4718.561553957187,-109.28401184392553,1.0126693982673138,0.014249717011791431,0.021035901732053736,0.12153721346971524
647,-4729.484891795533,-109.18274490324147,1.0109620518052387,0.01424971701179143,0.02103590173205375,0.1215372134697152
648,-4740.398111476534,-109.081648697114,1.0036105961876571,0.014249717011791436,0.021035901732053754,0.1215372134697152
649,-4751.301258292433,-108.98128763662872,0.990584350230924,0.01424971701179144,0.02103590173205377,0.1215372134697152
650,-4762.194434133794,-108.88222920079146,0.9723145584635726,0.014249717011791434,0.02103590173205376,0.12153721346971512
651,-4773.077795479861,-108.78499774425109,0.9493540157121735,0.014249717011791441,0.021035901732053757,0.12153721346971516
652,-4783.951548483127,-108.69006234209857,0.9224221395855814,0.014249717011791441,0.021035901732053754,0.12153721346971516
653,-4794.8159426046295,-108.59782012776009,0.8924856533279305,0.014249717011791445,0.021035901732053754,0.1215372134697152
654,-4805.671262186324,-108.50857156232293,0.8610521060588646,0.014249717011791436,0.02103590173205374,0.1215372134697152
655,-4816.517814080662,-108.42246635175368,0.8294268048368035,0.014249717011791431,0.02103590173205374,0.12153721346971524
656,-4827.3559135816995,-108.3395236713156,0.7980726473005578,0.014249717011791434,0.02103590173205373,0.1215372134697152
657,-4838.185875586259,-108.25971640657058,0.766819030826139,0.01424971701179143,0.02103590173205374,0.1215372134697152
658,-4849.0080131325685,-108.18303450338868,0.7352074628354428,0.014249717011791438,0.021035901732053747,0.1215372134697152
659,-4859.822640546487,-108.10951375691494,0.7027070363145349,0.014249717011791441,0.02103590173205374,0.12153721346971516
660,-4870.630078385525,-108.03924305324145,0.6694979216926462,0.014249717011791441,0.02103590173205374,0.12153721346971516
661,-4881.430655198651,-107.97229326129059,0.6368487466579558,0.014249717011791434,0.02103590173205374,0.12153721346971509
662,-4892.224700281894,-107.90860838675425,0.6053037916112598,0.014249717011791434,0.021035901732053726,0.12153721346971512
663,-4903.0125346066625,-107.84807800722119,0.5730194247451259,0.014249717011791434,0.02103590173205373,0.12153721346971516
664,-4913.79447731388,-107.79077606401084,0.5372858524723759,0.014249717011791433,0.02103590173205373,0.12153721346971512
665,-4924.5708684919255,-107.73704747794297,0.4966906323108252,0.014249717011791441,0.02103590173205374,0.12153721346971512
666,-4935.342089786614,-107.68737841387566,0.4509344233373379,0.014249717011791438,0.021035901732053726,0.12153721346971512
667,-4946.108572956209,-107.64228497067992,0.39989888446207145,0.014249717011791433,0.02103590173205372,0.12153721346971509
668,-4956.870801957127,-107.60229508153984,0.34402218516383587,0.014249717011791438,0.021035901732053712,0.12153721346971512
669,-4967.629311351012,-107.56789286267178,0.28488852642921064,0.014249717011791436,0.02103590173205372,0.12153721346971516
670,-4978.38467619395,-107.53940400974285,0.22376085860313555,0.014249717011791433,0.02103590173205371,0.12153721346971516
671,-4989.137497788137,-107.51702792384981,0.1616373746557355,0.014249717011791438,0.021035901732053722,0.12153721346971524
672,-4999.8883923885915,-107.50086418685999,0.10087912332049598,0.014249717011791433,0.02103590173205374,0.12153721346971524
673,-5010.637974408319,-107.49077627533786,0.04411257788678531,0.014249717011791441,0.02103590173205375,0.12153721346971524
674,-5021.386831470172,-107.48636501863308,-0.006744180718921007,0.014249717011791436,0.02103590173205375,0.12153721346971516
675,-5032.135501692055,-107.48703943787548,-0.05054230277196795,0.014249717011791436,0.02103590173205375,0.1215372134697152
676,-5042.884458341179,-107.49209366993976,-0.08507459506508713,0.014249717011791436,0.02103590173205375,0.12153721346971516
677,-5053.634093075955,-107.50060113175658,-0.10678789939227319,0.014249717011791438,0.02103590173205375,0.1215372134697152
678,-5064.384687129304,-107.51127992393415,-0.11427200283650257,0.014249717011791431,0.021035901732053757,0.12153721346971516
679,-5075.136386482571,-107.52270712637181,-0.10800711477734774,0.014249717011791431,0.021035901732053757,0.12153721346971516
680,-5085.889197230436,-107.53350784003939,-0.08815223307061927,0.014249717011791434,0.021035901732053768,0.12153721346971516
681,-5096.642988773674,-107.54232306572847,-0.05399606065203691,0.014249717011791431,0.021035901732053778,0.12153721346971512
682,-5107.397491058725,-107.54772267436117,-0.004364356564333574,0.014249717011791431,0.02103590173205377,0.12153721346971505
683,-5118.15228514858,-107.54815911251367,0.06111601868727896,0.014249717011791447,0.021035901732053747,0.12153721346971505
684,-5128.906795483464,-107.54204751277851,0.14108293421398166,0.014249717011791447,0.021035901732053747,0.12153721346971509
685,-5139.660294823075,-107.52793922119,0.233434139146238,0.014249717011791447,0.021035901732053747,0.12153721346971512
686,-5150.411921577967,-107.5045958087566,0.3361454737692661,0.01424971701179144,0.021035901732053736,0.12153721346971505
687,-5161.160700436576,-107.47098126235309,0.44653729309594287,0.014249717011791434,0.02103590173205373,0.12153721346971505
688,-5171.905565877958,-107.4263275338524,0.562511921886455,0.014249717011791436,0.021035901732053726,0.12153721346971516
689,-5182.645386073599,-107.37007634228566,0.6829825735749643,0.014249717011791438,0.021035901732053726,0.1215372134697152
690,-5193.378978796972,-107.30177808535514,0.8067381084003209,0.014249717011791431,0.021035901732053733,0.12153721346971524
691,-5204.105122915039,-107.2211042749317,0.9331282712802478,0.014249717011791431,0.02103590173205374,0.1215372134697152
692,-5214.822567705546,-107.12779144778771,1.0607659674116485,0.014249717011791438,0.021035901732053747,0.1215372134697152
693,-5225.530043023897,-107.02171485068571,1.1872217401303082,0.01424971701179144,0.021035901732053747,0.12153721346971516
694,-5236.226278403651,-106.90299267597302,1.3103732726570971,0.014249717011791436,0.021035901732053754,0.12153721346971512
695,-5246.910025805165,-106.77195534797904,1.4290746286384213,0.014249717011791427,0.021035901732053747,0.12153721346971512
696,-5257.580075967643,-106.62904788430433,1.5429814656000989,0.014249717011791431,0.021035901732053726,0.12153721346971509
697,-5268.235265848059,-106.47474973700459,1.6520523082189194,0.014249717011791422,0.021035901732053726,0.12153721346971501
698,-5278.874480559604,-106.3095445055127,1.7566958085566386,0.014249717011791431,0.021035901732053743,0.12153721346971512
699,-5289.496651530638,-106.13387492402474,1.8572547480280202,0.014249717011791431,0.02103590173205373,0.12153721346971512
700,-5300.100752747116,-105.9481494488164,1.9545617352716251,0.014249717011791445,0.021035901732053743,0.1215372134697152
701,-5310.685794883821,-105.75269327483116,2.049145366599967,0.014249717011791447,0.021035901732053754,0.12153721346971524
702,-5321.250818486063,-105.54777873754414,2.1403522411640012,0.014249717011791445,0.02103590173205374,0.12153721346971524
703,-5331.794894602302,-105.33374351243867,2.226531071236027,0.014249717011791438,0.02103590173205374,0.12153721346971524
704,-5342.317136302832,-105.11109040385487,2.3050772548736513,0.014249717011791434,0.02103590173205373,0.12153721346971524
705,-5352.816719958392,-104.88058267677155,2.37408744309383,0.014249717011791436,0.02103590173205374,0.1215372134697152
706,-5363.292907788711,-104.64317393088363,2.4331550683500742,0.014249717011791431,0.02103590173205373,0.12153721346971516
707,-5373.745059406626,-104.39985842244606,2.4822735050169182,0.014249717011791436,0.021035901732053747,0.1215372134697152
708,-5384.1726338794315,-104.15163107053012,2.5219881745706156,0.014249717011791441,0.021035901732053754,0.1215372134697152
709,-5394.5751870429,-103.89943225193001,2.553744186856376,0.014249717011791445,0.02103590173205374,0.12153721346971516
710,-5404.952361544283,-103.64405783239084,2.5792876855404225,0.014249717011791441,0.02103590173205374,0.1215372134697152
711,-5415.3038708874465,-103.38612906315252,2.6000332762981055,0.014249717011791438,0.021035901732053747,0.12153721346971516
712,-5425.629483625286,-103.12612573504542,2.617151658238593,0.01424971701179144,0.021035901732053754,0.12153721346971516
713,-5435.92901043832,-102.86441056896571,2.6319797973634196,0.014249717011791448,0.021035901732053774,0.12153721346971516
714,-5446.202291594193,-102.60121258916946,2.6458358110984506,0.014249717011791445,0.021035901732053754,0.12153721346971516
715,-5456.449183671705,-102.3366290082382,2.6600898968852826,0.014249717011791438,0.021035901732053747,0.12153721346971512
716,-5466.669546121188,-102.07062001891323,2.676055532804504,0.014249717011791427,0.021035901732053733,0.12153721346971512
717,-5476.8632278414225,-101.80301446639707,2.6955607752910598,0.014249717011791433,0.021035901732053733,0.12153721346971512
718,-5487.030051482686,-101.53345838978386,2.720323428300803,0.014249717011791436,0.021035901732053733,0.12153721346971516
719,-5497.169795701992,-101.26142604812175,2.7516031660360745,0.014249717011791434,0.02103590173205374,0.12153721346971516
720,-5507.282180290356,-100.98626573274645,2.7903842157709513,0.014249717011791431,0.02103590173205374,0.12153721346971516
721,-5517.366854941594,-100.70722731249673,2.837159971884216,0.014249717011791436,0.021035901732053743,0.1215372134697152
722,-5527.423391874442,-100.42351131649093,2.891775764950895,0.014249717011791443,0.02103590173205374,0.1215372134697152
723,-5537.451284130202,-100.1343337408824,2.952859770791278,0.014249717011791436,0.02103590173205374,0.12153721346971524
724,-5547.449953210065,-99.8390477642258,3.0180481177558236,0.014249717011791431,0.02103590173205373,0.1215372134697152
725,-5557.41876775205,-99.53724295226134,3.0839715933691907,0.014249717011791434,0.02103590173205373,0.12153721346971524
726,-5567.357072197267,-99.22884579193551,3.1462209414987354,0.014249717011791434,0.021035901732053722,0.1215372134697152
727,-5577.264225676431,-98.91422369632865,3.2008485380074188,0.014249717011791431,0.021035901732053722,0.1215372134697152
728,-5587.139643805624,-98.59413884084908,3.2456906926447595,0.014249717011791431,0.021035901732053722,0.1215372134697152
729,-5596.982829235908,-98.2695697699402,3.2801497342818045,0.01424971701179143,0.02103590173205373,0.1215372134697152
730,-5606.793385463165,-97.94155479497188,3.3046640841150166,0.01424971701179143,0.02103590173205374,0.1215372134697152
731,-5616.571017622254,-97.61108838501917,3.319563157007939,0.014249717011791431,0.021035901732053736,0.12153721346971524
732,-5626.315528643114,-97.27913206796181,3.3254239116861664,0.01424971701179143,0.02103590173205375,0.1215372134697152
733,-5636.026814730904,-96.94658967538422,3.322655373638803,0.014249717011791436,0.021035901732053754,0.1215372134697152
734,-5645.704860422056,-96.61432413656615,3.3109363155644123,0.01424971701179144,0.02103590173205377,0.1215372134697152
735,-5655.3497381550715,-96.28323050345833,3.2898241263753705,0.014249717011791434,0.02103590173205376,0.12153721346971512
736,-5664.961612081208,-95.95424808962622,3.2601440744132817,0.014249717011791441,0.021035901732053757,0.12153721346971516
737,-5674.540736166431,-95.62823368132887,3.2240666520072354,0.014249717011791441,0.021035901732053754,0.12153721346971516
738,-5684.08743919556,-95.3058270158473,3.1844396836176183,0.014249717011791445,0.021035901732053754,0.1215372134697152
739,-5693.602099697588,-94.98738304731062,3.143413826260971,0.014249717011791436,0.02103590173205374,0.1215372134697152
740,-5703.0851209325065,-94.67304166458472,3.101557877896832,0.014249717011791431,0.02103590173205374,0.12153721346971524
741,-5712.536917307323,-94.36288587691895,3.059790457529289,0.014249717011791434,0.02103590173205373,0.1215372134697152
742,-5721.9579069454385,-94.05690683102421,3.0179700141784274,0.01424971701179143,0.02103590173205374,0.1215372134697152
743,-5731.348507779677,-93.75510982934213,2.9748740945713736,0.014249717011791438,0.021035901732053747,0.1215372134697152
744,-5740.709144391251,-93.45762241970608,2.9304033030565995,0.014249717011791441,0.02103590173205374,0.12153721346971516
745,-5750.040254615371,-93.16458208935452,2.885251772908024,0.014249717011791441,0.02103590173205374,0.12153721346971516
746,-5759.342286563896,-92.87605691217328,2.8403194713301847,0.014249717011791434,0.02103590173205374,0.12153721346971509
747,-5768.615690656056,-92.59202496531462,2.79661979562242,0.014249717011791434,0.021035901732053726,0.12153721346971512
748,-5777.860910048982,-92.31236298649452,2.756129765446709,0.014249717011791434,0.02103590173205373,0.12153721346971516
749,-5787.078365696409,-92.03675001092923,2.7210440424307056,0.014249717011791433,0.02103590173205373,0.12153721346971512
750,-5796.268435478163,-91.76464560758555,2.691839515439001,0.014249717011791441,0.02103590173205374,0.12153721346971512
751,-5805.431440843216,-91.49546165674253,2.6676586951791044,0.014249717011791438,0.021035901732053726,0.12153721346971512
752,-5814.567648716685,-91.22869578780859,2.647518454272333,0.014249717011791433,0.02103590173205372,0.12153721346971509
753,-5823.677280706009,-90.96394394268052,2.6301413903659734,0.014249717011791438,0.021035901732053712,0.12153721346971512
754,-5832.7605243961325,-90.70092980366867,2.613770972516953,0.014249717011791436,0.02103590173205372,0.12153721346971516
755,-5841.817548523543,-90.43955270624494,2.596935179930811,0.014249717011791433,0.02103590173205371,0.12153721346971516
756,-5850.848519121257,-90.17985918778467,2.578105123436981,0.014249717011791438,0.021035901732053722,0.12153721346971524
757,-5859.853614518262,-89.92204867459307,2.5551472682719596,0.014249717011791433,0.02103590173205374,0.12153721346971524
758,-5868.833043653109,-89.66653394654233,2.5256985140741,0.014249717011791441,0.02103590173205375,0.12153721346971524
759,-5877.787068555978,-89.41396409382817,2.4883505952761595,0.014249717011791436,0.02103590173205375,0.12153721346971516
760,-5886.716023210974,-89.16512903313615,2.443299117559049,0.014249717011791436,0.02103590173205375,0.1215372134697152
761,-5895.6203196178885,-88.92079912029246,2.3912380612128494,0.014249717011791436,0.02103590173205375,0.12153721346971516
762,-5904.500443337606,-88.68167531328662,2.333047276356321,0.014249717011791438,0.02103590173205375,0.1215372134697152
763,-5913.356945632311,-88.4483705847918,2.26942921800911,0.014249717011791431,0.021035901732053757,0.12153721346971516
764,-5922.190435543018,-88.2214276622949,2.200983468704944,0.014249717011791431,0.021035901732053757,0.12153721346971516
765,-5931.001573391363,-88.00132931478512,2.128403114894471,0.014249717011791434,0.021035901732053768,0.12153721346971516
766,-5939.7910643043715,-87.78848900294827,2.0527617478298477,0.014249717011791431,0.021035901732053778,0.12153721346971512
767,-5948.559649391346,-87.58321282827936,1.976395730373535,0.014249717011791431,0.02103590173205377,0.12153721346971505
768,-5957.308088690421,-87.38557325585775,1.9023319994620858,0.014249717011791447,0.021035901732053747,0.12153721346971505
769,-5966.037134350225,-87.19534005711691,1.833974184511809,0.014249717011791447,0.021035901732053747,0.12153721346971509
770,-5974.747498481275,-87.01194264023974,1.7742987666808359,0.014249717011791447,0.021035901732053747,0.12153721346971512
771,-5983.4398212492,-86.83451276536968,1.7251814637267744,0.01424971701179144,0.021035901732053736,0.12153721346971505
772,-5992.11464661658,-86.66199462098363,1.6879051009095936,0.014249717011791434,0.02103590173205373,0.12153721346971505
773,-6000.7724065524435,-86.49320411294897,1.6632722271257607,0.014249717011791436,0.021035901732053726,0.12153721346971516
774,-6009.413410602364,-86.32687689231857,1.6515851529869752,0.014249717011791438,0.021035901732053726,0.1215372134697152
775,-6018.037840365823,-86.16171837910707,1.652921879698805,0.014249717011791431,0.021035901732053733,0.12153721346971524
776,-6026.6457475973775,-85.99642619292058,1.6663354437963325,0.014249717011791431,0.02103590173205374,0.1215372134697152
777,-6035.237058544523,-85.82979264981245,1.6892920106447014,0.014249717011791438,0.021035901732053747,0.1215372134697152
778,-6043.81159135656,-85.6608634493073,1.7179874771542298,0.01424971701179144,0.021035901732053747,0.12153721346971516
779,-6052.369087769606,-85.48906470160229,1.7484816701372483,0.014249717011791436,0.021035901732053754,0.12153721346971512
780,-6060.909251837177,-85.31421653402268,1.7772534089829297,0.014249717011791427,0.021035901732053747,0.12153721346971512
781,-6069.431787228301,-85.13649119208425,1.8010135637709679,0.014249717011791431,0.021035901732053726,0.12153721346971509
782,-6077.936431279962,-84.9563898346402,1.8181895103691612,0.014249717011791422,0.021035901732053726,0.12153721346971501
783,-6086.422979317428,-84.77457088238536,1.8282135339169845,0.014249717011791431,0.021035901732053743,0.12153721346971512
784,-6094.891295341296,-84.5917495274376,1.8295725501522329,0.014249717011791431,0.02103590173205373,0.12153721346971512
785,-6103.34132243528,-84.40879227047763,1.819991744181849,0.014249717011791445,0.021035901732053743,0.1215372134697152
786,-6111.773101704704,-84.22679309400414,1.7978842352235522,0.014249717011791447,0.021035901732053754,0.12153721346971524
787,-6120.186791592996,-84.04700466841358,1.7628863458467858,0.014249717011791445,0.02103590173205374,0.12153721346971524
788,-6128.582677626405,-83.87071603193513,1.7155098864066318,0.014249717011791438,0.02103590173205374,0.12153721346971524
789,-6136.961171678033,-83.6991650416106,1.6569545702610615,0.014249717011791434,0.02103590173205373,0.12153721346971524
790,-6145.322803405205,-83.5334695833158,1.5891807784743086,0.014249717011791436,0.02103590173205374,0.1215372134697152
791,-6153.668204455762,-83.37455150458926,1.514695887866558,0.014249717011791431,0.02103590173205373,0.12153721346971516
792,-6161.9980861236745,-83.2230819152353,1.4356856070677628,0.014249717011791436,0.021035901732053747,0.1215372134697152
793,-6170.313215882761,-83.0795133543981,1.3544975325308726,0.014249717011791441,0.021035901732053754,0.1215372134697152
